id,instance,notes,type,status,inputs (#post),outputs (#pre),bL(L) #post,bL(L) #pre,#voxels
1389387927,,,,Assign,8,2,8,2,478319
1389387935,,,,Traced,215,19,199,17,29710065
1389388096,,,,Traced,171,71,169,68,31859628
1389388158,,,,Assign,6,2,6,2,572220
1389388279,,,,Assign,3,2,3,2,144093
1389392335,,,,Traced,67,23,67,23,10932709
1389396664,,,,Traced,45,15,45,15,7140697
1389711917,,,,Traced,107,53,107,53,31976638
1389711941,,,,Traced,142,63,142,62,35037388
1389711942,,,,Traced,117,70,117,69,37938448
1389716081,,,,Traced,141,64,141,64,33916349
1389716254,,,,Traced,122,51,119,50,29646169
1389716346,,,,Traced,148,67,148,67,37267043
1389720268,,,,Traced,163,71,163,71,37193597
1389720565,,,,Traced,129,56,129,56,27808940
1389720596,,,,Traced,132,57,132,57,33917861
1389720654,,,,Traced,126,51,126,51,32692589
1389720662,,,,Traced,141,54,134,52,23927834
1389720667,,,,Traced,153,67,153,67,38217219
1389720737,,,,Traced,182,66,182,66,37073745
1389724939,,,,Traced,142,69,142,69,31832293
1389724966,,,,Traced,121,54,119,54,32593575
1389725032,,,,Traced,124,69,124,69,29185823
1389725094,,,,Traced,141,66,141,66,32956237
1389728890,,,,Assign,4,2,4,2,264688
1389728965,,,,Traced,46,19,46,19,8498029
1389729153,,,,Traced,164,68,162,68,36823559
1389729229,,,,Traced,109,50,109,50,25855264
1389733227,,,,Traced,45,16,45,16,6656996
1389742058,,,,Traced,15,6,15,6,3181886
1389746273,,,,Traced,9,3,9,3,1786379
1389746327,,,,Traced,5,3,5,3,1800760
1389746336,,,,Traced,8,5,8,5,2106668
1389746337,,,,Traced,26,10,26,10,5752093
1390057193,,,,Traced,128,56,127,56,32668507
1390057275,,,,Traced,1143,93,1143,93,116439146
1390061550,,,,Traced,140,62,140,62,33200478
1390061715,,,,Traced,153,74,153,74,38380392
1390065906,,,,Traced,162,38,162,38,15019270
1390065947,,,,Traced,153,69,153,68,36471513
1390066029,,,,Traced,139,60,138,60,31531884
1390069856,,,,Traced,131,75,129,70,47405024
1390069911,,,,Traced,111,65,111,65,29845607
1390070180,,,,Traced,140,76,139,76,36653627
1390070404,,,,Traced,154,39,154,39,17825015
1390078674,,,,Traced,46,12,46,12,5802005
1390078709,,,,Traced,26,8,26,8,4890636
1390082830,,,,Traced,12,3,12,3,1899976
1390082926,,,,Traced,5,2,5,2,1313754
1390082969,,,,Traced,20,10,20,10,4083422
1390082989,,,,Traced,11,5,11,5,2795127
1390083071,,,,Traced,9,4,9,4,1728028
1390087157,,,,Traced,26,12,26,12,4571332
1390087177,,,,Traced,5,2,5,2,908634
1390087209,,,,Traced,4,6,4,6,2813588
1390087260,,,,Traced,6,3,6,3,1134695
1390087291,,,,Traced,11,4,11,4,2557339
1390424036,,,,Traced,20,10,20,10,3629441
1390424061,,,,Traced,14,4,14,4,1685876
1390424113,,,,Traced,20,7,20,7,3633143
1390428123,,,,Traced,6,2,6,2,845464
1390428138,,,,Traced,5,4,5,4,1109485
1390428164,,,,Traced,11,2,11,2,1276861
1390428185,,,,Traced,18,3,18,3,1691094
1390428232,,,,Traced,13,6,13,6,2075099
1390428352,,,,Traced,12,2,12,2,1913011
1390765143,,,,Traced,148,35,148,35,17646446
1390769311,,,,Traced,6,2,6,2,1142601
1418001281,,,,Traced,148,78,147,78,44626075
1418005500,,,,Assign,6,2,6,2,1492554
1418005570,,,,Traced,169,57,161,56,41505551
1418009677,,,,Traced,145,56,145,56,33950443
1418009871,,,,Traced,214,77,210,75,50716490
1418010034,,,,Assign,7,2,7,2,1011263
1418013722,,,,Traced,168,71,166,70,45444010
1418018135,,,,Traced,115,50,115,49,34679320
1418351187,,,,Traced,1887,155,1877,155,191965772
1418351262,PAM04_a(B2)_R,,PAM04_a,Traced,555,137,226,61,239134628
1418355332,,,,Assign,3,2,3,2,599995
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,88,29,6190229391
1419007201,,,,Traced,74,40,70,34,24198657
1419019956,PAM04_a(B2)_R,,PAM04_a,Traced,1655,255,570,92,383407340
1419024366,,,,Traced,145,53,140,51,42347535
1419033073,,,,Traced,137,66,137,66,30283016
1419033151,,,,Traced,141,60,139,60,37108892
1419037463,,,,Traced,158,71,158,71,37352305
1419041597,,,,Traced,168,72,165,70,42692128
1419041804,,,,Traced,128,55,128,55,37884286
1419041835,,,,Traced,118,45,118,45,31809994
1419041844,,,,Traced,114,62,114,62,30048205
1419369690,,,,Traced,133,60,133,60,29302697
1419369797,,,,Traced,146,63,137,62,36375585
1419369823,,,,Traced,129,51,127,50,30397781
1419374057,,,,Traced,116,63,114,61,32406936
1419374151,,,,Traced,162,86,161,84,45191361
1419374269,,,,Traced,136,51,136,50,32501483
1419374321,,,,Traced,115,59,115,59,31833570
1419378379,,,,Traced,163,66,163,65,33757727
1419378446,,,,Traced,147,60,147,59,31393989
1419378465,,,,Traced,137,64,137,64,31074877
1419378470,,,,Traced,155,66,153,64,35016509
1419378486,,,,Traced,124,50,124,50,27589520
1419382640,,,,Traced,139,68,134,66,33457503
1419382741,,,,Traced,144,58,144,58,27717684
1419382824,,,,Traced,166,74,166,74,40760099
1419386985,,,,Traced,194,82,194,82,43267659
1419387001,,,,Traced,130,61,130,61,32035569
1419387009,,,,Traced,160,71,160,71,30825862
1419391341,,,,Traced,161,71,160,71,40650993
1419706539,,,,Traced,145,71,145,71,36003323
1419710823,,,,Traced,118,53,118,52,30233508
1419715226,,,,Traced,153,72,153,71,38319037
1419715292,,,,Traced,118,51,118,51,26993635
1419715302,,,,Traced,138,67,137,67,34013106
1419715349,,,,Traced,147,47,147,47,29582246
1419715367,,,,Traced,102,36,102,36,19887045
1419715376,,,,Traced,88,36,88,36,20110683
1419715379,,,,Traced,126,50,126,50,25590145
1419715396,,,,Traced,135,56,135,56,35367101
1419715435,,,,Traced,125,45,125,45,26519933
1419715451,,,,Traced,139,45,137,45,25282936
1419715467,,,,Traced,128,55,128,55,24936061
1419719325,,,,Traced,123,53,120,53,23744781
1419719335,,,,Traced,114,54,114,54,29096274
1419719351,,,,Traced,112,44,112,44,24500944
1419719377,,,,Traced,122,51,122,51,21362599
1419719444,,,,Traced,128,64,128,64,31188735
1419719456,,,,Traced,122,58,122,58,24024347
1419719477,,,,Traced,130,45,130,45,24383247
1419719478,,,,Traced,138,51,138,51,25989469
1419719518,,,,Traced,120,44,120,44,23919353
1419719529,,,,Traced,107,42,107,42,25819691
1419719538,,,,Traced,131,54,131,54,29525451
1419719562,,,,Traced,85,35,85,35,20972132
1419719565,,,,Traced,134,66,134,66,31067645
1419719586,,,,Traced,120,55,120,55,28555193
1419723547,,,,Traced,131,60,131,60,29770819
1419723575,,,,Traced,174,71,174,71,33847970
1419723597,,,,Traced,125,59,125,59,26662753
1419723755,,,,Traced,111,44,110,44,27032531
1419723773,,,,Traced,645,42,645,42,62705617
1419723784,,,,Traced,150,64,150,64,29995889
1419723796,,,,Traced,124,65,124,65,24404188
1419723823,,,,Traced,103,43,103,43,25596726
1419723825,,,,Traced,80,37,80,37,18209004
1419727923,,,,Traced,137,65,137,65,30399371
1419727927,,,,Traced,168,67,167,66,33525492
1419727941,,,,Traced,125,57,125,57,28374249
1419727974,,,,Traced,118,56,117,55,29264319
1419728002,,,,Traced,162,53,162,53,32630924
1419728060,,,,Traced,146,69,146,69,33884571
1419732022,,,,Traced,102,49,99,47,25168297
1419732191,,,,Traced,169,69,169,68,38596782
1419732207,,,,Traced,154,61,154,61,40765282
1419732246,,,,Traced,143,65,143,65,34834220
1419732287,,,,Traced,127,62,127,62,29335841
1419732331,,,,Traced,140,52,140,52,31996462
1419732333,,,,Traced,136,65,136,65,35216825
1419736822,,,,Traced,166,79,166,79,37234625
1420056268,,,,Traced,176,71,174,71,36572679
1420056335,,,,Traced,123,56,123,56,26188812
1420056409,,,,Traced,142,56,142,56,31807799
1420060424,,,,Traced,157,62,157,62,30529251
1420060462,,,,Traced,136,53,136,53,30247256
1420060490,,,,Traced,104,51,100,49,29834986
1420060556,,,,Traced,117,46,117,46,27483519
1420060561,,,,Traced,128,45,128,45,23984855
1420060568,,,,Traced,101,39,101,39,22210014
1420060604,,,,Traced,115,40,115,40,25557529
1420060608,,,,Traced,127,54,127,54,27455717
1420060609,,,,Traced,113,48,113,48,27383872
1420060610,,,,Traced,128,49,128,49,26751596
1420060612,,,,Traced,125,47,125,47,28630492
1420060613,,,,Traced,123,63,123,63,29103097
1420060619,,,,Traced,102,50,102,50,25753231
1420060644,,,,Traced,108,45,108,45,25329971
1420060659,,,,Traced,81,45,81,45,23686529
1420060665,,,,Traced,100,55,100,55,22417770
1420064499,,,,Traced,119,40,119,40,23813719
1420064746,,,,Traced,145,63,145,63,34879330
1420064760,,,,Traced,95,43,95,43,21223046
1420064825,,,,Traced,93,40,93,40,22134857
1420064841,,,,Traced,132,53,132,53,27114534
1420064859,,,,Traced,152,52,152,52,28979084
1420064878,,,,Traced,107,43,107,43,27995312
1420064879,,,,Traced,481,38,481,38,44128647
1420064881,,,,Traced,115,47,115,47,21087825
1420064899,,,,Traced,114,37,114,37,23851838
1420068770,,,,Traced,123,68,122,68,33773803
1420069011,,,,Traced,125,42,125,42,23341445
1420069014,,,,Traced,124,46,124,46,24975179
1420069044,,,,Traced,56,30,56,30,14803030
1420069051,,,,Traced,121,53,121,53,23559314
1420069064,,,,Traced,134,56,131,55,27106705
1420069073,,,,Traced,118,47,118,47,27146861
1420069135,,,,Traced,182,71,182,71,34967895
1420073203,,,,Traced,146,61,146,61,35117278
1420073208,,,,Traced,155,60,155,60,28456469
1420073225,,,,Traced,148,63,148,63,35418395
1420073231,,,,Traced,130,71,130,69,35668041
1420073258,,,,Traced,1156,105,1153,105,127663885
1420073309,,,,Traced,129,58,129,58,28564475
1420073316,,,,Traced,122,50,122,50,24526677
1420073332,,,,Traced,147,59,147,59,30416444
1420073336,,,,Traced,152,57,152,57,29932669
1420073375,,,,Traced,127,54,127,54,27216840
1420077570,,,,Traced,144,63,144,63,36439371
1420077659,,,,Traced,128,79,126,78,45247668
1420077700,,,,Traced,135,61,135,61,29803626
1420077703,,,,Traced,141,55,141,55,28864089
1420077744,,,,Traced,147,53,147,53,25990397
1420077745,,,,Traced,148,66,148,66,31888101
1420081651,,,,Assign,3,3,3,3,818767
1420081798,,,,Assign,7,2,7,2,80480
1420082185,,,,Traced,103,52,98,48,28880766
1420082189,,,,Traced,129,54,127,52,34837267
1420397318,,,,Traced,145,68,145,68,39844627
1420397469,,,,Traced,117,58,117,58,26659572
1420401455,,,,Traced,125,48,125,48,29322611
1420401476,,,,Traced,131,43,131,43,27502652
1420401478,,,,Traced,147,49,147,49,30316744
1420401565,,,,Traced,123,50,123,50,26837291
1420405611,,,,Traced,116,55,116,55,27277222
1420405612,,,,Traced,121,63,121,63,29051710
1420405664,,,,Traced,140,62,140,62,28699117
1420405817,,,,Traced,96,42,96,42,21557805
1420409836,,,,Traced,148,48,148,48,28144030
1420409889,,,,Traced,127,45,127,45,22955897
1420410105,,,,Traced,133,52,133,52,27522655
1420410176,,,,Traced,77,35,77,35,18389421
1420410190,,,,Traced,97,47,97,47,21139425
1420410218,,,,Traced,117,48,117,48,25088645
1420410219,,,,Traced,100,40,100,40,23018134
1420410226,,,,Traced,191,51,191,51,30490509
1420410244,,,,Traced,123,36,123,36,26037294
1420414212,,,,Traced,103,43,103,43,25987067
1420414226,,,,Traced,113,48,113,48,23110730
1420414275,,,,Traced,123,61,123,61,28053763
1420414288,,,,Traced,144,61,144,61,28371356
1420414408,,,,Traced,119,42,119,42,22213320
1420414428,,,,Traced,125,56,125,56,25177522
1420414430,,,,Traced,95,45,95,45,20784697
1420414432,,,,Traced,124,47,124,47,26234132
1420418437,,,,Traced,124,57,122,56,28468433
1420418679,,,,Traced,113,48,113,48,25456072
1420418743,,,,Traced,116,46,116,46,28405941
1420418745,,,,Traced,149,55,149,55,27713881
1420418757,,,,Traced,116,51,116,51,24649331
1420422703,,,,Traced,127,47,127,47,25581859
1420422886,,,,Traced,143,53,143,53,25426063
1420422988,,,,Traced,150,53,150,53,30937230
1420423054,,,,Traced,82,33,82,33,18343860
1420423113,,,,Traced,93,50,93,50,25040804
1420423116,,,,Traced,174,70,174,70,33475125
1420440370,,,,Traced,3,3,2,3,1965184
1420440381,,,,Traced,5,2,5,2,898688
1420440441,,,,Traced,7,3,7,3,2386199
1420440590,,,,Traced,4,2,4,2,1257161
1420440635,,,,Traced,5,2,5,2,1726691
1420440694,,,,Traced,96,26,96,26,12185151
1420440730,,,,Traced,4,2,4,2,1373164
1420746729,,,,Traced,100,42,100,42,21064381
1420746771,,,,Traced,105,44,105,43,25898559
1420746819,,,,Traced,99,49,99,49,24346808
1420746836,,,,Traced,119,43,119,43,29860490
1420746849,,,,Traced,147,52,147,52,50324563
1420746859,,,,Traced,106,50,106,50,21964692
1420746882,,,,Traced,534,43,534,43,55130327
1420746884,,,,Traced,104,59,104,59,26880351
1420746897,,,,Traced,129,48,129,48,27231101
1420746911,,,,Traced,112,45,112,45,21534251
1420746925,,,,Traced,109,49,109,49,24071629
1420746934,,,,Traced,135,56,129,55,33724180
1420751127,,,,Traced,134,60,134,60,30147465
1420751142,,,,Traced,113,46,112,46,25388661
1420751230,,,,Traced,142,55,142,55,29823851
1420751277,,,,Traced,102,35,102,35,21246704
1420751288,,,,Traced,132,59,132,59,29122977
1420751313,,,,Traced,171,15,171,15,13879491
1420755172,,,,Traced,131,53,131,53,24965274
1420755207,,,,Traced,143,51,143,51,26893588
1420755216,,,,Traced,148,53,148,53,27259550
1420755372,,,,Traced,98,46,98,46,24423650
1420755439,,,,Traced,104,40,104,40,23291886
1420755444,,,,Traced,110,42,109,42,22525938
1420755462,,,,Traced,104,45,104,45,23804756
1420755473,,,,Traced,113,52,113,51,27448330
1420755481,,,,Traced,116,58,105,54,29658537
1420755521,,,,Traced,105,53,105,53,25422846
1420759586,,,,Traced,117,63,117,63,29053933
1420759608,,,,Traced,114,48,114,48,23630690
1420759739,,,,Traced,138,53,138,53,28632891
1420759855,,,,Traced,114,52,114,52,26063912
1420759873,,,,Traced,139,57,138,57,32114730
1420764093,,,,Traced,132,57,132,57,31199147
1420764302,,,,Traced,153,51,153,51,28081615
1420776983,,,,Traced,16,3,16,3,1384938
1420780928,,,,Traced,29,1,29,1,2149835
1420781054,,,,Traced,13,4,13,4,3423211
1420781114,,,,Traced,5,2,5,2,2374499
1421087862,,,,Traced,198,69,197,69,43075358
1421092030,,,,Traced,140,56,140,56,34027414
1421096252,,,,Traced,108,54,108,54,26610777
1421096466,,,,Traced,119,55,119,55,28391248
1421096511,,,,Traced,146,55,146,55,31927414
1421100656,,,,Traced,114,48,114,48,16963219
1421105000,,,,Traced,159,10,159,10,10998516
1421105094,,,,Traced,98,33,98,33,20758498
1421105229,,,,Traced,108,31,108,31,14467745
1421109225,,,,Traced,144,68,143,68,32469447
1421118012,,,,Traced,25,4,25,4,1649968
1421122007,,,,Traced,2,2,2,2,413179
1421122252,,,,Traced,120,26,120,26,10574785
1421446220,,,,Traced,118,51,118,51,24240228
1421450270,,,,Traced,71,14,71,14,8206680
1421450323,,,,Traced,137,61,137,61,35771432
1421454832,,,,Traced,184,38,184,38,20229973
1421458783,,,,Traced,27,10,27,10,3986060
1421458859,,,,Traced,13,4,13,4,1745825
1421458972,,,,Traced,8,2,8,2,1192186
1421800015,,,,Traced,5,4,5,4,1298495
1421800076,,,,Assign,10,1,10,1,235666
1421804068,,,,Traced,30,11,30,11,4208116
1421804324,,,,Traced,12,3,12,3,2132338
1449040528,,,,Assign,2,2,2,2,1714869
1449044432,,,,Assign,7,2,7,2,1364055
1449044457,,,,Assign,9,2,9,2,1222324
1449368225,,,,Traced,143,59,143,59,40453727
1449368499,,,,Traced,115,64,115,62,27021379
1449368533,,,,Traced,155,75,155,75,33908515
1449368583,,,,Traced,153,75,153,75,32694933
1449372814,,,,Traced,139,64,139,64,33849438
1449381432,,,,Traced,144,64,137,62,34031882
1449385555,,,,Assign,5,2,5,2,1005426
1449385987,,,,Orphan,88,21,87,21,9398263
1449386049,,,,Assign,1,2,1,2,170602
1449386080,,,,Traced,154,67,154,67,33037841
1449704866,,,,Traced,117,49,114,46,25204823
1449705038,,,,Traced,75,46,70,45,26156125
1449705179,,,,Traced,147,61,145,59,34532158
1449705275,,,,Traced,179,70,178,69,40994593
1449705292,,,,Traced,129,54,129,53,32682958
1449705296,,,,Traced,129,59,129,59,32180340
1449709331,,,,Traced,131,59,131,59,29028171
1449709571,,,,Traced,150,61,150,61,29856575
1449709587,,,,Traced,107,56,107,56,26658650
1449709623,,,,Orphan,37,11,37,11,7636927
1449709627,,,,Traced,145,77,145,77,42647730
1449709643,,,,Traced,137,61,135,61,37007021
1449713725,,,,Traced,161,60,161,60,36572502
1449713853,,,,Traced,103,54,102,54,28813989
1449717931,,,,Traced,153,74,151,72,39696286
1449718094,,,,Traced,129,69,129,69,32815597
1449718105,,,,Traced,140,53,140,53,29002377
1449718108,,,,Traced,149,67,149,65,41966369
1449718252,,,,Traced,123,54,123,54,32978679
1449718272,,,,Traced,128,59,128,59,31208344
1449718313,,,,Traced,151,73,151,73,31593217
1449722517,,,,Traced,113,59,113,59,32183036
1449726909,,,,Traced,115,50,108,49,33219359
1450037306,,,,Traced,147,60,137,52,30719312
1450042096,,,,Traced,117,48,117,48,27407604
1450050593,,,,Traced,142,47,142,47,28538332
1450054618,,,,Traced,133,69,133,69,36325133
1450054745,,,,Traced,161,67,161,67,33201666
1450054819,,,,Traced,132,60,132,60,35669599
1450054834,,,,Traced,122,64,121,62,32279517
1450054919,,,,Traced,123,59,123,58,33973966
1450059016,,,,Traced,136,65,136,65,38712042
1450059186,,,,Traced,160,54,160,54,30069310
1450063388,,,,Traced,128,65,128,65,32683030
1450063455,,,,Traced,145,68,144,67,35465507
1450063559,,,,Traced,146,60,145,60,29918201
1450067855,,,,Traced,94,48,94,48,23219004
1450067879,,,,Traced,172,65,172,65,39037526
1450067911,,,,Assign,1,2,1,2,211121
1450068012,,,,Traced,97,35,96,35,20634991
1450068019,,,,Traced,140,63,140,63,34256101
1450072218,,,,Traced,136,55,136,55,30270845
1450076447,,,,Traced,149,64,149,64,35046177
1450386947,,,,Traced,121,54,118,53,28279384
1450395940,,,,Traced,131,53,131,52,29643480
1450400074,,,,Traced,129,65,129,63,33199823
1450400208,,,,Traced,128,48,128,48,24231366
1450400263,,,,Traced,113,47,113,47,24232917
1450400267,,,,Traced,143,64,143,64,28762354
1450400293,,,,Traced,107,37,107,37,22683886
1450400315,,,,Traced,126,52,126,52,26974643
1450404379,,,,Traced,95,41,95,41,25467427
1450404406,,,,Traced,126,62,126,62,31273196
1450404428,,,,Traced,105,48,105,48,24534710
1450404429,,,,Traced,67,25,67,25,17298680
1450404462,,,,Traced,117,56,115,55,26555235
1450404484,,,,Traced,156,69,156,69,33890513
1450404522,,,,Traced,110,44,110,44,24691137
1450404529,,,,Traced,116,56,116,56,25695059
1450404541,,,,Traced,86,41,86,41,22770706
1450404569,,,,Traced,104,42,104,42,25383041
1450404575,,,,Traced,70,35,70,35,19455611
1450404578,,,,Traced,114,59,114,59,28059948
1450408725,,,,Traced,166,64,166,64,31082559
1450408840,,,,Traced,104,40,104,40,21355660
1450408873,,,,Traced,66,40,65,39,18213981
1450409014,,,,Traced,80,32,80,32,18177148
1450409054,,,,Traced,99,31,99,31,20006557
1450409064,,,,Traced,81,32,81,32,22061691
1450409073,,,,Traced,79,39,79,39,21144931
1450409094,,,,Assign,11,1,11,1,169239
1450409139,,,,Traced,91,40,91,40,22934975
1450413013,,,,Traced,134,65,134,65,27983948
1450413018,,,,Traced,61,36,61,36,16933755
1450413137,,,,Traced,146,50,146,50,27347551
1450413138,,,,Traced,124,49,124,49,26759893
1450413150,,,,Traced,139,55,139,55,34164987
1450417601,,,,Traced,191,78,190,78,36936259
1450422061,,,,Traced,128,61,126,59,32111271
1450741232,,,,Traced,131,58,131,58,31361949
1450741248,,,,Traced,117,56,117,56,25159416
1450741279,,,,Traced,86,35,86,35,22348462
1450741280,,,,Traced,117,53,117,53,24531817
1450741284,,,,Traced,85,44,85,44,22444466
1450741300,,,,Traced,99,36,99,36,19937764
1450745396,,,,Traced,111,51,111,51,24686734
1450745434,,,,Traced,92,52,91,51,24055709
1450745452,,,,Traced,109,37,109,37,24762991
1450745500,,,,Traced,113,48,113,48,26245108
1450745593,,,,Traced,121,54,121,54,27474188
1450745631,,,,Traced,114,49,114,49,25261768
1450745674,,,,Traced,79,32,79,32,21154832
1450745684,,,,Traced,101,47,101,47,25159361
1450745696,,,,Traced,91,44,91,44,24837051
1450749698,,,,Traced,123,51,123,51,27111504
1450749721,,,,Traced,104,40,104,40,19938651
1450749733,,,,Traced,95,40,95,40,23385849
1450749751,,,,Traced,96,45,96,45,22385460
1450749774,,,,Traced,89,38,89,38,22420069
1450749814,,,,Traced,93,43,93,43,21041279
1450749849,,,,Traced,98,43,98,43,25289781
1450749874,,,,Traced,72,30,72,30,14531226
1450749887,,,,Traced,86,40,86,40,22688500
1450749915,,,,Traced,97,37,97,37,21345282
1450749989,,,,Traced,82,29,82,29,20231297
1450750033,,,,Traced,55,28,55,28,15108985
1450750035,,,,Traced,100,30,100,30,20968898
1450750073,,,,Traced,81,36,80,35,18036735
1450750154,,,,Traced,114,40,114,40,24123624
1450754013,,,,Traced,86,42,86,42,24386700
1450754069,,,,Traced,93,34,93,34,20065141
1450754144,,,,Traced,79,28,79,28,17058555
1450754201,,,,Traced,95,37,95,37,18072041
1450754255,,,,Traced,86,39,86,39,19750807
1450754284,,,,Traced,87,39,87,39,18477242
1450758256,,,,Traced,109,46,109,46,20815661
1450758262,,,,Traced,103,39,103,39,22289711
1450758311,,,,Traced,109,48,109,48,26012327
1450758352,,,,Traced,87,23,87,23,14732818
1450758382,,,,Traced,130,63,130,63,32994448
1450758512,,,,Traced,113,46,113,46,26386664
1450758523,,,,Traced,94,36,94,36,22983857
1450758532,,,,Traced,118,45,118,45,24631927
1450758560,,,,Traced,100,52,100,52,25012249
1450758563,,,,Traced,85,38,85,38,23448063
1450758564,,,,Traced,103,47,103,47,23827872
1450762828,,,,Traced,106,47,106,47,23138272
1450766963,,,,Traced,111,52,111,52,24337739
1450767010,,,,Traced,124,54,120,53,30180876
1450767217,,,,Traced,134,61,131,59,35173393
1451086578,,,,Traced,139,39,138,39,32384705
1451086609,,,,Traced,112,45,112,45,24857226
1451086610,,,,Traced,155,61,155,61,32140997
1451086697,,,,Traced,95,48,95,48,23210934
1451086704,,,,Traced,115,43,115,43,21272819
1451086713,,,,Traced,100,40,100,39,20388494
1451086714,,,,Traced,131,55,131,55,22748368
1451086748,,,,Traced,96,35,96,35,18201641
1451086750,,,,Traced,161,69,161,69,40737950
1451086762,,,,Traced,110,47,110,47,25769264
1451086769,,,,Traced,105,41,105,41,26083108
1451091027,,,,Traced,96,37,96,37,21964265
1451091067,,,,Traced,102,43,102,43,21492864
1451091120,,,,Traced,105,38,105,38,19468744
1451091131,,,,Assign,10,1,10,1,1046110
1451091139,,,,Orphan,22,2,22,2,411846
1451091141,,,,Traced,104,42,104,42,25055456
1451091188,,,,Traced,103,40,103,40,23264601
1451091192,,,,Traced,106,34,106,34,21970067
1451091199,,,,Traced,109,52,109,52,25488911
1451091220,,,,Traced,108,45,108,45,23190322
1451091254,,,,Traced,112,45,112,45,27804479
1451091263,,,,Traced,150,48,150,48,28762396
1451095006,,,,Traced,103,48,103,48,30778399
1451095164,,,,Traced,127,45,127,45,24642498
1451095169,,,,Traced,87,37,87,37,20836225
1451095196,,,,Traced,106,35,106,35,20658156
1451095221,,,,Traced,93,34,93,34,21946205
1451095266,,,,Traced,72,27,72,27,14969175
1451095277,,,,Traced,111,37,111,36,19465410
1451095294,,,,Traced,82,42,82,42,23652917
1451095311,,,,Traced,116,40,116,40,24189260
1451095313,,,,Traced,75,39,75,39,20441396
1451095324,,,,Traced,78,34,78,34,18953145
1451099244,,,,Traced,110,44,110,44,20591898
1451099493,,,,Traced,97,38,97,38,19171238
1451099523,,,,Traced,109,34,109,34,23077041
1451099567,,,,Traced,112,33,112,33,22345036
1451103805,,,,Traced,91,45,91,45,24670960
1451103818,,,,Traced,107,37,107,37,24409635
1451103844,,,,Traced,129,51,129,51,26323478
1451103867,,,,Traced,99,43,99,43,25137055
1451103952,,,,Traced,88,29,88,29,20177203
1451103961,,,,Traced,123,45,123,45,24038374
1451108208,,,,Traced,112,45,112,45,20171418
1451108214,,,,Traced,121,56,121,56,27762353
1451108219,,,,Traced,122,59,122,59,30712416
1451112623,,,,Traced,149,68,147,68,35087206
1451112631,,,,Traced,143,61,143,61,26044310
1451117380,,,,Traced,170,65,170,65,41675639
1451427800,,,,Traced,119,54,119,54,24846912
1451427918,,,,Traced,157,74,157,74,35641714
1451436097,,,,Traced,112,48,112,48,25964166
1451436201,,,,Traced,70,28,70,28,21142847
1451436251,,,,Traced,93,36,93,36,21222181
1451436254,,,,Traced,116,53,115,53,28156504
1451436262,,,,Traced,91,45,91,45,22709501
1451436339,,,,Traced,83,34,83,34,20493920
1451436356,,,,Traced,85,44,85,44,20487529
1451436385,,,,Traced,132,53,132,53,31832693
1451440430,,,,Traced,84,37,84,37,20188924
1451440489,,,,Traced,100,45,100,45,24248369
1451440516,,,,Traced,87,42,87,42,22195721
1451440517,,,,Traced,122,50,122,50,26752507
1451440550,,,,Traced,93,47,92,46,24892528
1451440645,,,,Traced,67,37,67,37,24253023
1451440672,,,,Traced,75,35,74,35,18786946
1451440679,,,,Traced,111,50,111,50,22461627
1451440716,,,,Traced,108,37,108,37,26187582
1451444860,,,,Traced,84,32,84,32,19392970
1451444921,,,,Traced,91,35,91,35,18448295
1451444930,,,,Traced,102,43,102,43,22145834
1451444946,,,,Traced,97,37,97,37,21231171
1451444959,,,,Traced,84,36,84,36,25855604
1451444975,,,,Traced,71,37,71,37,17124867
1451449363,,,,Traced,109,31,109,31,21475111
1451453565,,,,Traced,111,42,111,42,27573430
1451453598,,,,Traced,129,57,129,57,26916698
1451457627,,,,Traced,105,37,105,37,23675096
1451457693,,,,Traced,124,46,124,46,27030739
1451457829,,,,Traced,139,57,139,57,32260203
1451457918,,,,Traced,104,42,104,42,20851557
1451458158,,,,Traced,130,48,130,48,29874776
1451458268,,,,Traced,111,47,111,47,22503872
1451458277,,,,Traced,105,50,105,50,19680009
1451474910,,,,Traced,14,2,13,2,931362
1451777429,,,,Traced,121,52,120,52,33624582
1451777513,,,,Traced,82,40,82,40,22334009
1451777540,,,,Traced,282,28,282,28,34608183
1451777547,,,,Traced,110,48,110,48,28188931
1451781640,,,,Traced,83,41,83,41,21536768
1451781645,,,,Traced,104,53,104,53,25638495
1451781661,,,,Traced,102,52,102,52,24744700
1451785772,,,,Traced,97,40,97,40,23161759
1451785990,,,,Traced,111,41,111,41,21660012
1451785991,,,,Traced,120,47,120,47,29876251
1451786035,,,,Traced,79,29,79,29,21061434
1451786061,,,,Traced,150,58,150,58,34469394
1451786119,,,,Traced,68,31,68,31,17885568
1451790423,,,,Traced,101,46,101,46,23212318
1451794786,,,,Traced,95,32,95,32,20493001
1451794900,,,,Traced,102,40,102,40,22571586
1451798714,,,,Traced,115,47,114,47,23675353
1451798752,,,,Traced,97,36,97,36,21538916
1451798822,,,,Traced,111,46,111,46,23671712
1451798901,,,,Traced,104,42,104,42,25259777
1451799239,,,,Traced,109,36,109,36,22996204
1451799254,,,,Traced,85,40,85,40,20596879
1451799256,,,,Assign,10,1,10,1,601636
1451807453,,,,Traced,57,11,57,11,5894490
1451815874,,,,Traced,12,5,12,5,3054661
1451816043,,,,Traced,4,2,4,2,1876080
