id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(L) #post,aL(L) #pre,LAL(L) #post,LAL(L) #pre,#voxels
424918786,PPL107(PDL05)_L,,PPL107,Traced,7622,3353,1,6,92,3,2320900064
