id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(L) #post,aL(L) #pre,#voxels
736640659,,,,Traced,92,43,4,2,32056972
736644687,,,,Traced,28,5,28,5,1791291
736644936,,,,Traced,38,7,38,7,3598806
736981590,,,,Traced,350,103,9,3,60829341
736985676,,,,Traced,122,49,40,14,18274959
736985994,,,,Traced,32,11,32,11,5960011
737326591,,,,Traced,21,9,21,9,3940021
737327001,,,,Traced,19,9,19,9,4690390
737327018,,,,Traced,11,2,11,2,2526006
737330912,,,,Traced,48,29,5,1,18025330
737330976,,,,Traced,14,5,9,3,4895547
737331009,,,,Traced,23,16,3,3,9634468
737331042,,,,Traced,36,16,6,3,11713200
737331074,,,,Traced,27,18,1,1,13980592
737331175,,,,Traced,30,21,2,4,10967599
737331189,,,,Traced,18,7,18,7,3921215
737331339,,,,Traced,14,5,14,5,3122574
767001511,,,,Traced,13,1,6,1,282456
767001601,,,,Traced,9,3,9,3,4097786
767001706,,,,Traced,37,7,37,7,4461299
767001754,,,,Traced,17,7,17,7,3163774
767001826,,,,Traced,5,4,5,4,2412787
767001828,,,,Traced,22,5,22,5,5538456
767001895,,,,Traced,28,7,28,7,5162740
767342741,,,,Traced,18,8,18,8,3837945
767342795,,,,Traced,62,14,62,14,4656749
767342885,,,,Traced,18,12,18,12,6929235
767342898,,,,Traced,16,9,16,9,3163324
767675337,,,,Traced,78,34,7,3,26700330
767679570,,,,Orphan,14,1,14,1,67389
767679802,,,,Traced,150,4,147,4,11590501
767683965,,,,Assign,10,1,10,1,50710
767684002,,,,Traced,40,2,40,2,2741519
768020608,,,,Traced,15,4,15,4,1630247
768024827,,,,Traced,13,2,13,2,1681732
768024998,,,,Traced,23,5,23,5,4727839
768025023,,,,Traced,27,8,27,8,5821898
768361910,,,,Assign,6,2,6,2,1707061
768365745,,,,Traced,36,22,1,1,14328979
768365752,,,,Traced,17,13,6,4,9821663
768366147,,,,Traced,13,9,3,1,5387518
768366154,,,,Traced,20,13,1,2,7031018
768706857,,,,Traced,45,18,2,2,9795365
798036796,,,,Traced,49,14,49,14,11041523
798036914,,,,Traced,27,1,27,1,334499
798373324,,,,Traced,78,13,78,13,7401996
798373342,,,,Traced,12,5,12,5,4115051
798373411,,,,Orphan,54,11,54,11,6477599
798377586,,,,Assign,11,1,11,1,59354
798377700,,,,Traced,18,4,18,4,2218998
798377819,,,,Traced,24,12,24,12,5410935
799059636,,,,Traced,23,12,23,12,4921024
799059785,,,,Traced,25,11,25,11,4092186
799059830,,,,Traced,18,8,18,8,5010696
799059873,,,,Traced,19,8,16,8,6518491
799059909,,,,Traced,4,2,4,2,979090
799392124,,,,Traced,67,31,2,2,28411401
799392280,,,,Traced,26,11,2,1,7717244
799392300,,,,Traced,60,32,6,2,21340204
799396725,,,,Assign,1,2,1,2,18916
799400613,,,,Traced,5,3,5,3,1062932
799401045,,,,Traced,15,6,15,6,4074409
799741691,,,,Traced,16,2,3,1,1736497
829071757,,,,Traced,233,7,232,7,12642464
829071770,,,,Traced,32,9,32,9,5119019
829412420,,,,Traced,8,2,8,2,2471491
829412483,,,,Traced,48,1,48,1,1781129
829412547,,,,Traced,14,6,14,6,3411595
829412586,,,,Traced,10,7,10,7,3413950
829412621,,,,Traced,10,6,10,6,4821562
829412704,,,,Traced,17,8,17,8,3821310
829749304,,,,Traced,85,26,9,2,29725251
829753710,,,,Assign,1,2,1,2,11977
829753751,,,,Traced,8,3,8,3,657315
830090600,,,,Traced,16,1,16,1,711191
830094546,,,,Traced,39,11,36,11,9331245
830094667,,,,Traced,13,7,13,7,4047102
830094695,,,,Traced,17,7,17,7,3145306
830094702,,,,Traced,16,7,16,7,4857780
830094708,,,,Traced,17,8,17,8,5440655
830094719,,,,Traced,19,8,19,8,4117299
830094745,,,,Traced,14,7,14,7,4012413
830094778,,,,Traced,20,8,20,7,5117660
830431337,,,,Assign,2,2,2,2,9824
830435561,,,,Traced,18,12,18,12,5072539
830435786,,,,Traced,8,5,2,1,2885023
830435874,,,,Traced,21,13,19,13,8198121
830435894,,,,Traced,11,3,6,1,2016759
830768222,,,,Traced,58,28,7,1,23404979
831113316,,,,Traced,51,28,2,1,25931501
859765425,,,,Traced,95,3,83,3,16398449
860106375,,,,Traced,9,6,9,6,3929115
860106615,,,,Traced,3,2,2,2,894404
860106669,,,,Traced,21,9,21,9,4547541
860106704,,,,Traced,12,5,12,5,3575242
860106708,,,,Traced,10,3,10,3,2275504
860106849,,,,Traced,3,2,3,2,1438413
860106903,,,,Traced,30,2,30,2,4522591
860443415,,,,Traced,10,7,10,5,7758010
860443598,,,,Traced,31,9,31,9,4971599
860447380,,,,Traced,28,10,28,10,4733932
860447648,,,,Traced,14,5,14,5,2307390
860447764,,,,Traced,4,2,4,2,188946
860784293,,,,Traced,73,6,57,5,9770547
860784540,,,,Traced,21,11,21,11,4942918
860788414,,,,Traced,15,4,14,4,4581226
860788500,,,,Traced,20,10,20,10,3240403
860788565,,,,Traced,13,1,13,1,675541
861121201,,,,Traced,87,22,20,3,11591899
861125727,,,,Traced,31,12,27,9,9201564
861129463,,,,Traced,146,7,141,6,11245222
861129471,,,,Traced,13,6,13,6,2665957
861129548,,,,Traced,12,4,12,4,2394520
861129558,,,,Traced,11,6,11,6,2364843
861129602,,,,Traced,6,4,6,4,2606620
861129618,,,,Traced,15,6,15,6,3201264
861129641,,,,Traced,12,5,12,5,2431575
861129646,,,,Traced,16,5,16,5,3365145
861129746,,,,Traced,10,5,10,5,2308134
861466691,,,,Traced,11,4,11,4,3084121
861470454,,,,Traced,6,2,6,2,1181830
861470760,,,,Traced,13,6,13,6,3500114
861470767,,,,Traced,3,3,3,3,1584736
861470821,,,,Traced,15,6,15,6,3228332
861470873,,,,Traced,23,6,23,6,2836014
861807543,,,,Traced,51,28,4,1,23419685
891141608,,,,Traced,26,12,25,12,11143638
891141757,,,,Traced,7,4,7,4,2384161
891142098,,,,Traced,24,6,22,6,6932220
891477937,,,,Traced,14,5,14,5,3646285
891478876,,,,Traced,8,4,8,4,2289504
891478882,,,,Traced,120,24,119,24,15798818
891482239,,,,Traced,8,2,8,2,1877839
891482240,,,,Traced,15,4,15,4,3228697
891482242,,,,Traced,4,4,4,4,2208548
891482262,,,,Traced,22,1,22,1,1608647
891482447,,,,Traced,19,9,19,9,4635607
891482590,,,,Traced,29,11,29,11,5432326
891823436,,,,Traced,2,2,2,2,349772
891823520,,,,Traced,7,2,7,2,1182024
891823541,,,,Traced,110,7,110,7,8138665
891823560,,,,Traced,3,2,3,2,1764257
891823592,,,,Orphan,13,1,13,1,87413
891823600,,,,Traced,5,2,5,2,313950
891823670,,,,Traced,3,3,3,3,2077877
892164398,,,,Traced,11,3,11,3,2055911
892164408,,,,Traced,9,5,9,5,3306453
892164713,,,,Traced,8,4,8,4,1431771
892501503,,,,Traced,14,2,14,2,1910634
892505539,,,,Traced,24,9,24,8,5378831
893524292,,,,Traced,42,24,3,2,27299355
922176159,,,,Traced,15,9,12,9,4679294
922176267,,,,Traced,18,8,12,7,7262657
922176331,,,,Traced,14,6,13,5,4235851
922176782,,,,Traced,5,4,5,4,3578067
922512822,,,,Traced,23,7,23,7,4429686
922517129,,,,Traced,15,7,15,7,2341272
922517150,,,,Traced,8,6,8,6,2561307
922517165,,,,Traced,6,3,6,3,1975306
922517291,,,,Traced,25,8,22,6,5096116
922517317,,,,Traced,6,4,6,4,2631869
922517344,,,,Traced,11,5,10,3,4802988
922517348,,,,Traced,18,7,15,6,5091903
922854519,,,,Traced,17,2,17,2,2861369
922858220,,,,Traced,8,6,8,6,2802250
922858302,,,,Traced,9,3,9,3,1804266
922858315,,,,Traced,27,2,27,2,3503449
922858338,,,,Traced,3,2,3,2,771012
922858498,,,,Traced,1,3,1,3,1026137
923195601,,,,Traced,11,3,11,3,2315382
923199261,,,,Traced,13,4,13,4,3491401
923199266,,,,Traced,10,4,10,4,1473779
923199292,,,,Traced,8,3,8,3,1958030
923199310,,,,Traced,5,3,5,3,2428433
923199333,,,,Traced,9,5,9,5,2466038
923199423,,,,Traced,9,3,9,3,2149984
923199539,,,,Traced,11,4,11,4,3001473
923199623,,,,Traced,15,4,15,4,2601637
923540478,,,,Traced,19,1,19,1,237800
923540547,,,,Traced,13,4,12,4,3142197
923540650,,,,Traced,8,7,8,7,2394531
953552016,,,,Traced,13,6,13,6,3320943
953552106,,,,Traced,21,6,15,4,4371242
953552152,,,,Traced,51,1,51,1,1913901
953552157,,,,Traced,13,10,10,5,4231589
953552173,,,,Traced,2,4,2,4,2060827
953552181,,,,Traced,12,6,10,6,3958468
953552191,,,,Traced,5,4,5,4,1537151
953552220,,,,Traced,4,2,4,2,1344263
953552250,,,,Traced,11,3,11,3,1419383
953893162,,,,Traced,8,4,8,4,2634798
953893315,,,,Traced,1,4,1,4,1661220
953893469,,,,Traced,3,3,3,3,2565022
954234193,,,,Traced,2,3,2,3,2085350
954234214,,,,Traced,5,2,5,2,22798
954234226,,,,Traced,7,4,7,4,1388914
954234374,,,,Traced,10,6,9,5,3668325
954234394,,,,Traced,14,4,14,4,2295927
954234475,,,,Traced,4,2,4,2,440289
984586953,,,,Traced,24,8,20,8,5476284
984587100,,,,Traced,6,6,3,5,4101907
984587221,,,,Traced,7,2,6,2,2048209
984587307,,,,Traced,9,3,2,1,3248092
984587330,,,,Traced,12,6,6,3,4165810
984928177,,,,Traced,6,2,6,2,1684347
984928274,,,,Traced,4,4,4,4,2073874
984928351,,,,Traced,32,4,32,4,3810762
984928378,,,,Traced,9,3,9,2,2302117
984928439,,,,Traced,8,3,7,3,2231723
985269334,,,,Traced,39,4,32,3,5446129
985269543,,,,Traced,29,2,29,2,3089830
985610195,,,,Traced,8,2,4,2,3598914
985610218,,,,Traced,12,5,8,3,3141974
1015622008,,,,Traced,10,3,6,2,2217226
1015622018,,,,Traced,7,5,3,1,2956165
1015622126,,,,Traced,5,2,5,2,2479339
1015622307,,,,Traced,4,2,4,2,2037536
1015622397,,,,Traced,15,4,7,2,2710614
1015622418,,,,Traced,809,407,3,2,235779801
1015622632,,,,Traced,3,6,3,6,2483269
1015622736,,,,Traced,6,6,3,3,2280986
1015622750,,,,Traced,10,7,5,4,3386206
1015963426,,,,Traced,23,3,22,2,3033217
1015963562,,,,Traced,8,5,6,5,3170011
1016304403,,,,Traced,11,3,11,3,2861791
1016644983,,,,Traced,2,2,2,2,605886
1016645217,,,,Traced,5,4,2,2,2249790
1016645275,,,,Traced,6,3,4,1,2175189
1016645301,,,,Assign,11,1,7,1,2143868
1016645321,,,,Traced,4,2,4,2,1505084
1046657021,,,,Traced,15,4,6,2,3432664
1046657030,,,,Traced,15,8,9,5,4727346
1046657344,,,,Traced,7,2,3,1,1654234
1046657629,,,,Traced,5,3,3,1,1408718
1046997993,,,,Traced,3,2,3,2,650981
1046998486,,,,Traced,12,4,3,2,1582799
1047679965,,,,Traced,4,2,4,2,1017615
1047680490,,,,Traced,4,2,1,1,1500211
1173866149,,,,Traced,400,200,5,3,142748783
5812979928,,,,Traced,125,36,125,36,22416834
5812979930,,,,Traced,107,41,107,41,18910890
5812979932,,,,Traced,456,88,456,88,61746692
5812979963,,,,Traced,376,23,351,20,35420944
5812979964,,,,Traced,105,26,105,26,19197126
5812979965,,,,Traced,136,44,136,44,32423103
5812979966,,,,Traced,15,5,15,5,4550489
5812979967,,,,Traced,142,36,141,36,31075149
5812979968,,,,Traced,108,27,108,27,21509220
5812979969,,,,Traced,81,24,81,24,17866605
5812980205,,,,Traced,41,16,41,15,14853845
5812980235,,,,Traced,150,28,150,28,15119668
5812980240,,,,Traced,103,32,103,32,16370447
5812980405,,,,Traced,20,7,19,7,6478569
5812980429,,,,Traced,67,27,66,25,21761923
5812980451,,,,Traced,85,30,85,30,17483186
5812980452,,,,Traced,701,109,701,109,75821309
5812981081,,,,Traced,544,84,24,5,93139223
5812981576,,,,Traced,68,45,3,1,36891464
5812981584,,,,Traced,111,53,6,4,39883237
5812981585,,,,Traced,75,38,6,1,39740742
5812981810,,,,Traced,245,47,1,1,106451023
5812981832,,,,Traced,66,36,5,2,28774162
5812981833,,,,Traced,65,38,4,4,30416057
5813010622,,,,Traced,133,38,133,38,27961852
5813019513,PPL105(a'2a2)_R,,PPL105,Traced,7639,1726,565,115,2064191600
5813019607,PPL106(a3)(PDL05)_L,,PPL106,Traced,6476,1564,2070,464,1814973075
5813019976,PPL104(a'3)(PDL05)_L,,PPL104,Traced,2138,770,3,1,869209965
5813032815,,,,Traced,107,39,3,3,34518245
5813046995,,,,Traced,79,27,75,26,17456637
5813055717,,,,Traced,105,26,105,26,13916324
5813055795,,,,Traced,18,8,18,8,3531176
5813056349,,,,Traced,36,17,4,1,16227147
5813060526,,,,Traced,92,34,92,34,15723664
5813061512,MBON06(B1>a)_R,,MBON06,Traced,12107,496,289,106,2038784377
5813063417,,,,Traced,56,21,53,19,13122943
5813067721,MBON14(a3)_L,,MBON14,Traced,2180,21,2174,21,122772402
5813075803,,,,Traced,161,41,161,41,24145843
5813077234,,,,Assign,4,2,4,2,116689
5813077360,,,,Assign,1,2,1,2,28889
5813077372,,,,Assign,1,2,1,2,71104
5813077591,,,,Traced,64,35,12,4,31865849
5813082984,,,,Traced,63,22,57,20,12087355
5901197860,,,,Traced,44,20,44,20,10191077
5901199769,,,,Traced,56,18,47,15,15795518
