id,instance,notes,type,status,inputs (#post),outputs (#pre),bL(R) #post,bL(R) #pre,#voxels
5812982177,KCab-m_R,,KCab-m,Traced,522,197,122,49,290149224
5812982192,KCab-m_R,,KCab-m,Traced,613,212,175,73,310290480
5812982204,KCab-c_R,,KCab-c,Traced,457,170,124,57,148259625
5812982211,KCab-m_R,,KCab-m,Traced,535,191,134,60,185585005
5812982316,KCab-m_R,,KCab-m,Traced,526,187,130,49,240099426
5812982329,KCa'b'-m_R,,KCa'b'-m,Traced,677,234,7,3,365482537
5812982372,KCab-m_R,,KCab-m,Traced,555,210,118,64,266856658
5812982374,KCab-s_R,,KCab-s,Traced,617,224,153,63,358449641
5812982388,KCab-m_R,,KCab-m,Traced,591,183,149,62,261080239
5812982389,KCab-m_R,,KCab-m,Traced,556,190,137,54,262926918
5812982390,KCab-m_R,,KCab-m,Traced,592,195,146,59,249338166
5812982397,KCa'b'-m_R,,KCa'b'-m,Traced,603,223,8,4,419710605
5812982426,KCab-m_R,,KCab-m,Traced,511,203,128,53,281397403
5812982466,KCab-s_R,,KCab-s,Traced,561,248,185,87,295935721
5812982470,KCab-m_R,,KCab-m,Traced,591,229,159,69,331592788
5812982471,KCab-s_R,,KCab-s,Traced,551,239,156,72,325179743
5812982490,KCab-s_R,,KCab-s,Traced,618,237,162,69,309057609
5812982514,KCab-s_R,,KCab-s,Traced,589,237,155,62,363758686
5812982520,KCab-c_R,,KCab-c,Traced,447,173,107,47,145042775
5812982521,KCab-c_R,,KCab-c,Traced,473,168,123,46,217502174
5812982706,KCa'b'-m_R,,KCa'b'-m,Traced,672,231,13,4,418473741
5812982725,KCa'b'-m_R,,KCa'b'-m,Traced,635,230,6,1,409899062
5812982760,KCab-c_R,,KCab-c,Traced,375,134,81,35,217619470
5812982761,KCab-m_R,,KCab-m,Traced,531,212,138,66,264899384
5812982780,KCab-p_R,,KCab-p,Traced,700,235,225,78,384605451
5812982782,KCab-p_R,,KCab-p,Traced,677,228,190,66,389662255
5812982802,KCab-s_R,,KCab-s,Traced,574,240,157,88,293598924
5812983006,KCab-c_R,,KCab-c,Traced,329,123,115,40,94849828
5812983012,KCab-s_R,,KCab-s,Traced,609,228,191,73,329761289
5812983023,KCab-m_R,,KCab-m,Traced,613,203,142,55,274599971
5812983028,KCab-m_R,,KCab-m,Traced,464,176,160,74,178098925
5812983038,KCab-m_R,,KCab-m,Traced,550,216,113,57,299074383
5812983106,KCab-m_R,,KCab-m,Traced,556,213,140,63,252358174
5812983107,KCab-m_R,,KCab-m,Traced,477,201,141,65,261246776
5812983114,KCab-s_R,,KCab-s,Traced,573,208,163,83,306169257
5812983131,KCab-m_R,,KCab-m,Traced,432,158,96,43,151992693
5812983133,KCab-c_R,,KCab-c,Traced,513,184,123,53,165858797
5812983147,KCg-m_R,,KCg-m,Traced,919,285,1,2,351871022
5812983166,KCab-c_R,,KCab-c,Traced,468,172,110,43,159382152
5812983174,KCa'b'-m_R,,KCa'b'-m,Traced,681,235,12,6,386511183
5812983206,KCab-m_R,,KCab-m,Traced,558,198,160,67,162133363
5812983213,KCab-s_R,,KCab-s,Traced,621,216,189,73,325890550
5812983268,KCab-s_R,,KCab-s,Traced,584,213,154,70,299358784
5812983272,KCab-m_R,,KCab-m,Traced,576,205,119,74,264479020
5812983298,KCab-c_R,,KCab-c,Traced,325,137,111,49,91003700
5812983302,KCab-c_R,,KCab-c,Traced,468,163,107,47,217986866
5812983303,KCab-s_R,,KCab-s,Traced,551,215,154,71,285599208
5812983309,KCab-c_R,,KCab-c,Traced,408,145,143,56,228612790
5812983319,KCab-c_R,,KCab-c,Traced,465,155,130,42,232533761
5812983328,KCab-c_R,,KCab-c,Traced,395,150,122,54,193019017
5812983345,KCab-m_R,,KCab-m,Traced,561,213,137,66,262203729
5812983346,KCab-m_R,,KCab-m,Traced,538,186,153,63,240451124
5812983418,PAM04_a(B2)_L,,PAM04_a,Traced,712,153,257,61,200836501
5812983423,KCab-m_R,,KCab-m,Traced,560,196,153,65,263403128
5812983427,KCab-c_R,,KCab-c,Traced,459,174,124,48,229940949
5812983454,KCab-s_R,,KCab-s,Traced,498,215,136,63,312078902
5812983455,KCab-m_R,,KCab-m,Traced,518,191,159,56,303273292
5812983533,PAM11(a1)_R,,PAM11,Traced,1022,216,1,1,502377982
5812983575,KCab-c_R,,KCab-c,Traced,385,140,93,38,203893591
5812983576,KCab-c_R,,KCab-c,Traced,420,159,98,52,234511013
5812983578,KCab-c_R,,KCab-c,Traced,442,161,102,46,222304911
5812983579,KCab-c_R,,KCab-c,Traced,479,170,126,51,222747464
5812983608,KCab-c_R,,KCab-c,Traced,499,160,121,53,258183467
5812983745,KCab-c_R,,KCab-c,Traced,370,142,119,50,219735080
5812983837,KCab-p_R,,KCab-p,Traced,745,255,268,86,352020440
5812983851,KCab-m_R,,KCab-m,Traced,507,192,89,45,251030411
5812983861,KCab-m_R,,KCab-m,Traced,569,189,142,62,270368428
5812989588,PAM03(B2B'2a)_R,,PAM03,Traced,373,91,105,32,151824685
5812996052,,,,Traced,609,368,102,36,688274394
5813010617,KCab-p_R,,KCab-p,Traced,675,277,219,90,391055197
5813011555,KCab-m_R,,KCab-m,Traced,529,187,134,62,259648286
5813019609,KCab-s_R,,KCab-s,Traced,620,266,187,102,318658265
5813019763,KCab-s_R,,KCab-s,Traced,574,216,159,68,314530714
5813019770,KCab-c_R,,KCab-c,Traced,448,156,99,36,240932995
5813019772,KCab-c_R,,KCab-c,Traced,456,164,98,43,224344112
5813019774,KCab-c_R,,KCab-c,Traced,509,170,119,51,237922032
5813020274,KCab-m_R,,KCab-m,Traced,561,219,125,64,266628780
5813020830,KCab-m_R,,KCab-m,Traced,552,191,151,74,168650261
5813020831,KCab-s_R,,KCab-s,Traced,612,205,169,72,300963483
5813021016,KCab-c_R,,KCab-c,Traced,400,146,88,37,216701485
5813021017,KCab-c_R,,KCab-c,Traced,493,166,106,42,251367086
5813021019,KCab-m_R,,KCab-m,Traced,577,188,168,62,259345703
5813021023,KCab-c_R,,KCab-c,Traced,422,154,107,51,215873645
5813021033,KCab-p_R,,KCab-p,Traced,804,252,284,97,410859481
5813021135,KCab-c_R,,KCab-c,Traced,385,148,102,41,211580230
5813021251,KCab-s_R,,KCab-s,Traced,564,197,130,57,224184704
5813021263,KCab-s_R,,KCab-s,Traced,616,210,181,52,273724779
5813021277,KCab-m_R,,KCab-m,Traced,576,202,132,61,181144766
5813021292,KCab-c_R,,KCab-c,Traced,416,149,102,41,143379794
5813021301,KCab-s_R,,KCab-s,Traced,565,224,140,68,323412120
5813021303,KCab-s_R,,KCab-s,Traced,598,206,149,63,296442336
5813021304,KCab-s_R,,KCab-s,Traced,495,216,117,64,312879415
5813021311,KCab-m_R,,KCab-m,Traced,547,201,136,63,347232182
5813021312,KCab-m_R,,KCab-m,Traced,445,192,121,57,163357688
5813021313,KCab-m_R,,KCab-m,Traced,438,167,132,58,245510463
5813021314,KCab-m_R,,KCab-m,Traced,578,204,155,68,184527527
5813021315,KCab-m_R,,KCab-m,Traced,529,174,143,53,241153128
5813021316,KCab-c_R,,KCab-c,Traced,395,152,107,45,211482392
5813021319,KCab-m_R,,KCab-m,Traced,579,228,135,65,284424269
5813021326,KCab-m_R,,KCab-m,Traced,649,213,145,56,310853879
5813021386,KCab-s_R,,KCab-s,Traced,564,231,175,98,281232722
5813021397,KCab-c_R,,KCab-c,Traced,444,154,93,40,231850723
5813021399,KCab-s_R,,KCab-s,Traced,592,209,157,67,301786092
5813021400,KCab-m_R,,KCab-m,Traced,519,200,113,63,276284155
5813021401,KCab-s_R,,KCab-s,Traced,610,259,174,87,307471236
5813021404,KCab-m_R,,KCab-m,Traced,593,212,153,66,286825613
5813021411,KCab-c_R,,KCab-c,Traced,434,171,88,50,221642294
5813021441,KCab-m_R,,KCab-m,Traced,466,184,117,54,165977776
5813021446,KCab-c_R,,KCab-c,Traced,395,148,115,42,124037731
5813021447,KCab-c_R,,KCab-c,Traced,419,167,113,50,224362046
5813021449,KCab-m_R,,KCab-m,Traced,556,187,120,54,237390823
5813021463,KCab-m_R,,KCab-m,Traced,518,187,127,62,244401541
5813021464,KCab-s_R,,KCab-s,Traced,625,219,174,69,282081108
5813021465,KCab-m_R,,KCab-m,Traced,563,192,152,64,277146122
5813021471,KCab-c_R,,KCab-c,Traced,539,162,140,46,242077537
5813021647,KCab-m_R,,KCab-m,Traced,504,187,126,68,173859530
5813021788,KCab-p_R,,KCab-p,Traced,713,247,261,95,417804388
5813021799,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,703,254,1,1,454399393
5813021989,KCab-c_R,,KCab-c,Traced,486,150,113,41,235581256
5813021999,KCab-c_R,,KCab-c,Traced,557,177,103,42,236842802
5813022042,KCab-c_R,,KCab-c,Traced,559,189,129,57,275776632
5813022049,KCab-m_R,,KCab-m,Traced,522,177,101,49,240477062
5813022050,KCab-c_R,,KCab-c,Traced,441,159,99,46,230029374
5813022054,KCab-m_R,,KCab-m,Traced,558,215,126,64,283398066
5813022175,KCab-m_R,,KCab-m,Traced,541,206,146,68,289915304
5813022212,KCab-s_R,,KCab-s,Traced,644,235,173,82,338167049
5813022234,MBON30(y1y2y3)_R,,MBON30,Traced,13786,1430,3,3,2864745122
5813022341,MBON02(B2B'2a)_L,,MBON02,Traced,17937,99,7725,12,3410455915
5813022896,MBON21(y4y5)_R,,MBON21,Traced,12515,1168,5,1,3288021127
5813027584,KCab-m_R,,KCab-m,Traced,551,175,128,50,259252871
5813027747,KCab-c_R,,KCab-c,Traced,344,154,99,47,106634445
5813032245,KCab-c_R,,KCab-c,Traced,421,147,109,47,219623030
5813032694,KCab-m_R,,KCab-m,Traced,572,208,162,70,262291601
5813032702,KCab-c_R,,KCab-c,Traced,370,145,85,43,201975372
5813032734,KCab-m_R,,KCab-m,Traced,576,205,138,62,289223536
5813032759,KCab-m_R,,KCab-m,Traced,564,210,118,52,275464644
5813032771,KCg-s2(super)_R,,KCg-s2,Traced,1845,589,1,1,975624467
5813032943,KCab-p_R,,KCab-p,Traced,734,252,263,78,339903729
5813032946,KCab-c_R,,KCab-c,Traced,423,160,102,47,218438171
5813032997,PAM02(B'2a)_L,,PAM02,Traced,1282,155,8,1,281021176
5813033009,KCab-s_R,,KCab-s,Traced,528,242,150,78,382544104
5813033226,KCg-m_R,,KCg-m,Traced,772,210,2,2,340972646
5813033259,KCab-c_R,,KCab-c,Traced,416,154,100,42,218671721
5813033267,KCab-m_R,,KCab-m,Traced,530,210,143,63,291488507
5813033277,KCab-m_R,,KCab-m,Traced,541,206,151,66,286253023
5813035558,KCab-s_R,,KCab-s,Traced,606,209,165,67,353225951
5813042616,KCab-m_R,,KCab-m,Traced,538,198,92,29,205989990
5813047221,KCa'b'-m_R,,KCa'b'-m,Traced,631,224,18,4,437993906
5813050818,KCab-m_R,,KCab-m,Traced,560,188,149,52,180469456
5813050820,KCab-m_R,,KCab-m,Traced,554,187,142,63,254323816
5813054342,KCab-s_R,,KCab-s,Traced,605,236,170,83,306816950
5813054343,KCab-s_R,,KCab-s,Traced,649,268,191,95,325899819
5813054643,KCab-m_R,,KCab-m,Traced,529,192,134,57,296044789
5813055889,KCab-s_R,,KCab-s,Traced,560,214,149,70,307339884
5813055914,KCab-s_R,,KCab-s,Traced,650,235,162,72,322349102
5813055916,KCab-c_R,,KCab-c,Traced,486,164,114,50,230632757
5813056110,KCab-m_R,,KCab-m,Traced,513,196,125,62,279937363
5813056234,KCab-m_R,,KCab-m,Traced,549,181,117,41,260729721
5813056355,KCab-s_R,,KCab-s,Traced,570,245,174,87,329833571
5813056395,KCab-m_R,,KCab-m,Traced,549,204,143,59,309159348
5813057187,KCab-s_R,,KCab-s,Traced,610,239,164,85,318293689
5813057213,KCab-m_R,,KCab-m,Traced,549,207,121,49,264625278
5813057573,KCab-c_R,,KCab-c,Traced,452,155,100,39,224530451
5813058069,KCab-m_R,,KCab-m,Traced,640,234,143,67,293896230
5813058106,KCab-m_R,,KCab-m,Traced,456,169,124,55,245441768
5813060614,KCab-s_R,,KCab-s,Traced,555,202,162,75,269054633
5813060643,KCab-p_R,,KCab-p,Traced,681,264,243,87,369871738
5813060774,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,685,266,6,2,436369804
5813061044,KCab-c_R,,KCab-c,Traced,500,180,112,49,233071823
5813061625,KCab-m_R,,KCab-m,Traced,569,199,145,62,280860283
5813062830,KCab-c_R,,KCab-c,Traced,500,190,117,58,255457994
5813062850,KCab-s_R,,KCab-s,Traced,547,228,146,87,346545830
5813063140,KCa'b'-m_R,,KCa'b'-m,Traced,581,199,7,1,391939830
5813063229,KCab-s_R,,KCab-s,Traced,685,277,228,116,347967311
5813063449,KCab-c_R,,KCab-c,Traced,408,141,119,42,215336860
5813065308,KCab-m_R,,KCab-m,Traced,546,216,143,76,281896997
5813065443,KCab-s_R,,KCab-s,Traced,592,218,155,77,278196194
5813067736,KCab-m_R,,KCab-m,Traced,542,215,140,80,295987265
5813067761,KCab-m_R,,KCab-m,Traced,503,191,100,59,161498557
5813067779,KCab-s_R,,KCab-s,Traced,584,233,145,68,331918695
5813067836,KCab-m_R,,KCab-m,Traced,499,186,96,49,149678318
5813067858,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,593,225,4,3,440340877
5813067869,KCab-m_R,,KCab-m,Traced,557,208,140,64,302073813
5813068743,KCab-s_R,,KCab-s,Traced,587,242,193,87,311053932
5813069114,KCab-s_R,,KCab-s,Traced,552,220,138,64,306672757
5813071406,KCab-m_R,,KCab-m,Traced,537,204,145,63,268777253
5813075824,PAM09(B1ped)_R,,PAM09,Traced,1685,293,329,94,547363626
5813077589,KCab-p_R,,KCab-p,Traced,726,262,240,85,394045820
5813077616,KCab-s_R,,KCab-s,Traced,612,223,173,74,292010499
5813078053,KCab-s_R,,KCab-s,Traced,691,238,181,66,268635703
5813078499,KCa'b'-m_R,,KCa'b'-m,Traced,634,218,8,3,373028028
5813078507,KCab-s_R,,KCab-s,Traced,555,201,136,61,266986900
5813078552,KCab-s_R,,KCab-s,Traced,549,230,140,80,315141308
5813079174,KCab-m_R,,KCab-m,Traced,507,198,128,62,270208586
5813080254,KCab-m_R,,KCab-m,Traced,543,192,137,54,234574724
5813080343,KCab-m_R,,KCab-m,Traced,573,236,162,92,314624808
5813081511,KCab-c_R,,KCab-c,Traced,514,183,137,56,254528174
5813081797,KCab-s_R,,KCab-s,Traced,589,223,159,71,293544206
5813082811,KCab-s_R,,KCab-s,Traced,611,215,186,67,345182877
5813082847,KCab-c_R,,KCab-c,Traced,526,171,137,50,268036674
5813083719,KCab-m_R,,KCab-m,Traced,548,179,153,52,332690562
5813086212,KCab-c_R,,KCab-c,Traced,443,165,111,43,220026361
5813087453,KCab-m_R,,KCab-m,Traced,577,220,147,75,255934962
5813087831,KCab-c_R,,KCab-c,Traced,444,146,107,41,236672540
5813088058,KCab-s_R,,KCab-s,Traced,534,215,135,77,219347019
5813088767,KCab-s_R,,KCab-s,Traced,628,278,170,88,369560733
5813089804,KCab-m_R,,KCab-m,Traced,472,182,99,52,171507721
5813090605,KCab-m_R,,KCab-m,Traced,555,195,112,49,266938881
5813090861,KCab-m_R,,KCab-m,Traced,617,223,138,60,296521773
5813091211,KCab-s_R,,KCab-s,Traced,567,219,158,75,297576262
5813091313,KCab-m_R,,KCab-m,Traced,474,183,135,69,263493547
5813091744,KCab-p_R,,KCab-p,Traced,635,285,174,77,392247819
5813092931,KCab-p_R,,KCab-p,Traced,767,244,259,82,375350336
5813093171,PAM04_a(B2)_L,,PAM04_a,Traced,1960,329,648,118,324522133
5813093544,KCab-m_R,,KCab-m,Traced,492,195,137,56,192694235
5813095238,KCab-m_R,,KCab-m,Traced,517,190,142,49,238257607
5813096281,KCab-c_R,,KCab-c,Traced,517,187,125,50,254624496
5813098738,KCab-s_R,,KCab-s,Traced,485,213,135,76,329593233
5813099783,KCab-m_R,,KCab-m,Traced,500,187,120,57,175574196
5813105172,DPM_R,,DPM,Traced,77269,17628,8630,1738,15191654896
5813106192,KCab-m_R,,KCab-m,Traced,536,198,131,53,315211880
5813106497,KCab-m_R,,KCab-m,Traced,484,203,123,68,288983475
5813109913,KCab-s_R,,KCab-s,Traced,584,221,183,90,296028168
5813110152,KCab-s_R,,KCab-s,Traced,568,227,149,80,346819935
5813110238,KCab-s_R,,KCab-s,Traced,587,241,163,82,330289851
5813110928,KCab-s_R,,KCab-s,Traced,546,207,104,52,288930869
5813113782,KCab-m_R,,KCab-m,Traced,495,203,117,58,266328140
5813114253,KCab-m_R,,KCab-m,Traced,463,180,114,53,297099230
5813114700,KCab-p_R,,KCab-p,Traced,746,234,261,80,347875742
5813114971,KCab-p_R,,KCab-p,Traced,653,258,186,79,368295685
5813128857,KCab-c_R,,KCab-c,Traced,515,177,110,47,242940507
5901202076,KCab-c_R,,KCab-c,Traced,462,168,127,59,246354340
5901205770,KCab-s_R,,KCab-s,Traced,586,238,175,76,309316800
5901207528,KCab-c_R,,KCab-c,Traced,476,153,86,42,240823811
5901221274,,,,Assign,11,1,11,1,264211
