id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(R) #post,aL(R) #pre,#voxels
1359553384,KCab-s_R,,KCab-s,Traced,599,259,204,108,330140818
1387575003,KCab-p_R,,KCab-p,Traced,706,261,194,88,398985389
1388585088,KCab-p_R,,KCab-p,Traced,635,220,192,76,352744706
1390618359,KCab-m_R,,KCab-m,Traced,606,224,241,109,201541962
1390942076,KCab-s_R,,KCab-s,Traced,622,243,189,100,349860306
1418273110,KCab-p_R,,KCab-p,Traced,608,250,194,97,278789370
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,83,23,6190229391
1420306364,KCab-m_R,,KCab-m,Traced,487,195,189,94,260852272
1420651734,KCab-m_R,,KCab-m,Traced,583,202,209,89,296452717
1420966843,KCab-s_R,,KCab-s,Traced,592,234,230,109,316176556
1421666260,KCab-m_R,,KCab-m,Traced,539,204,223,97,182271097
1449670372,KCab-s_R,,KCab-s,Traced,640,278,213,128,361396154
1450011431,KCab-c_R,,KCab-c,Traced,328,134,104,44,211232050
1451341240,KCab-c_R,,KCab-c,Traced,371,166,173,79,113871309
1451695303,KCab-m_R,,KCab-m,Traced,569,186,226,86,266909019
1515418525,KCa'b'-m_R,,KCa'b'-m,Traced,556,205,45,22,407157814
5812979069,KCg-m_R,,KCg-m,Traced,718,228,6,4,358488809
5812979121,KCg-t_R,,KCg-t,Traced,614,226,3,2,325810486
5812979196,KCg-d_R,,KCg-d,Traced,507,220,2,1,307301397
5812979314,KCg-d_R,,KCg-d,Traced,504,175,7,2,317334419
5812980179,KCab-s_R,,KCab-s,Traced,633,249,249,109,344455002
5812980192,KCab-m_R,,KCab-m,Traced,512,183,207,78,287185922
5812980207,KCab-m_R,,KCab-m,Traced,515,164,171,70,238247809
5812980209,KCab-m_R,,KCab-m,Traced,544,211,185,82,263690557
5812980212,KCab-m_R,,KCab-m,Traced,541,206,189,86,178594655
5812980219,KCab-m_R,,KCab-m,Traced,511,173,180,80,260401320
5812980220,KCab-c_R,,KCab-c,Traced,402,155,147,63,263488100
5812980222,KCab-m_R,,KCab-m,Traced,559,211,220,92,291314412
5812980351,KCab-s_R,,KCab-s,Traced,632,263,220,110,358965086
5812980369,KCab-m_R,,KCab-m,Traced,494,197,186,88,275608153
5812980370,KCab-c_R,,KCab-c,Traced,441,160,160,66,213660513
5812980376,KCab-m_R,,KCab-m,Traced,538,190,198,80,332831080
5812980378,KCab-s_R,,KCab-s,Traced,575,246,219,113,300916896
5812980379,KCab-c_R,,KCab-c,Traced,394,128,157,59,122198327
5812980395,KCab-m_R,,KCab-m,Traced,478,198,182,84,167373384
5812980397,KCab-s_R,,KCab-s,Traced,518,202,197,90,279572062
5812980398,KCab-s_R,,KCab-s,Traced,572,235,205,108,312794769
5812980404,KCab-s_R,,KCab-s,Traced,549,202,208,95,248490109
5812980408,KCab-s_R,,KCab-s,Traced,643,244,236,116,364913789
5812980410,KCab-m_R,,KCab-m,Traced,483,165,189,65,249401368
5812980414,KCab-m_R,,KCab-m,Traced,462,151,158,67,228442386
5812980425,KCab-s_R,,KCab-s,Traced,601,213,222,96,254520884
5812980426,KCab-s_R,,KCab-s,Traced,621,211,239,106,295948785
5812980428,KCab-s_R,,KCab-s,Traced,625,230,267,113,284472995
5812980432,KCab-c_R,,KCab-c,Traced,455,132,140,49,136218532
5812980438,KCab-m_R,,KCab-m,Traced,562,179,235,74,178690944
5812980444,KCab-s_R,,KCab-s,Traced,652,231,257,103,297248805
5812980446,KCab-m_R,,KCab-m,Traced,546,191,206,80,287220861
5812980448,KCab-c_R,,KCab-c,Traced,392,163,133,55,143211749
5812980555,KCab-s_R,,KCab-s,Traced,606,218,236,103,343429828
5812980557,KCab-m_R,,KCab-m,Traced,594,205,218,95,172215770
5812980561,KCab-m_R,,KCab-m,Traced,561,213,227,112,288691782
5812980566,KCab-p_R,,KCab-p,Traced,708,255,216,85,364085447
5812980567,PAM09(B1ped)_R,,PAM09,Traced,1252,241,128,46,431109241
5812980569,KCab-c_R,,KCab-c,Traced,552,172,194,64,257300142
5812980590,KCab-c_R,,KCab-c,Traced,378,142,150,56,222164621
5812980593,KCab-m_R,,KCab-m,Traced,545,189,196,84,246768297
5812980594,KCab-c_R,,KCab-c,Traced,578,188,178,70,255650510
5812980597,KCab-c_R,,KCab-c,Traced,418,155,159,52,227714706
5812980599,KCab-m_R,,KCab-m,Traced,546,201,193,94,268675586
5812980600,KCab-c_R,,KCab-c,Traced,351,149,153,63,231045106
5812980611,KCab-s_R,,KCab-s,Traced,483,201,188,89,177425358
5812980615,KCab-m_R,,KCab-m,Traced,606,204,246,98,306061498
5812980618,KCab-s_R,,KCab-s,Traced,573,215,213,97,309024922
5812980624,KCab-m_R,,KCab-m,Traced,588,205,231,95,284274933
5812980746,SIP087(PDM22)_L,,SIP087,Traced,7549,3221,1,1,3325948715
5812980768,KCab-s_R,,KCab-s,Traced,411,233,222,120,168195899
5812980787,KCab-m_R,,KCab-m,Traced,530,217,175,89,305003465
5812980792,KCab-p_R,,KCab-p,Traced,667,280,199,91,374117772
5812980799,KCab-c_R,,KCab-c,Traced,390,139,143,54,112555269
5812980802,KCab-c_R,,KCab-c,Traced,479,173,157,63,167182338
5812980803,KCab-c_R,,KCab-c,Traced,379,162,134,68,128649128
5812980806,KCab-m_R,,KCab-m,Traced,508,187,192,89,286609551
5812980811,KCab-s_R,,KCab-s,Traced,540,213,186,83,295334622
5812980892,KCab-m_R,,KCab-m,Traced,582,170,215,77,269754110
5812980931,KCab-s_R,,KCab-s,Traced,673,279,242,102,312733936
5812980938,KCab-p_R,,KCab-p,Traced,693,270,236,103,399456127
5812980940,KCab-p_R,,KCab-p,Traced,655,260,211,95,352333297
5812980944,KCab-s_R,,KCab-s,Traced,596,234,207,103,368843154
5812980947,KCab-m_R,,KCab-m,Traced,631,225,232,111,215908051
5812980965,KCab-c_R,,KCab-c,Traced,447,159,152,68,223554810
5812981039,KCab-m_R,,KCab-m,Traced,463,182,191,85,160340916
5812981042,KCab-m_R,,KCab-m,Traced,561,190,203,76,164985697
5812981068,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,659,260,9,5,420573073
5812981071,KCa'b'-m_R,,KCa'b'-m,Traced,672,225,12,5,385557469
5812981072,KCa'b'-m_R,,KCa'b'-m,Traced,649,226,20,10,393185864
5812981086,KCab-s_R,,KCab-s,Traced,618,242,256,108,291882351
5812981104,KCab-m_R,,KCab-m,Traced,568,223,218,115,310654765
5812981106,KCab-s_R,,KCab-s,Traced,626,227,259,116,317455168
5812981109,KCab-c_R,,KCab-c,Traced,464,164,147,55,156697689
5812981127,KCab-m_R,,KCab-m,Traced,509,179,189,82,262683533
5812981136,KCab-s_R,,KCab-s,Traced,510,194,175,82,288631157
5812981160,KCg-m_R,,KCg-m,Traced,911,269,12,7,407533415
5812981164,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,563,245,8,4,447193387
5812981274,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,566,235,3,1,383887653
5812981277,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,621,239,1,2,474294817
5812981290,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,580,240,1,1,451840346
5812981308,KCa'b'-m_R,,KCa'b'-m,Traced,571,190,19,10,390005539
5812981320,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,629,272,3,1,446321131
5812981340,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,636,258,2,3,446538834
5812981361,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,558,214,3,3,390359463
5812981379,KCab-s_R,,KCab-s,Traced,570,236,213,99,300101280
5812981390,KCab-m_R,,KCab-m,Traced,604,186,201,83,265941935
5812981399,KCa'b'-m_R,,KCa'b'-m,Traced,720,216,1,1,416667601
5812981400,KCa'b'-m_R,,KCa'b'-m,Traced,705,247,12,8,455420889
5812981401,KCa'b'-m_R,,KCa'b'-m,Traced,671,203,6,2,418827569
5812981563,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,224,5,7,453767469
5812981564,KCa'b'-m_R,,KCa'b'-m,Traced,642,232,7,3,391061782
5812981570,KCa'b'-m_R,,KCa'b'-m,Traced,642,249,5,2,449506766
5812981582,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,688,233,14,4,413897094
5812981590,KCa'b'-m_R,,KCa'b'-m,Traced,622,196,6,7,404873540
5812981607,KCab-s_R,,KCab-s,Traced,582,242,222,109,332526797
5812981616,KCg-m_R,,KCg-m,Traced,852,242,2,1,405786535
5812981618,KCab-s_R,,KCab-s,Traced,583,221,221,107,304556091
5812981619,KCab-m_R,,KCab-m,Traced,571,214,212,88,255006456
5812981643,KCab-p_R,,KCab-p,Traced,682,252,199,75,374726947
5812981654,KCab-c_R,,KCab-c,Traced,447,158,191,67,223473544
5812981667,KCab-m_R,,KCab-m,Traced,532,191,172,71,242650023
5812981669,KCab-m_R,,KCab-m,Traced,576,177,232,78,300413645
5812981670,KCab-s_R,,KCab-s,Traced,570,219,216,108,244223321
5812981671,KCab-m_R,,KCab-m,Traced,689,230,196,87,299441690
5812981673,KCab-s_R,,KCab-s,Traced,594,236,208,101,319135563
5812981676,KCab-s_R,,KCab-s,Traced,651,268,229,127,414677791
5812981679,KCab-s_R,,KCab-s,Traced,603,235,243,108,319617891
5812981680,KCab-p_R,,KCab-p,Traced,734,281,248,103,282267054
5812981689,KCa'b'-m_R,,KCa'b'-m,Traced,744,219,6,2,328939713
5812981690,KCab-m_R,,KCab-m,Traced,526,215,190,96,267943637
5812981796,KCa'b'-m_R,,KCa'b'-m,Traced,665,226,18,10,478708280
5812981797,KCa'b'-m_R,,KCa'b'-m,Traced,763,234,7,1,415406453
5812981800,KCa'b'-m_R,,KCa'b'-m,Traced,651,249,28,17,399866760
5812981816,KCa'b'-m_R,,KCa'b'-m,Traced,620,214,22,10,402147766
5812981853,KCab-m_R,,KCab-m,Traced,531,195,195,78,278837103
5812981943,KCab-s_R,,KCab-s,Traced,574,228,229,110,193842307
5812981944,KCab-s_R,,KCab-s,Traced,550,251,204,108,311706172
5812981950,KCab-m_R,,KCab-m,Traced,673,226,264,92,318313056
5812981960,KCa'b'-m_R,,KCa'b'-m,Traced,721,226,12,4,331043517
5812981961,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,637,239,1,1,464186591
5812981965,KCab-c_R,,KCab-c,Traced,377,152,135,60,130098776
5812981970,KCab-c_R,,KCab-c,Traced,402,149,155,63,130244803
5812981971,KCab-s_R,,KCab-s,Traced,553,247,199,115,338455603
5812981978,KCa'b'-m_R,,KCa'b'-m,Traced,574,237,14,5,405213419
5812982000,KCg-m_R,,KCg-m,Traced,687,223,1,1,400998702
5812982012,KCab-m_R,,KCab-m,Traced,484,182,178,79,171953924
5812982087,KCa'b'-m_R,,KCa'b'-m,Traced,572,208,7,4,414845645
5812982088,KCa'b'-m_R,,KCa'b'-m,Traced,684,234,6,3,399100731
5812982162,KCab-m_R,,KCab-m,Traced,581,221,197,94,270322056
5812982177,KCab-m_R,,KCab-m,Traced,522,197,219,100,290149224
5812982192,KCab-m_R,,KCab-m,Traced,613,212,222,96,310290480
5812982204,KCab-c_R,,KCab-c,Traced,457,170,158,61,148259625
5812982211,KCab-m_R,,KCab-m,Traced,535,191,195,74,185585005
5812982316,KCab-m_R,,KCab-m,Traced,526,187,192,95,240099426
5812982329,KCa'b'-m_R,,KCa'b'-m,Traced,677,234,25,9,365482537
5812982372,KCab-m_R,,KCab-m,Traced,555,210,212,93,266856658
5812982374,KCab-s_R,,KCab-s,Traced,617,224,271,110,358449641
5812982388,KCab-m_R,,KCab-m,Traced,591,183,209,76,261080239
5812982389,KCab-m_R,,KCab-m,Traced,556,190,191,84,262926918
5812982390,KCab-m_R,,KCab-m,Traced,592,195,194,85,249338166
5812982397,KCa'b'-m_R,,KCa'b'-m,Traced,603,223,21,9,419710605
5812982426,KCab-m_R,,KCab-m,Traced,511,203,168,84,281397403
5812982466,KCab-s_R,,KCab-s,Traced,561,248,196,111,295935721
5812982470,KCab-m_R,,KCab-m,Traced,591,229,217,108,331592788
5812982471,KCab-s_R,,KCab-s,Traced,551,239,198,108,325179743
5812982490,KCab-s_R,,KCab-s,Traced,618,237,244,108,309057609
5812982514,KCab-s_R,,KCab-s,Traced,589,237,224,117,363758686
5812982520,KCab-c_R,,KCab-c,Traced,447,173,180,74,145042775
5812982521,KCab-c_R,,KCab-c,Traced,473,168,170,59,217502174
5812982620,KCg-m_R,,KCg-m,Traced,757,257,2,4,398451875
5812982692,KCa'b'-m_R,,KCa'b'-m,Traced,591,226,3,3,295847214
5812982694,KCa'b'-m_R,,KCa'b'-m,Traced,684,207,2,1,430418695
5812982706,KCa'b'-m_R,,KCa'b'-m,Traced,672,231,7,4,418473741
5812982725,KCa'b'-m_R,,KCa'b'-m,Traced,635,230,3,1,409899062
5812982760,KCab-c_R,,KCab-c,Traced,375,134,148,55,217619470
5812982761,KCab-m_R,,KCab-m,Traced,531,212,170,82,264899384
5812982780,KCab-p_R,,KCab-p,Traced,700,235,192,78,384605451
5812982782,KCab-p_R,,KCab-p,Traced,677,228,193,82,389662255
5812982802,KCab-s_R,,KCab-s,Traced,574,240,208,116,293598924
5812982999,KCg-m_R,,KCg-m,Traced,847,245,9,5,381722085
5812983006,KCab-c_R,,KCab-c,Traced,329,123,166,60,94849828
5812983012,KCab-s_R,,KCab-s,Traced,609,228,213,93,329761289
5812983023,KCab-m_R,,KCab-m,Traced,613,203,217,97,274599971
5812983028,KCab-m_R,,KCab-m,Traced,464,176,124,66,178098925
5812983038,KCab-m_R,,KCab-m,Traced,550,216,222,106,299074383
5812983106,KCab-m_R,,KCab-m,Traced,556,213,220,96,252358174
5812983107,KCab-m_R,,KCab-m,Traced,477,201,149,83,261246776
5812983114,KCab-s_R,,KCab-s,Traced,573,208,205,89,306169257
5812983131,KCab-m_R,,KCab-m,Traced,432,158,139,67,151992693
5812983133,KCab-c_R,,KCab-c,Traced,513,184,196,82,165858797
5812983166,KCab-c_R,,KCab-c,Traced,468,172,157,69,159382152
5812983174,KCa'b'-m_R,,KCa'b'-m,Traced,681,235,21,3,386511183
5812983206,KCab-m_R,,KCab-m,Traced,558,198,181,73,162133363
5812983213,KCab-s_R,,KCab-s,Traced,621,216,211,85,325890550
5812983268,KCab-s_R,,KCab-s,Traced,584,213,236,102,299358784
5812983272,KCab-m_R,,KCab-m,Traced,576,205,226,80,264479020
5812983298,KCab-c_R,,KCab-c,Traced,325,137,166,57,91003700
5812983302,KCab-c_R,,KCab-c,Traced,468,163,151,58,217986866
5812983303,KCab-s_R,,KCab-s,Traced,551,215,230,108,285599208
5812983309,KCab-c_R,,KCab-c,Traced,408,145,157,52,228612790
5812983319,KCab-c_R,,KCab-c,Traced,465,155,182,68,232533761
5812983328,KCab-c_R,,KCab-c,Traced,395,150,141,57,193019017
5812983345,KCab-m_R,,KCab-m,Traced,561,213,237,96,262203729
5812983346,KCab-m_R,,KCab-m,Traced,538,186,175,73,240451124
5812983423,KCab-m_R,,KCab-m,Traced,560,196,217,82,263403128
5812983427,KCab-c_R,,KCab-c,Traced,459,174,170,67,229940949
5812983451,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,634,262,4,1,436809854
5812983454,KCab-s_R,,KCab-s,Traced,498,215,216,106,312078902
5812983455,KCab-m_R,,KCab-m,Traced,518,191,208,92,303273292
5812983533,PAM11(a1)_R,,PAM11,Traced,1022,216,513,176,502377982
5812983571,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,579,248,4,1,294590390
5812983575,KCab-c_R,,KCab-c,Traced,385,140,162,61,203893591
5812983576,KCab-c_R,,KCab-c,Traced,420,159,184,57,234511013
5812983578,KCab-c_R,,KCab-c,Traced,442,161,171,70,222304911
5812983579,KCab-c_R,,KCab-c,Traced,479,170,210,79,222747464
5812983608,KCab-c_R,,KCab-c,Traced,499,160,173,65,258183467
5812983645,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,257,7,2,449532868
5812983745,KCab-c_R,,KCab-c,Traced,370,142,145,60,219735080
5812983837,KCab-p_R,,KCab-p,Traced,745,255,215,89,352020440
5812983851,KCab-m_R,,KCab-m,Traced,507,192,217,83,251030411
5812983861,KCab-m_R,,KCab-m,Traced,569,189,218,78,270368428
5812983869,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,606,213,6,2,436690709
5813010617,KCab-p_R,,KCab-p,Traced,675,277,169,87,391055197
5813011555,KCab-m_R,,KCab-m,Traced,529,187,180,68,259648286
5813019513,PPL105(a'2a2)_R,,PPL105,Traced,7639,1726,2662,731,2064191600
5813019607,PPL106(a3)(PDL05)_L,,PPL106,Traced,6476,1564,3696,923,1814973075
5813019609,KCab-s_R,,KCab-s,Traced,620,266,209,111,318658265
5813019763,KCab-s_R,,KCab-s,Traced,574,216,213,103,314530714
5813019770,KCab-c_R,,KCab-c,Traced,448,156,140,55,240932995
5813019772,KCab-c_R,,KCab-c,Traced,456,164,152,60,224344112
5813019774,KCab-c_R,,KCab-c,Traced,509,170,156,63,237922032
5813019976,PPL104(a'3)(PDL05)_L,,PPL104,Traced,2138,770,3,1,869209965
5813020041,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,613,209,2,1,434014408
5813020057,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,658,256,1,1,441233004
5813020089,KCg-m_R,,KCg-m,Traced,824,242,2,3,271636349
5813020274,KCab-m_R,,KCab-m,Traced,561,219,231,96,266628780
5813020828,MBON18(a2sc)_R,,MBON18,Traced,13026,673,12193,63,1926627703
5813020830,KCab-m_R,,KCab-m,Traced,552,191,191,70,168650261
5813020831,KCab-s_R,,KCab-s,Traced,612,205,232,92,300963483
5813020988,LHMB1_R,,LHMB1,Traced,6859,1312,13,3,2286240275
5813021016,KCab-c_R,,KCab-c,Traced,400,146,147,54,216701485
5813021017,KCab-c_R,,KCab-c,Traced,493,166,189,71,251367086
5813021019,KCab-m_R,,KCab-m,Traced,577,188,221,82,259345703
5813021023,KCab-c_R,,KCab-c,Traced,422,154,152,62,215873645
5813021033,KCab-p_R,,KCab-p,Traced,804,252,252,92,410859481
5813021135,KCab-c_R,,KCab-c,Traced,385,148,174,69,211580230
5813021174,KCa'b'-m_R,,KCa'b'-m,Traced,605,262,14,10,441153613
5813021251,KCab-s_R,,KCab-s,Traced,564,197,236,100,224184704
5813021261,PAM11(a1)_L,,PAM11,Traced,395,160,326,133,248528210
5813021263,KCab-s_R,,KCab-s,Traced,616,210,276,124,273724779
5813021277,KCab-m_R,,KCab-m,Traced,576,202,193,83,181144766
5813021292,KCab-c_R,,KCab-c,Traced,416,149,144,51,143379794
5813021301,KCab-s_R,,KCab-s,Traced,565,224,219,102,323412120
5813021303,KCab-s_R,,KCab-s,Traced,598,206,235,104,296442336
5813021304,KCab-s_R,,KCab-s,Traced,495,216,229,104,312879415
5813021311,KCab-m_R,,KCab-m,Traced,547,201,208,90,347232182
5813021312,KCab-m_R,,KCab-m,Traced,445,192,188,85,163357688
5813021313,KCab-m_R,,KCab-m,Traced,438,167,120,54,245510463
5813021314,KCab-m_R,,KCab-m,Traced,578,204,240,99,184527527
5813021315,KCab-m_R,,KCab-m,Traced,529,174,183,70,241153128
5813021316,KCab-c_R,,KCab-c,Traced,395,152,126,49,211482392
5813021319,KCab-m_R,,KCab-m,Traced,579,228,202,98,284424269
5813021326,KCab-m_R,,KCab-m,Traced,649,213,254,97,310853879
5813021386,KCab-s_R,,KCab-s,Traced,564,231,199,91,281232722
5813021397,KCab-c_R,,KCab-c,Traced,444,154,159,54,231850723
5813021399,KCab-s_R,,KCab-s,Traced,592,209,237,92,301786092
5813021400,KCab-m_R,,KCab-m,Traced,519,200,191,83,276284155
5813021401,KCab-s_R,,KCab-s,Traced,610,259,211,118,307471236
5813021404,KCab-m_R,,KCab-m,Traced,593,212,210,95,286825613
5813021411,KCab-c_R,,KCab-c,Traced,434,171,165,65,221642294
5813021441,KCab-m_R,,KCab-m,Traced,466,184,139,79,165977776
5813021446,KCab-c_R,,KCab-c,Traced,395,148,166,62,124037731
5813021447,KCab-c_R,,KCab-c,Traced,419,167,137,57,224362046
5813021449,KCab-m_R,,KCab-m,Traced,556,187,204,81,237390823
5813021463,KCab-m_R,,KCab-m,Traced,518,187,215,83,244401541
5813021464,KCab-s_R,,KCab-s,Traced,625,219,246,113,282081108
5813021465,KCab-m_R,,KCab-m,Traced,563,192,191,78,277146122
5813021471,KCab-c_R,,KCab-c,Traced,539,162,178,63,242077537
5813021642,KCa'b'-m_R,,KCa'b'-m,Traced,665,211,3,1,373756130
5813021645,KCa'b'-m_R,,KCa'b'-m,Traced,672,235,26,13,394108433
5813021647,KCab-m_R,,KCab-m,Traced,504,187,201,82,173859530
5813021772,KCa'b'-m_R,,KCa'b'-m,Traced,712,230,21,11,411808930
5813021788,KCab-p_R,,KCab-p,Traced,713,247,223,84,417804388
5813021805,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,704,267,2,1,478993126
5813021808,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,591,274,5,2,455112693
5813021809,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,663,276,2,1,467946092
5813021832,KCa'b'-m_R,,KCa'b'-m,Traced,655,255,4,4,405326877
5813021856,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,668,254,1,1,485815034
5813021989,KCab-c_R,,KCab-c,Traced,486,150,200,66,235581256
5813021999,KCab-c_R,,KCab-c,Traced,557,177,197,66,236842802
5813022037,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,655,236,1,1,431474709
5813022042,KCab-c_R,,KCab-c,Traced,559,189,175,66,275776632
5813022049,KCab-m_R,,KCab-m,Traced,522,177,194,85,240477062
5813022050,KCab-c_R,,KCab-c,Traced,441,159,167,66,230029374
5813022054,KCab-m_R,,KCab-m,Traced,558,215,229,108,283398066
5813022117,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,659,215,10,4,434303309
5813022175,KCab-m_R,,KCab-m,Traced,541,206,161,87,289915304
5813022212,KCab-s_R,,KCab-s,Traced,644,235,246,99,338167049
5813022234,MBON30(y1y2y3)_R,,MBON30,Traced,13786,1430,4,2,2864745122
5813022424,PPL103(y2a'1)_R,,PPL103,Traced,15227,3375,20,4,5444071374
5813027584,KCab-m_R,,KCab-m,Traced,551,175,233,76,259252871
5813027747,KCab-c_R,,KCab-c,Traced,344,154,161,68,106634445
5813032245,KCab-c_R,,KCab-c,Traced,421,147,192,56,219623030
5813032694,KCab-m_R,,KCab-m,Traced,572,208,223,85,262291601
5813032702,KCab-c_R,,KCab-c,Traced,370,145,170,69,201975372
5813032734,KCab-m_R,,KCab-m,Traced,576,205,236,89,289223536
5813032759,KCab-m_R,,KCab-m,Traced,564,210,181,96,275464644
5813032811,KCa'b'-m_R,,KCa'b'-m,Traced,616,210,13,6,388570181
5813032876,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,656,232,1,1,519684879
5813032943,KCab-p_R,,KCab-p,Traced,734,252,207,82,339903729
5813032946,KCab-c_R,,KCab-c,Traced,423,160,154,64,218438171
5813032967,KCg-m_R,,KCg-m,Traced,717,225,1,1,378642089
5813033009,KCab-s_R,,KCab-s,Traced,528,242,210,121,382544104
5813033127,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,616,243,4,1,486240013
5813033259,KCab-c_R,,KCab-c,Traced,416,154,185,70,218671721
5813033267,KCab-m_R,,KCab-m,Traced,530,210,203,91,291488507
5813033277,KCab-m_R,,KCab-m,Traced,541,206,203,89,286253023
5813035558,KCab-s_R,,KCab-s,Traced,606,209,241,95,353225951
5813042616,KCab-m_R,,KCab-m,Traced,538,198,267,110,205989990
5813047220,KCa'b'-m_R,,KCa'b'-m,Traced,683,245,20,5,427955175
5813047221,KCa'b'-m_R,,KCa'b'-m,Traced,631,224,37,13,437993906
5813047662,KCg-m_R,,KCg-m,Traced,764,261,4,3,364278076
5813050765,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,702,265,8,4,452964728
5813050818,KCab-m_R,,KCab-m,Traced,560,188,216,83,180469456
5813050820,KCab-m_R,,KCab-m,Traced,554,187,188,72,254323816
5813054342,KCab-s_R,,KCab-s,Traced,605,236,227,109,306816950
5813054343,KCab-s_R,,KCab-s,Traced,649,268,257,124,325899819
5813054643,KCab-m_R,,KCab-m,Traced,529,192,209,95,296044789
5813055889,KCab-s_R,,KCab-s,Traced,560,214,227,96,307339884
5813055914,KCab-s_R,,KCab-s,Traced,650,235,260,115,322349102
5813055916,KCab-c_R,,KCab-c,Traced,486,164,172,63,230632757
5813056110,KCab-m_R,,KCab-m,Traced,513,196,178,85,279937363
5813056234,KCab-m_R,,KCab-m,Traced,549,181,244,87,260729721
5813056299,KCa'b'-m_R,,KCa'b'-m,Traced,714,228,20,5,424133459
5813056300,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,692,271,2,2,436927867
5813056307,KCa'b'-m_R,,KCa'b'-m,Traced,641,242,14,5,441207882
5813056309,KCg-m_R,,KCg-m,Traced,825,283,2,3,395923682
5813056313,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,653,200,5,1,403944266
5813056355,KCab-s_R,,KCab-s,Traced,570,245,215,118,329833571
5813056372,KCa'b'-m_R,,KCa'b'-m,Traced,651,228,25,7,396399147
5813056395,KCab-m_R,,KCab-m,Traced,549,204,171,85,309159348
5813056414,KCg-m_R,,KCg-m,Traced,673,211,1,1,349509259
5813057187,KCab-s_R,,KCab-s,Traced,610,239,234,102,318293689
5813057213,KCab-m_R,,KCab-m,Traced,549,207,222,108,264625278
5813057239,KCa'b'-m_R,,KCa'b'-m,Traced,724,228,4,3,405376444
5813057573,KCab-c_R,,KCab-c,Traced,452,155,181,69,224530451
5813057956,KCg-m_R,,KCg-m,Traced,772,230,1,1,356908730
5813058069,KCab-m_R,,KCab-m,Traced,640,234,295,123,293896230
5813058106,KCab-m_R,,KCab-m,Traced,456,169,182,76,245441768
5813060614,KCab-s_R,,KCab-s,Traced,555,202,218,94,269054633
5813060643,KCab-p_R,,KCab-p,Traced,681,264,178,80,369871738
5813060776,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,652,229,2,1,333533652
5813061044,KCab-c_R,,KCab-c,Traced,500,180,189,78,233071823
5813061625,KCab-m_R,,KCab-m,Traced,569,199,216,95,280860283
5813061879,PAM14(B'1m)_R,,PAM14,Traced,636,225,2,2,338596004
5813062830,KCab-c_R,,KCab-c,Traced,500,190,182,76,255457994
5813062850,KCab-s_R,,KCab-s,Traced,547,228,225,105,346545830
5813063140,KCa'b'-m_R,,KCa'b'-m,Traced,581,199,21,14,391939830
5813063229,KCab-s_R,,KCab-s,Traced,685,277,219,115,347967311
5813063449,KCab-c_R,,KCab-c,Traced,408,141,143,56,215336860
5813063527,KCa'b'-m_R,,KCa'b'-m,Traced,634,267,2,3,436486264
5813065308,KCab-m_R,,KCab-m,Traced,546,216,200,92,281896997
5813065443,KCab-s_R,,KCab-s,Traced,592,218,215,97,278196194
5813067736,KCab-m_R,,KCab-m,Traced,542,215,231,93,295987265
5813067761,KCab-m_R,,KCab-m,Traced,503,191,200,84,161498557
5813067779,KCab-s_R,,KCab-s,Traced,584,233,247,107,331918695
5813067836,KCab-m_R,,KCab-m,Traced,499,186,184,83,149678318
5813067858,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,593,225,19,11,440340877
5813067869,KCab-m_R,,KCab-m,Traced,557,208,224,90,302073813
5813068687,KCa'b'-m_R,,KCa'b'-m,Traced,653,228,5,3,400089032
5813068690,KCa'b'-m_R,,KCa'b'-m,Traced,698,233,19,7,402291796
5813068729,MBON14(a3)_R,,MBON14,Traced,14387,738,14019,186,1564887657
