id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(L) #post,LAL(L) #pre,aL(L) #post,aL(L) #pre,#voxels
424918786,PPL107(PDL05)_L,,PPL107,Traced,7622,3353,92,3,1,6,2320900064
