id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(R) #post,LAL(R) #pre,#voxels
1347936495,PS292_R,,PS292,Traced,771,536,224,319,947035850
1348097155,IB082(PVM03)_L,,IB082,Traced,452,166,18,26,288002924
1349556037,AVLP481_R,,AVLP481,Traced,236,152,1,3,405010620
1350855756,(PVM01)_L,,,Traced,563,645,137,184,836172022
1351048938,,,,Traced,151,154,3,1,142719923
1351338390,PS291_R,,PS291,Traced,812,461,258,226,1073674134
1351674644,CL313_R,pC2la candidates,CL313,Traced,453,192,10,1,510710813
1352077058,DSKMP1B_R,,DSKMP1B,Traced,2983,560,6,11,5492683352
1352357010,LT41_R,,LT41,Traced,2458,1111,1026,1,3072114437
1352676969,AVLP476_R,,AVLP476,Traced,3598,3972,5,6,4030343434
1352685625,PVLP047_R,,PVLP047,Traced,520,124,13,4,386685105
1352706891,LPTC contra1,,,Traced,243,562,68,241,2405342839
1353031649,PVLP056_R,,PVLP056,Traced,349,10,163,2,391283885
1353031856,PVLP012_R,,PVLP012,Traced,1421,931,45,1,1292653623
1353043462,OA-VUMa1_R,,OA-VUMa1,Traced,3078,3810,1376,1526,2578858659
1353047577,LAL140_R,,LAL140,Traced,654,533,289,429,1016587040
1353068831,,,,Traced,250,396,2,1,454717028
1353375816,,,,Traced,720,2510,67,135,2383715820
1354050197,PVLP053_R,,PVLP053,Traced,561,192,24,5,544723946
1354364967,aSP10A_R,,aSP10A,Traced,559,248,17,2,553402184
1354394414,PVLP120_R,,PVLP120,Traced,5828,629,9,2,2308593616
1354774257,AOTU034_R,,AOTU034,Traced,517,268,10,10,369670738
1354951374,,,,Traced,68,78,3,7,211741494
1355115431,AOTU005_R,,AOTU005,Traced,2008,698,172,130,1377764674
1355806197,ER1_a(ring)_R,,ER1_a,Traced,599,203,242,3,432332703
1356160832,,,,Traced,89,240,32,94,248238231
1356173442,LAL068_R,,LAL068,Traced,415,127,362,111,211903944
1356488109,LAL064_R,,LAL064,Traced,175,159,62,119,236998678
1356772884,LT51(aSP29a)_R,,LT51,Traced,1349,559,358,175,1345996821
1362674294,VES067(PVM01)_L,,VES067,Traced,534,580,102,169,1084170295
1375206889,CL309_R,,CL309,Traced,1647,356,3,3,1448439545
1375224269,PLP034_R,,PLP034,Traced,5170,1348,4,11,2831335543
1375224447,PS171_R,,PS171,Traced,922,548,63,19,1274571827
1375242214,PS065_R,,PS065,Traced,4924,1447,620,35,2749346150
1375245983,PS010_R,L-VeSpIp,PS010,Traced,6383,997,2011,111,2110396450
1375254271,PVLP147_R,pIP16a candidates,PVLP147,Traced,91,30,2,1,211005013
1375889180,PLP037_R,,PLP037,Traced,749,268,27,75,749362956
1375983936,PS263_R,,PS263,Traced,1089,385,13,59,767649423
1376999110,PS187_R,,PS187,Traced,1380,427,30,32,1190807353
1381484065,PFL2(PB12b)_L2_C6,PB1-4FB1245LAL,PFL2,Traced,2912,435,78,234,1437029317
1382308349,PVLP071_R,,PVLP071,Traced,2254,473,8,5,1021178635
1382710039,WED121_R,,WED121,Traced,961,615,20,12,1610940655
1382917589,(PVM01)_L,,,Traced,587,727,158,312,582198161
1383383062,PVLP015_R,,PVLP015,Traced,6660,1354,191,65,2477209913
1383956999,WED034_R,,WED034,Traced,414,190,56,89,469538550
1384065958,PVLP030_R,,PVLP030,Traced,823,245,383,11,907942590
1384752007,PVLP057_R,,PVLP057,Traced,468,22,146,8,316670432
1385093648,PVLP150(SCB030)_R,,PVLP150,Traced,2321,1015,44,10,1632129259
1385430156,PVLP016_R,aIP7 candidates,PVLP016,Traced,1738,689,45,8,1316073623
1385433981,AVLP579_R,,AVLP579,Traced,629,299,6,2,797760873
1386512867,MBON05(y4>y1y2)_R,,MBON05,Traced,20098,1073,20,4,3823216871
1386849677,LAL138(PVL06)_L,WL-L candidates,LAL138,Traced,487,2416,249,1127,2997041547
1386854129,LAL203(SCB018)_R,,LAL203,Traced,1127,465,219,340,1000922828
1386854176,LAL062_R,,LAL062,Traced,282,108,271,96,156615922
1386858837,WEDPN17_a_R,,WEDPN17_a,Traced,222,252,101,31,267228953
1387199316,,,,Traced,69,214,22,72,222996148
1387200143,,,,Orphan,7,2,7,2,2532180
1387527258,LAL048_R,L-WP2,LAL048,Traced,611,106,532,7,534428175
1387527359,WED082_R,,WED082,Traced,638,56,442,51,590359902
1387868622,LAL068_R,,LAL068,Traced,395,131,331,83,308091551
1387881882,LAL069_R,,LAL069,Traced,380,109,336,104,273610480
1388223120,LAL069_R,,LAL069,Traced,383,109,307,64,278732665
1392440010,LAL192(PVM09)_L,,LAL192,Traced,623,513,54,93,623847777
1404920496,PS191_R,,PS191,Traced,337,146,93,12,428065937
1405992348,PS231_R,,PS231,Traced,1855,440,3,1,1352005857
1406241498,LAL203(SCB018)_R,,LAL203,Traced,870,472,173,334,963371784
1406241804,PLP037_R,,PLP037,Traced,771,225,34,81,628350936
1406798421,VES070(PVM01)_L,,VES070,Traced,339,740,182,445,871534144
1406798483,(PVM01)_L,,,Traced,104,454,30,136,520959796
1406911688,PVLP093_R,,PVLP093,Traced,3391,1493,136,1,4082300865
1407139453,(PVM01)_L,,,Traced,288,334,10,7,583111933
1407148900,LC31,,LC31,Traced,992,296,13,4,662553804
1407480623,(PVM01)_L,,,Traced,237,283,8,14,270053164
1407783264,IB080(PVM03)_L,,IB080,Traced,336,177,4,2,379736086
1407866051,LT,,,Traced,640,1989,43,145,3017206381
1407939124,PLP242_R,,PLP242,Traced,1643,672,55,25,1450518002
1409129636,VES020(AVM11)_L,,VES020,Traced,420,146,1,5,294501017
1409358980,SAD044_R,,SAD044,Traced,709,683,7,1,756936847
1410516394,IB078(PVM03)_L,,IB078,Traced,323,186,1,2,340875873
1411250251,LC14_R,,LC14,Traced,352,143,28,42,512341229
1414763569,PVLP054_R,,PVLP054,Traced,456,40,74,5,408300125
1414763869,PVLP055_R,,PVLP055,Traced,293,46,19,4,365254241
1416796844,Ascending?,,,Traced,6861,3316,18,8,2743856640
1416805841,LAL136_a_R,,LAL136_a,Traced,693,247,158,186,648405437
1417556867,,,,Traced,122,133,60,56,141999686
1417889456,LAL131_R,LW,LAL131,Traced,2013,486,1830,448,1281862934
1417894012,,,,Traced,37,252,34,245,213688059
1418186940,LC33b_R,,LC33b,Traced,1053,379,664,352,907077987
1418239541,,,,Traced,49,70,35,54,72677488
1418572258,LAL066_R,,LAL066,Traced,490,110,269,41,236839442
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,3,2,6190229391
1418829730,AVLP576_R,,AVLP576,Traced,1713,582,2,1,1446386261
1418903702,,,,Orphan,1,2,1,2,1222069
1418908632,,,,Orphan,24,19,23,17,8711404
1418909155,WEDPN17_a_R,,WEDPN17_a,Traced,330,293,185,16,291021834
1418924735,LAL069_R,,LAL069,Traced,274,110,234,83,283454570
1419235513,,,,Assign,1,3,1,3,3094515
1419261730,LAL147_R,,LAL147,Traced,1125,309,340,175,876388824
1419266727,LAL152_R,,LAL152,Traced,1830,7,1526,1,957562765
1419586561,,,,Orphan,14,2,7,1,3934302
1419909152,LAL011_R,,LAL011,Traced,2688,575,1861,311,1268705377
1419927105,,,,Traced,383,484,157,182,433339040
1420906080,PS083_R,,PS083,Traced,900,31,11,1,1014520129
1434427171,WED068_R,,WED068,Traced,351,450,18,82,892051937
1434427905,WED068_R,,WED068,Traced,289,485,19,93,888219817
1434949542,PVLP141_R,,PVLP141,Traced,3603,172,79,1,2285522284
1436309334,VES072_R,,VES072,Traced,1723,20,246,2,1121081291
1436629378,VES015_R,SpVeL-(?)(c),VES015,Traced,8402,820,2827,256,4256860064
1436646177,PS198_R,,PS198,Traced,1605,45,29,3,1758585573
1436650355,PS233_R,,PS233,Traced,2073,383,904,148,1209229013
1436650486,LAL167_R,,LAL167,Traced,346,113,277,77,488690568
1436762520,(PVM02)_L,,,Traced,248,140,2,13,406102004
1436987180,PS232_R,,PS232,Traced,3300,215,1179,10,1495799448
1436991674,LAL168_R,,LAL168,Traced,518,236,422,200,634295719
1437272793,PLP037_R,,PLP037,Traced,580,187,23,70,493412118
1437302815,,,,Traced,992,2227,1,2,3200826966
1437492163,(PVM09)_L,,,Traced,499,871,55,154,979172317
1437492175,(PVM03)_L,,,Traced,178,243,87,141,341921529
1437492192,LAL090_R,L-Lic(c),LAL090,Traced,635,54,514,4,312375817
1437682098,LAL169_R,,LAL169,Traced,2778,701,2295,578,1467699526
1437682133,LAL163_R,VeL-LVeC(c),LAL163,Traced,1867,558,1117,141,997475900
1438515134,PS231(PVM03)_L,,PS231,Traced,1129,626,36,47,894516834
1439754917,(PVM01)_L,,,Traced,164,495,3,7,829839079
1440462757,VES020_R,,VES020,Traced,706,206,5,4,482604588
1440645010,WEDPN1A_a_R,,WEDPN1A_a,Traced,667,183,5,15,599345380
1441659409,WEDPN16_d_R,,WEDPN16_d,Traced,519,532,312,139,592680950
1441978094,PLP035_R,,PLP035,Traced,2307,639,98,128,1789434476
1444351896,LT51_R,,LT51,Traced,1608,625,542,535,1596772249
1445453636,PVLP054_R,,PVLP054,Traced,544,61,47,4,413292835
1446817665,PVLP034_R,,PVLP034,Traced,687,262,53,8,484515587
1447576662,EPG(PB08)_L1,,EPG,Traced,5107,676,159,103,1568187447
1448064992,,,,Traced,95,147,40,55,142612880
1448065029,,,,Traced,122,282,66,133,287856215
1448065033,,,,Traced,129,325,66,137,298595950
1448065211,,,,Traced,88,250,46,131,299546555
1448065485,,,,Traced,115,206,56,103,152295170
1448229400,,,,Assign,10,1,5,1,3037169
1448575109,LNO2(LAL-NO2a)_R,,LNO2,Traced,8560,939,5104,5,3621306261
1448578991,WEDPN16_d_R,,WEDPN16_d,Traced,344,352,201,171,532635818
1448587060,LAL050_R,,LAL050,Traced,661,144,571,140,247702378
1448587188,,,,Traced,144,155,91,93,143772560
1448591766,LAL128_R,,LAL128,Traced,2877,1813,2449,1642,2059513234
1448794542,,,,Traced,2899,3215,91,108,2467809297
1448924003,WEDPN17_b_R,,WEDPN17_b,Traced,294,219,124,12,443025038
1448924172,WEDPN16_d_R,,WEDPN16_d,Traced,627,654,304,133,747777779
1448929233,LAL051_R,,LAL051,Traced,3923,1217,3802,1213,1761210687
1448929584,,,,Traced,72,137,16,60,131177633
1448936559,,,,Traced,111,63,111,63,41764945
1449191546,,,,Traced,461,2099,21,100,2128664638
1449225711,LT51(aSP29a)_R,,LT51,Traced,838,493,116,117,1125494701
1449247522,ExR2(PPM3-EB-DAN/ring)_R,,ExR2,Traced,2389,1124,550,132,1184449527
1449247895,,,,Orphan,4,2,4,2,3668494
1449252353,,,,Orphan,17,21,17,21,9515674
1449266027,LAL061_R,,LAL061,Traced,329,126,143,21,201707246
1449602892,,,,Assign,6,2,6,2,2598891
1449606569,LAL069_R,,LAL069,Traced,391,112,352,104,196688909
1449611593,LAL070_R,,LAL070,Traced,393,119,351,110,194018081
1449618949,LAL187_R,,LAL187,Traced,294,178,112,26,399274291
1449942479,LAL067_R,,LAL067,Traced,422,95,301,61,220718302
1449947867,LAL150_R,,LAL150,Traced,627,182,181,85,574110056
1449955631,VES026_R,IbSpVeL-X(c),VES026,Traced,6229,34,1841,6,3704774184
1450016008,AVLP562(PVL15)_L,,AVLP562,Traced,1058,1169,80,68,1538240069
1450318227,LNO1(LAL-NO2b)_R,,LNO1,Traced,1867,464,692,2,1156622360
1450611654,,,,Assign,1,2,1,2,1507759
1450953488,,,,Assign,1,3,1,3,423536
1465630554,LAL161_R,CL-L(c)1,LAL161,Traced,2216,269,1143,138,911168646
1466985892,PS192_R,,PS192,Traced,505,152,45,1,429179269
1467314365,LAL145_R,,LAL145,Traced,413,559,294,541,1034852547
1467340016,PS230_R,,PS230,Traced,2232,755,33,42,1855690556
1467344453,(AVM09)_L,,,Traced,191,111,10,6,187944524
1467353095,(AVM09)_L,,,Traced,121,184,7,16,471696813
1467685329,PS233_R,,PS233,Traced,1676,325,753,110,1168731033
1467689765,(AVM09)_L,,,Traced,74,144,9,20,401526565
1467707219,PS239_R,,PS239,Traced,482,282,17,12,460551418
1467966209,LAL157_R,,LAL157,Traced,1440,195,486,7,1326547190
1468030788,PS087_R,,PS087,Traced,46,16,17,1,214424726
1468289621,PLP203_b_R,,PLP203_b,Traced,819,32,42,1,1167360591
1468630778,PLP195_R,,PLP195,Traced,2082,692,40,2,1838883927
1468635219,PS299(SCB002)_L,,PS299,Traced,507,3405,8,104,5313632951
1469390408,WED129_R,,WED129,Traced,398,227,17,15,457819226
1469394876,VES071_R,,VES071,Traced,1340,47,218,4,913322521
1469403612,LAL172_R,,LAL172,Traced,1474,91,1322,28,734889874
1470065021,LAL151_R,,LAL151,Traced,766,225,209,120,497678171
1470573563,PS198(PVM01)_L,,PS198,Traced,144,717,55,260,776178536
1473695252,PLP038_R,,PLP038,Traced,517,253,39,125,688569132
1474446666,PLP195_R,,PLP195,Traced,2072,659,29,2,2284865498
1474783300,PVLP048_R,,PVLP048,Traced,382,78,11,3,315476551
1475482533,PVLP116_R,,PVLP116,Traced,2016,319,6,3,1633330168
1476388370,WED036_a_R,,WED036_a,Traced,300,96,7,5,351671635
1476794736,,,,Traced,237,207,7,1,222877801
1477890860,,,,Traced,89,136,2,1,140304972
1478620516,,,,Traced,14,45,5,10,121433653
1479099705,,,,Traced,113,180,95,131,162618294
1479259314,PS193_R,,PS193,Traced,398,159,137,2,444877161
1479281491,LAL196(PVM09)_L,,LAL196,Traced,717,325,498,325,470691300
1479613630,,,,Unimportant,5,3,5,3,8354696
1479618250,OA-VUMa1_R,,OA-VUMa1,Traced,2896,3876,1515,1951,2637312198
1479622596,,,,Orphan,1,2,1,2,267083
1479622707,LAL144_R,,LAL144,Traced,1170,430,1073,403,726721988
1479623035,LAL090_R,L-Lic(c),LAL090,Traced,905,100,776,2,396567968
1479626494,LAL120_R,,LAL120,Traced,7397,243,6905,9,2086476166
1480226188,,,,Traced,170,309,4,1,259738203
1480308804,,,,Traced,159,145,96,78,153338259
1480452227,,,,Traced,177,318,78,110,209171483
1480525278,AVLP285_R,,AVLP285,Traced,1372,671,4,1,1160528115
1480645146,,,,Assign,2,3,2,3,2487059
1480653743,LAL121_R,CL-L(c)2,LAL121,Traced,4279,650,3893,22,1732689236
1480965170,,,,Assign,2,2,2,2,1841975
1480969268,,,,Orphan,2,5,2,5,5120663
1480982970,VES018_R,,VES018,Traced,3330,695,1370,71,1358044739
1480982992,,,,Traced,164,163,105,93,143628769
1480987346,,,,Assign,4,2,4,2,857798
1481305455,,,,Orphan,2,2,2,2,629771
1481323962,,,,Orphan,38,8,18,5,7456792
1481336075,CL328(PVM03)_L,,CL328,Traced,180,193,157,166,195739310
1481336455,(AVM09)_L,,,Traced,210,63,74,58,148722586
1481336510,CL328(PVM03)_L,,CL328,Traced,93,178,80,158,184930730
1481340761,LAL069_R,,LAL069,Traced,464,107,427,93,289085314
1481996688,LAL112_R,,LAL112,Traced,1966,937,1944,937,1141757366
1482329323,,,,Orphan,11,17,11,15,14948379
1482333122,,,,Traced,122,1059,26,241,955119673
1486123650,LAL164(PVM03)_L,VeL-CLVe(c)1,LAL164,Traced,648,529,199,248,606608242
1498374987,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,103,116,36,72,197256325
1498379078,(AVM09)_L,,,Traced,114,81,1,2,188298976
1498379099,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,79,91,49,62,170671777
1498379104,,,,Traced,438,170,82,54,306289022
1498379106,,,,Traced,298,162,30,51,304880697
1498379134,(AVM09)_L,,,Traced,52,84,3,7,132088528
1498379140,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,85,96,45,61,159937561
1498401239,PS239_R,,PS239,Traced,581,304,23,28,652277303
1498405457,,,,Traced,1938,1029,8,1,1406097013
1498695000,,,,Traced,386,524,5,3,538640712
1498720166,,,,Traced,409,134,48,21,248449918
1498720407,PVLP143_R,,PVLP143,Traced,1169,713,22,7,1865832201
1499048899,PLP019_R,,PLP019,Traced,1603,789,312,100,1087239645
1499065388,LAL090(AVM09)_L,L-Lic(c),LAL090,Traced,115,74,50,55,167556814
1499065406,(AVM09)_L,,,Traced,95,103,47,69,177706345
1499087499,,,,Traced,698,168,8,1,405646635
1500092947,(AVM09)_L,,,Traced,66,88,36,53,140041796
1500092983,(AVM09)_L,,,Traced,68,99,43,64,169090909
1500092995,(AVM09)_L,,,Traced,62,91,39,71,171722201
1500429718,LAL164_R,VeL-CLVe(c)1,LAL164,Traced,1610,304,1312,163,769872799
1501392572,PS088_R,,PS088,Traced,3108,1536,42,1,2538170255
1501452885,WED149_R,pIP13a candidates,WED149,Traced,252,57,68,13,322047138
1501708149,,,,Traced,69,689,26,349,1615110133
1501820626,VES033_R,,VES033,Traced,775,336,26,1,549705028
1502342255,LC9(PLBDL3)_R,,LC9,Traced,358,195,1,1,506166152
1502722492,PLP062_R,,PLP062,Traced,170,129,16,3,263370817
1502870544,IB064_R,,IB064,Traced,1263,914,328,2,1851024829
1504052107,PLP036_R,,PLP036,Traced,512,348,82,97,796084057
1504052246,WED036_a_R,,WED036_a,Traced,283,71,41,38,285026182
1504207129,LAL199_R,,LAL199,Traced,458,471,148,293,987660334
1504342382,LT82a_R,,LT82a,Traced,571,760,8,35,2387119707
1504388714,PLP170_R,,PLP170,Traced,692,455,47,236,960883963
1504393350,WED038_R,,WED038,Traced,474,174,20,47,411401295
1504730162,WED035_R,,WED035,Traced,290,177,44,112,455470332
1505494924,,,,Traced,160,439,3,19,517426314
1507234353,,,,Traced,369,343,9,3,315699849
1507834915,PVLP031_R,,PVLP031,Traced,862,146,3,1,744051461
1507933560,DNp17_R,,DNp17,Traced,1146,658,58,5,1162478100
1508123633,PVLP018_R,,PVLP018,Traced,4848,1303,6,1,2057697415
1508274007,WED002_R,,WED002,Traced,166,196,12,12,316957190
1508274264,PS023_R,,PS023,Traced,615,198,54,6,330824855
1508615290,SAD005_R,,SAD005,Traced,474,350,20,1,648098753
1508934482,AOTU031_R,,AOTU031,Traced,357,145,135,131,330491253
1508956088,LNOa(LAL-NO3a)_R,LNa,LNOa,Traced,1938,546,712,9,1488500482
1509275719,AOTU018_R,,AOTU018,Traced,435,164,161,153,401498385
1509953069,LAL029_R,,LAL029,Traced,400,182,118,71,337022146
1509957347,AOTU015_R,aSP16b candidates,AOTU015,Traced,2022,387,99,121,787217348
1509957446,LAL028_R,,LAL028,Traced,542,143,80,50,340594237
1509962223,,,,Orphan,15,2,15,2,5280201
1509966560,,,,Traced,323,126,123,114,250929608
1509966789,,,,Traced,163,146,119,99,126243714
1510294245,LAL035_R,,LAL035,Traced,651,196,426,177,329523617
1510294253,LAL029_R,,LAL029,Traced,337,204,61,73,382782031
1510303177,LAL087(AVM09)_L,L-L(c)1,LAL087,Traced,168,115,163,107,189848740
1510303733,,,,Orphan,15,16,15,16,13016072
1510308047,LAL088_R,,LAL088,Traced,882,113,629,15,412076725
1510308226,LAL091_R,,LAL091,Traced,613,81,468,3,264174551
1510311956,LAL121(AVM20)_L,CL-L(c)2,LAL121,Traced,1520,823,200,821,1310371886
1510312346,LAL086(AVM09)_L,AoL-L(c),LAL086,Traced,204,115,162,110,181320126
1510315982,LAL196(PVM09)_L,,LAL196,Traced,615,317,452,298,392748514
1510316567,LAL090_R,L-Lic(c),LAL090,Traced,689,62,590,1,362907232
1510630986,,,,Orphan,25,1,25,1,3899382
1510635333,,,,Orphan,2,2,2,2,2776330
1510648834,LAL124(AVM20)_L,L-L(c)2,LAL124,Traced,1777,1605,1606,1582,1158599186
1510648988,LAL086(AVM09)_L,AoL-L(c),LAL086,Traced,146,140,118,134,197585470
1510652444,,,,Traced,201,704,196,692,458450048
1510653932,LAL196(PVM09)_L,,LAL196,Traced,775,294,499,293,425712903
1510653964,LAL093_R,,LAL093,Traced,358,64,273,2,263791284
1510661643,,,,Traced,160,230,114,169,296881664
1510662269,LAL090_R,L-Lic(c),LAL090,Traced,912,87,749,1,389230945
1510998750,LAL021_R,,LAL021,Traced,884,160,642,68,313866404
1511016097,IB074(PVM03)_L,,IB074,Traced,672,234,496,211,356786647
1511032500,LNO1(LAL-NO2b)_R,,LNO1,Traced,2043,469,669,6,1168699761
1511645270,LAL039_R,,LAL039,Traced,1057,199,822,140,312316025
1511654738,LAL055_R,,LAL055,Traced,1646,626,585,518,1344843223
1511995143,WED020_b_R,,WED020_b,Traced,487,207,112,125,412410159
1511995275,PLP044_R,,PLP044,Traced,165,84,45,70,254040380
1512000006,WED020_b_R,,WED020_b,Traced,536,199,143,97,323265423
1512029563,IB073(PVM03)_L,,IB073,Traced,391,162,330,153,280244747
1512030483,,LVe-W1,,Traced,2189,9,653,4,808908007
1512034076,IB073(PVM03)_L,,IB073,Traced,384,163,339,156,262524947
1512340308,,,,Orphan,1,2,1,2,1256728
1512685930,,,,Orphan,25,2,25,2,6308360
1512686574,WEDPN16_b_R,,WEDPN16_b,Traced,197,126,95,98,205182979
1512686838,,,,Orphan,7,9,7,9,7291043
1512707390,LAL147_R,,LAL147,Traced,2727,435,826,275,1301528048
1513363614,LCNOpm(LAL-NO3pm)_R,LCNpm,LCNOpm,Traced,6501,858,3827,12,2388661962
1515064407,SAD047_R,,SAD047,Traced,320,152,65,14,368752296
1517149567,(AVM15)_R,,,Traced,2,3,1,3,102437163
1529064303,PS264_R,,PS264,Traced,342,301,8,9,519300109
1529073617,PS196(PVM01)_L,,PS196,Traced,392,1942,220,935,1875913508
1529436280,,,,Traced,620,169,9,1,394546425
1529698841,WED073_L,aDT9 candidates,WED073,Traced,1002,488,1,1,1154706850
1529698954,PLP037_R,,PLP037,Traced,709,312,29,77,812014995
1532487641,WED150_R,pIP13a candidates,WED150,Traced,116,9,16,2,216597235
1532487798,WED128_R,,WED128,Traced,385,252,46,33,537445717
1533265020,LAL188_R,,LAL188,Traced,342,226,113,48,424867726
1534124048,H2 LPTC_R,,H2,Traced,1219,46,3,6,7354238815
1534270924,VES041_R,IbSpVeL-(LIb)(c)Sm(b),VES041,Traced,6988,2517,1115,603,4897186673
1534721340,LC33a_R,,LC33a,Traced,422,224,140,151,423497558
1535086814,WED034_R,,WED034,Traced,231,149,29,88,430944352
1535087146,WED035_R,,WED035,Traced,288,178,87,117,436795587
1535144397,PLP018_R,,PLP018,Traced,2612,768,81,91,1502489175
1535424222,WED036_b_R,,WED036_b,Traced,231,63,34,34,208042878
1535427917,WED040_a_R,,WED040_a,Traced,189,88,39,24,360691229
1535488185,PLP060_R,,PLP060,Traced,4328,2069,706,151,2755869499
1535791554,,,,Traced,1731,2772,36,61,1804514517
1538562093,PVLP130(PVL06)_L,,PVLP130,Traced,253,1455,12,23,1851863702
1539547561,AVLP122_R,,AVLP122,Traced,762,351,14,11,720375261
1539632818,LAL138_R,WL-L candidates,LAL138,Traced,3244,9,1552,2,3154186739
1540301939,,,,Traced,92,145,2,2,131378928
1540310963,,,,Orphan,12,15,12,15,9157632
1540648056,,,,Orphan,3,2,3,2,447408
1540652599,,,,Orphan,4,4,4,4,2151755
1541001122,,,,Traced,98,157,61,94,142262104
1541001128,LAL089_R,,LAL089,Traced,435,81,258,4,400182665
1541333248,LAL087(AVM09)_L,L-L(c)1,LAL087,Traced,104,119,101,115,182037724
1541338904,,,,Traced,52,52,50,47,97871100
1541338954,LAL087(AVM09)_L,L-L(c)1,LAL087,Traced,57,85,52,72,135102991
1541342619,(AVM09)_L,,,Traced,50,104,29,52,154926737
1541359136,LAL122_R,,LAL122,Traced,3545,214,3324,5,1266959466
1541376680,,,,Orphan,56,1,56,1,4877598
1541684136,LAL086(AVM09)_L,AoL-L(c),LAL086,Traced,81,99,58,90,172286895
1541701033,LAL092_R,,LAL092,Traced,352,59,311,2,223080566
1541701145,VES057(PDM28)_L,,VES057,Traced,568,510,109,260,950127863
1541964241,AVLP370_R,,AVLP370,Traced,2104,960,124,24,1315695691
1542011449,(PVM01)_L,,,Traced,37,119,31,97,156111746
1542024630,LAL083_R,LVe-W2,LAL083,Traced,7148,10,4996,9,1275655589
1542033633,LAL120_R,,LAL120,Traced,7808,573,7312,19,2275597100
1542042403,(AVM09)_L,,,Traced,199,67,80,65,133694733
1542343955,,,,Orphan,11,1,11,1,709880
1542352565,,,,Orphan,1,4,1,4,2750659
1542352742,(PVM01)_L,,,Traced,22,94,18,76,115343485
1542715954,LAL130_R,pMP17 candidates,LAL130,Traced,1703,436,1059,13,1376695174
1542741781,,,,Orphan,3,9,1,5,3651671
1543030620,WED154_R,,WED154,Traced,203,132,95,53,331948019
1543138040,LAL042(ADM10)_L,,LAL042,Traced,1706,670,890,536,985951206
1543410489,LAL126_R,VeL-X(c)3,LAL126,Traced,2989,15,1869,6,1155427462
1543717447,LAL071_R,,LAL071,Traced,201,63,137,26,203531864
1543747434,LAL126_R,VeL-X(c)3,LAL126,Traced,2821,6,1732,3,1156230051
1543768262,,,,Orphan,7,14,4,9,9717787
1544394747,,,,Orphan,5,3,3,2,755299
1546099433,LAL095_R,,LAL095,Traced,295,47,181,1,217571919
1560419886,LAL123(AVM20)_L,,LAL123,Traced,1388,1418,215,684,1818172023
1560734467,PLP078_R,,PLP078,Traced,2846,13,515,2,2382678905
1563099587,LT40_R,,LT40,Traced,2181,772,157,8,2387000137
1564822542,WED122_R,,WED122,Traced,918,413,262,109,1049479599
1565569898,WED005_R,,WED005,Traced,2900,1279,280,84,3264347459
1566126268,WED040_c_R,,WED040_c,Traced,112,70,10,12,222644575
1566126285,WED040_a_R,,WED040_a,Traced,177,94,63,43,353722908
1566524544,LPTC contra2_R,,,Traced,2255,55,5,9,2902800575
1566597156,DNb01_R,,DNb01,Traced,8146,12,1243,1,2739825011
1568596284,PVLP047_R,,PVLP047,Traced,500,149,34,5,462801293
1568936570,PVLP034_R,,PVLP034,Traced,692,235,36,5,470540527
1569256602,,,,Traced,159,53,3,3,120158636
1569286833,,,,Traced,112,113,2,1,214661285
1570111396,FC2B(FQ7)_C9_L,FB1d356CRE,FC2B,Traced,1118,147,4,4,291314908
1570317778,,,,Traced,419,326,4,1,259331803
1570836367,,,,Traced,331,942,16,24,1143844756
1570987087,,,,Orphan,65,16,16,3,20944279
1571341541,,,,Orphan,28,3,28,3,7406920
1571345230,LAL117_R,,LAL117,Traced,450,91,328,35,502886266
1571371076,,,,Traced,44,117,22,74,113949496
1571371086,,,,Traced,109,180,68,101,136741011
1571371141,,,,Traced,137,153,97,94,116862889
1571371226,LAL091_R,,LAL091,Traced,384,55,219,1,232249033
1571708235,,,,Traced,142,144,98,103,149116997
1571712309,LAL118_L,VeL-Lo,LAL118,Traced,3503,1082,2299,320,2762248263
1571855124,(AVM09)_L,,,Traced,260,109,135,84,240488450
1572036642,LAL095_R,,LAL095,Traced,275,55,130,1,198994569
1572359980,,,,Orphan,6,4,6,4,5431588
1572373099,LAL194_R,VeL-X(c)2,LAL194,Traced,1618,350,821,165,905377964
1572377812,,,,Traced,49,46,49,37,80998998
1572390197,LAL074_R,SpVeL-LSpIp(c)1,LAL074,Traced,5490,41,3232,20,1921960807
1572520204,LAL005_R,,LAL005,Traced,474,126,57,33,402431356
1572701493,LAL065_R,,LAL065,Traced,287,114,199,97,204304774
1572713953,,,,Orphan,3,2,3,2,1469883
1572744091,LAL073_R,VeL-LVe(c)2,LAL073,Traced,8343,473,7495,6,2372092630
1572744753,,,,Traced,236,117,92,74,245179881
1572873534,LAL090(AVM09)_L,,LAL090,Traced,218,137,17,56,272974083
1573037501,LAL065_R,,LAL065,Traced,187,148,121,122,214335803
1573037636,LAL131_R,LW,LAL131,Traced,1759,521,1165,316,1311749524
1573042706,WED097_R,,WED097,Traced,271,167,100,45,410701145
1573045882,LAL096_R,,LAL096,Traced,96,32,38,1,226282925
1573072464,,LVeW,,Traced,6011,326,1042,39,1384226750
