id,instance,notes,type,status,inputs (#post),outputs (#pre),aL(L) #post,aL(L) #pre,FB #post,FB #pre,#voxels
298405402,FB6T_L,SIPSMPFB6_7,FB6T,Traced,480,184,48,4,214,103,363877608
