id,instance,notes,type,status,inputs (#post),outputs (#pre),FB #post,FB #pre,#voxels
917328669,vDeltaA_a(AB)_C6,AF,vDeltaA_a,Traced,192,58,159,51,128463944
917643796,OA-ASM2(ADM02)_L,,OA-ASM2,Traced,944,928,1,2,1384441420
917647959,ExR1(ring)_L,,ExR1,Traced,10018,1583,695,90,3151242119
917656984,FS4A(FQ12)_C4_L,FB138SMP,FS4A,Traced,181,51,150,8,142774382
917669507,vDeltaA_a(AB)_C6,AF,vDeltaA_a,Traced,360,73,244,59,172673189
917669951,vDeltaA_a(AB)_C7,AF,vDeltaA_a,Traced,351,74,236,61,139480340
917670013,,,,Orphan,5,2,5,2,554966
917674256,hDeltaD_10_C6,FB18D3FB8,hDeltaD,Traced,2772,426,2751,417,866526744
918334668,ExR1(ring)_L,,ExR1,Traced,9714,1379,649,90,2637843316
919763043,ExR3(ring)_L,5-HTPMPD candidates,ExR3,Traced,7694,4294,3695,1698,4148353890
920441518,FS2(FQ10)_C8_R,FB36SMP,FS2,Traced,1008,129,920,38,312963442
921814579,FB2K_L,LALSMPFB2,FB2K,Traced,869,152,629,150,323635955
922069357,FB5W_R,SMPCREFB5_7,FB5W,Traced,966,256,502,238,741165063
922146751,FB4O_L,CRESMPFB4d,FB4O,Traced,1334,690,834,641,676663805
923787513,FB4K_L,CRESMPFB4_3,FB4K,Traced,1756,470,1096,463,1395825196
923809011,FB4K_R,CRESMPFB4_3,FB4K,Traced,1752,403,1023,402,1255531817
925548084,FB4P_b_L,CRESMPFB4_4,FB4P_b,Traced,1356,545,977,542,642081078
926490072,FB5V_R,CRELALFB5,FB5V,Traced,1779,303,455,226,726427285
940791032,FC1C(FQ6)_C4_R,FB2CRE,FC1C,Traced,655,102,624,53,266516734
940791092,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,172,37,35,26,119275043
940791093,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,207,42,48,28,124953130
940791115,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,179,52,30,30,146076844
940791123,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,178,39,27,21,135021179
940791248,FS1A(FQ9)_C4_R,FB2-6SMPSMP,FS1A,Traced,965,99,903,1,319057423
940791269,FS4B(AB)(FQ12)_C4_R,FB128SMP,FS4B,Traced,257,31,203,1,144781305
940791383,PFNd(PB04)_R6_C4,PFNd,PFNd,Traced,991,183,188,117,408413149
940808800,PFNp_e(PB01a)_R7_C4,PFNp_e,PFNp_e,Traced,380,84,23,41,237152945
941123943,PFL1(PB12a)_R6_C3,PFLC,PFL1,Traced,1592,5,969,1,930344690
941127873,hDeltaM_03_C2,FB24D3FB5,hDeltaM,Traced,2433,251,2430,251,696340774
941132270,PFNa(PB03)_R6_C5,PFNa,PFNa,Traced,560,112,38,70,333056544
941132430,PFL3(PB12c)_R6_C2,PB1-7FB1245LAL,PFL3,Traced,3284,8,2548,7,1164106630
941132434,EPG(PB08)_R6,EPG,EPG,Traced,3384,384,8,1,1033944779
941136490,hDeltaK_02_C2,EBFB34D5FB6,hDeltaK,Traced,1157,305,1043,304,832124287
941141029,hDeltaC_03_C3,FB26D7FB6,hDeltaC,Traced,2077,267,2076,267,668491206
941244280,PFNa(PB03)_L7_C6,PFNa,PFNa,Traced,530,135,38,74,348045050
941840616,hDeltaB_05_C5,FB34vD5FB34v,hDeltaB,Traced,2144,526,2137,514,942633442
941939879,PFL3(PB12c)_L6_C8,PB1-7FB1245LAL,PFL3,Traced,2359,485,1872,6,1137135613
942172462,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,180,34,45,21,121738737
942172835,PFL3(PB12c)_R4_C4,PB1-7FB1245LAL,PFL3,Traced,2327,5,1918,4,885694660
942173776,PEG(PB07)_R4,PEG,PEG,Traced,1155,148,8,1,661259565
942254492,PFNp_e(PB01a)_L4_C3,PFNp_e,PFNp_e,Traced,212,56,15,33,169830327
942254554,PFNa(PB03)_L4_C3,PFNa,PFNa,Traced,530,86,40,51,276831339
942491983,EPG(PB08)_R6,EPG,EPG,Traced,3582,477,16,1,1236585592
942496391,hDeltaI_02_C2,FB2345D5FB45v,hDeltaI,Traced,2475,254,2475,254,633984453
942535218,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,240,45,47,30,127512872
942539535,PFNp_d(PB01a)_R3_C8,PFNp_d,PFNp_d,Traced,163,26,70,24,115263488
942587380,PEG(PB07)_L4,PEG,PEG,Traced,1528,253,6,1,737594409
942837451,hDeltaI_03_C3,FB2345D5FB45v,hDeltaI,Traced,1658,154,1647,154,415676221
943226223,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,288,67,34,37,189657430
943592738,PFNp_b(PB01b)_L2_C1,PFNp_b,PFNp_b,Traced,213,50,33,28,139934401
943592753,vDeltaI_C1,FB1D0FB5,vDeltaI,Traced,574,80,574,80,202893917
943592989,PFNp_b(PB01b)_L2_C1,PFNp_b,PFNp_b,Traced,142,33,50,26,115633533
943920985,hDeltaK_08_C7a,EBFB34D5FB6,hDeltaK,Traced,880,268,837,266,781811089
943921162,PFR_a(PB11a)_R1_C1_irreg,,PFR_a,Traced,1588,471,1449,426,571821666
943921248,PFNa(PB03)_L2_C1,PFNa,PFNa,Traced,645,147,42,89,379312942
943929688,vDeltaE_C2,FB123D0FB6v,vDeltaE,Traced,1178,131,1178,131,346539554
943933727,PFNp_d(PB01a)_L3_C2,PFNp_d,PFNp_d,Traced,138,22,41,17,111460633
943955813,PFR_b(PB11b)_L3_C3,PFR_b,PFR_b,Traced,1910,324,1382,167,666717755
944262351,PFL3(PB12c)_L1_C3,PB1-7FB1245LAL,PFL3,Traced,2736,332,2389,3,948535579
946300031,hDeltaK_14_C12a,EBFB34D5FB6,hDeltaK,Traced,733,273,721,272,647624537
946300206,FB5G_L,SMPSIPFB56,FB5G,Traced,1311,469,635,411,615556448
946300310,FB6X_L,SMPCREFB6_4,FB6X,Traced,1050,323,544,289,528176750
946304445,hDeltaC_01_C1,FB26D7FB6,hDeltaC,Traced,1627,284,1621,283,693433606
946304488,FB5AB_L,SIPCREFB5d,FB5AB,Traced,3049,961,2059,952,2092899025
946308203,FB6A_R,SMPSIPFB6_1,FB6A,Traced,5470,2266,4046,2023,4246689748
946308462,FS1A(FQ9)_C4_L,FB2-6SMPSMP,FS1A,Traced,711,87,624,3,263778437
946641153,hDeltaC_14_C12,FB26D7FB6,hDeltaC,Traced,1192,284,1185,284,665779390
946641212,FB6D_R,SMPFB6,FB6D,Traced,3680,1403,2577,1231,3164479350
946641278,hDeltaC_14_C12,FB26D7FB6,hDeltaC,Traced,1270,260,1269,260,561494555
946645190,FS3(FQ10)_C5_L,FB1d367SMP,FS3,Traced,431,73,399,13,199310488
946645313,FB6C_a_R,SIPSMPFB6_1,FB6C_a,Traced,1242,938,577,811,2349198493
946649598,FB6J_L,FB6_1,FB6J,Traced,1251,188,1237,188,455716351
946653501,,,,Orphan,4,2,4,2,3307888
946658223,,,,Orphan,71,10,71,10,14477149
946658448,FB6L_R,FB6_2,FB6L,Traced,1373,204,1358,202,458549894
946662470,,,,Orphan,3,3,3,3,1302831
946978006,FB6F_L,SMPSIPFB6_3,FB6F,Traced,1540,830,1007,808,1500709624
946981790,vDeltaC_C4,FB1D0FB7_2,vDeltaC,Traced,588,120,582,120,284510277
946990515,FB6B_L,SMPSIPFB6_2,FB6B,Traced,1586,567,1206,563,810108177
947003647,FS3(FQ10)_C7_R,FB1d367SMP,FS3,Traced,622,64,591,15,209059149
947003825,FB7J_L,FB78,FB7J,Traced,1997,207,1956,205,727089782
947340226,vDeltaC_C7,FB1D0FB7_2,vDeltaC,Traced,787,106,785,105,271199593
947349354,vDeltaB_C6,FB1D0FB7_1,vDeltaB,Traced,459,85,449,85,245740582
947655647,,,,Assign,9,2,9,2,1511042
947663945,FB6O_L,SIPSMPFB6_4,FB6O,Traced,1874,479,1797,473,773336342
947664053,FB1I_L,SMPSIPFB1d7,FB1I,Traced,1828,404,1789,401,636458995
947672594,,,,Assign,6,2,6,2,637920
947681270,,,,Assign,11,1,11,1,1906665
947681334,FS3(FQ10)_C6_R,FB1d367SMP,FS3,Traced,629,84,595,17,242164838
947681560,FS3(FQ10)_C6_L,FB1d367SMP,FS3,Traced,622,78,585,16,222184312
947681574,FC2C(FQ7)_C6_L,FB1d367CRE,FC2C,Traced,1009,123,971,90,262229517
947685488,FB6K_R,SMPSIPFB6_6,FB6K,Traced,1903,533,1466,521,1248735750
947685653,FC2C(FQ7)_C7_R,FB1d367CRE,FC2C,Traced,1414,140,1357,98,379542248
947988379,FB4Z_R,FB4d5v,FB4Z,Traced,1222,141,1204,140,315994432
948005268,,,,Assign,4,2,4,2,2287134
948017897,vDeltaB_C7,FB1D0FB7_1,vDeltaB,Traced,518,91,517,91,204069057
948026741,vDeltaB_C7,FB1D0FB7_1,vDeltaB,Traced,637,86,629,86,234580478
948030821,vDeltaD_C6,FB1D0FB6,vDeltaD,Traced,870,115,870,115,344052844
948031088,vDeltaD_C7,FB1D0FB6,vDeltaD,Traced,673,69,670,68,219656943
948035783,FB5S_L,FB5d6v,FB5S,Traced,934,91,915,91,282074101
948333576,hDeltaE_11_C6,FB17D3FB7,hDeltaE,Traced,3106,382,3104,382,977802090
948333783,PFL2(PB12b)_R3_C3,PB1-4FB1245LAL,PFL2,Traced,3219,320,2584,16,1090467478
948342102,vDeltaA_a(AB)_C4,AF,vDeltaA_a,Traced,341,75,164,59,156967911
948342190,FB8A_L,SLPSMPFB8_1,FB8A,Traced,545,291,349,287,480873312
948346463,FB7B_L,SMPSLPFB7; PPL1-FB candidates,FB7B,Traced,1992,667,1495,621,906412002
948346519,FB8H_L,SMPSLPFB8,FB8H,Traced,857,358,481,350,632747528
948363394,vDeltaA_b_C6,FB1D0FB8,vDeltaA_b,Traced,302,69,294,69,186492149
948363764,FB8C_R,SMPFB8; Tdc2-PB1/2 candidates,FB8C,Traced,1327,276,860,251,858653949
948363783,,,,Orphan,1,2,1,2,1854351
948372363,hDeltaF_12_C5a,FB16d7D2FB67,hDeltaF,Traced,2929,329,2928,329,726551829
948372442,FS3(FQ11)_C7_L,FB1d367SMP,FS3,Traced,206,30,194,6,81142978
948376677,FB4Z_L,FB4d5v,FB4Z,Traced,1359,178,1331,175,309202385
948376859,FB6L_L,FB6_2,FB6L,Traced,972,112,957,111,315082393
948683239,FS4B(FQ12)_C5_R,FB128SMP,FS4B,Traced,163,31,132,1,127149653
948704521,FS4A(FQ12)_C7_R,FB138SMP,FS4A,Traced,349,53,318,9,154450981
948704770,FS4A(FQ12)_C7_L,FB138SMP,FS4A,Traced,288,52,258,9,130673764
948708664,vDeltaA_b_C7,FB1D0FB8,vDeltaA_b,Traced,359,72,358,72,170982272
948709216,ExR1(ring)_R,,ExR1,Traced,10008,1519,612,82,3591373150
949015717,hDeltaF_03_C2a,FB16d7D2FB67,hDeltaF,Traced,3367,318,3364,311,742385763
949024399,,,,Orphan,31,12,31,12,18932447
949045596,FS4B(AB)(FQ12)_C7_R,FB128SMP,FS4B,Traced,224,26,179,3,138391112
949045811,FB8B_R,PLPSLPFB8,FB8B,Traced,1347,267,708,249,1167033698
949054716,hDeltaF_10_C5b,FB16d7D2FB67,hDeltaF,Traced,2955,333,2955,333,742691834
949386925,,,,Orphan,26,1,26,1,5995460
949710555,ExR1(ring)_R,,ExR1,Traced,10306,1447,841,83,3339909507
949986251,FB2F_c_R,SIPSMPFB2,FB2F_c,Traced,575,313,448,312,636408632
951645198,CL344_L,pMP10 candidates,CL344,Traced,381,471,3,1,807250474
951808062,FS1A(FQ9)_C6_R,FB2-6SMPSMP,FS1A,Traced,931,102,852,2,315886753
952166828,FB5K_L,CREFB5,FB5K,Traced,3583,610,2235,452,1132282137
953414780,FB4H_R,CRELALFB4_4,FB4H,Traced,4189,875,1926,759,2648335537
956212778,FB4E_L,CRELALFB4_1,FB4E,Traced,770,172,553,163,310611993
957506896,FB5W_R,SMPCREFB5_7,FB5W,Traced,1156,297,653,286,869361347
971506655,PFNa(PB03)_R7_C4,PFNa,PFNa,Traced,864,188,33,112,481997001
971817401,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,159,35,9,17,122675710
971817711,PFNv(PB05)_R7_C3,PFNv,PFNv,Traced,1415,342,104,127,589230506
972624772,PFNm_a(PB02a)_L7_C6,PFNm_a,PFNm_a,Traced,642,126,62,67,293734760
972633484,FS2(FQ10)_C7_L,FB36SMP,FS2,Traced,652,86,609,27,200267435
972858260,PFR_a(PB11a)_R5_C5,PFR_a,PFR_a,Traced,1410,394,1320,388,458466164
972871918,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,561,102,40,63,303243486
973954598,PFR_a(PB11a)_L3_C3,PFR_a,PFR_a,Traced,1987,576,1857,530,608509959
974300015,PEG(PB07)_L3,PEG,PEG,Traced,1396,268,7,1,785035775
974606303,PFR_a(PB11a)_L1_C9_irreg,,PFR_a,Traced,1238,329,1170,320,377407039
974627674,PFNd(PB04)_L2_C1,PFNd,PFNd,Traced,1139,250,245,163,513924971
974645472,PFR_a(PB11a)_L3_C3,PFR_a,PFR_a,Traced,1829,589,1675,541,523810983
974968796,PFNm_a(PB02a)_L2_C1,PFNm_a,PFNm_a,Traced,548,115,55,66,279350363
976993950,FC3(FQ8)_C5_L,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,622,144,619,144,284849748
976994022,FS1A(FQ9)_C5_L,FB2-6SMPSMP,FS1A,Traced,455,82,389,1,248373236
976997912,FC3(FQ8)_C5_R,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,675,138,666,136,308390574
976997968,PFR_a(PB11a)_R5_C5,PFR_a,PFR_a,Traced,1223,357,1108,347,438963855
977002560,FS1B(FQ9)_C4_R,FB25SMPSMP,FS1B,Traced,831,106,769,3,265977855
977002583,vDeltaE_C6,FB123D0FB6v,vDeltaE,Traced,882,131,880,131,353438329
977002744,FB6U_R,SMPCREFB6_2,FB6U,Traced,1614,441,1186,427,813425363
977002752,,,,Orphan,13,11,13,11,11378574
977002807,FS2(FQ10)_C4_L,FB36SMP,FS2,Traced,747,114,707,46,265426722
977006924,FB5Z_R,SMPCREFB5_9,FB5Z,Traced,1304,343,496,317,735938142
977335062,FB5B_L,SMPSIPFB5d_1,FB5B,Traced,672,183,535,180,507248890
977335118,FS2(FQ10)_C5_L,FB36SMP,FS2,Traced,446,75,417,21,216437751
977335129,FC2B(FQ7)_C5_R,FB1d356CRE,FC2B,Traced,2108,186,2065,141,440096336
977338882,FB5Y_R,SMPSIPFB5d_2,FB5Y,Traced,1859,523,1123,518,1093057476
977339122,FB5L_R,CRESMPFB5_4,FB5L,Traced,2779,749,1930,692,1724906752
977339225,FC2B(FQ7)_C4_L,FB1d356CRE,FC2B,Traced,2397,231,2347,170,487044433
977339390,FB5Z_L,SMPCREFB5_9,FB5Z,Traced,650,266,328,241,396766242
977343309,FB5S_L,FB5d6v,FB5S,Traced,1267,158,1258,158,391936264
977352144,vDeltaE_C7,FB123D0FB6v,vDeltaE,Traced,994,109,989,109,288406995
977352235,FC2B(FQ7)_C6_L,FB1d356CRE,FC2B,Traced,1555,168,1511,123,371012802
977654923,FB4Z_R,FB4d5v,FB4Z,Traced,1241,138,1218,136,320336619
977663849,hDeltaK_14_C12b,EBFB34D5FB6,hDeltaK,Traced,926,275,875,275,713048262
977667682,hDeltaK_14_C12b,EBFB34D5FB6,hDeltaK,Traced,802,238,748,235,625722553
977667808,,,,Assign,6,2,6,2,674395
977684339,,,,Orphan,21,8,21,8,6305664
977693206,,,,Assign,5,2,5,2,1776911
977697454,hDeltaL_10_C8,FB26D5FB6d,hDeltaL,Traced,2732,358,2718,358,842255721
977697611,FS1A(FQ9)_C6_L,FB2-6SMPSMP,FS1A,Traced,892,85,814,1,265896083
977710985,AOTU046(PDM21)_L,,AOTU046,Traced,1349,602,105,29,1622607507
977995787,FB8B_R,PLPSLPFB8,FB8B,Traced,1129,247,620,227,1029183636
977995796,FB5U_R,FB5d,FB5U,Traced,1229,200,1224,200,392206705
978004433,FS2(FQ10)_C4_L,FB36SMP,FS2,Traced,633,86,575,22,247974736
978021140,hDeltaA_01_C1,FB4D5FB4,hDeltaA,Traced,4225,448,4224,448,1029961038
978042898,vDeltaD_C6,FB1D0FB6,vDeltaD,Traced,700,122,690,121,303118144
978051730,AOTU046(PDM21)_L,,AOTU046,Traced,1404,620,2,2,1632341703
978336697,FB5R_R,FB5,FB5R,Traced,1184,171,1178,171,390924683
978336888,AOTU046_R,,AOTU046,Traced,1958,713,115,27,1774175847
978345784,FC2C(FQ7)_C4_R,FB1d367CRE,FC2C,Traced,1388,137,1348,103,336056254
978345861,hDeltaL_13_C11,FB26D5FB6d,hDeltaL,Traced,2257,377,2247,375,845085255
978358080,hDeltaH_14_C8,FB2d4D3FB5,hDeltaH,Traced,3017,430,3014,430,881225450
978366493,FB6O_R,SIPSMPFB6_4,FB6O,Traced,1898,486,1689,480,1132041523
978370600,FS2(FQ10)_C6_R,FB36SMP,FS2,Traced,967,103,919,42,316587095
978387957,hDeltaK_02_C2,EBFB34D5FB6,hDeltaK,Traced,918,264,860,264,731842088
978673646,FB6M_R,WEDLALFB6,FB6M,Traced,1171,353,355,116,1224788672
978681977,FC2C(FQ7)_C3_L,FB1d367CRE,FC2C,Traced,1463,145,1363,108,342530480
978682037,,,,Assign,10,1,10,1,449591
978682042,vDeltaD_C4,FB1D0FB6,vDeltaD,Traced,769,132,766,132,298415609
978686073,,,,Assign,1,2,1,2,117320
978686129,FS3(FQ10)_C3_L,FB1d367SMP,FS3,Traced,865,83,793,29,225146576
978716112,vDeltaB_C7,FB1D0FB7_1,vDeltaB,Traced,701,90,700,90,227290418
978720517,,,,Assign,1,2,1,2,20391
978720592,FB6U_L,SMPCREFB6_2,FB6U,Traced,1328,428,1231,422,542266311
978724517,vDeltaC_C7,FB1D0FB7_2,vDeltaC,Traced,698,107,697,107,236745112
978724939,hDeltaC_02_C2,FB26D7FB6,hDeltaC,Traced,2036,273,2035,272,690104244
978733459,ExR5(ring)_L,,ExR5,Traced,2994,1148,654,551,1935836510
979022908,vDeltaB_C3,FB1D0FB7_1,vDeltaB,Traced,576,101,576,101,276190845
979027022,,,,Assign,1,2,1,2,37428
979027169,FS3(FQ10)_C4_R,FB1d367SMP,FS3,Traced,829,90,764,19,240402805
979027431,vDeltaA_b_C4,FB1D0FB8,vDeltaA_b,Traced,284,84,273,84,226736128
979048306,vDeltaB_C4,FB1D0FB7_1,vDeltaB,Traced,505,120,500,120,285245150
979052812,FB7E_L,SMPSIPFB7_2,FB7E,Traced,844,230,564,210,418112500
979065964,FB6Z_R,SMPSIPFB6_9,FB6Z,Traced,1710,507,870,479,1394208639
979066072,FS3(FQ10)_C7_R,FB1d367SMP,FS3,Traced,842,83,768,21,243754739
979069882,FS3(FQ11)_C7_R,FB1d367SMP,FS3,Traced,292,30,262,5,128816996
979070167,vDeltaD_C7,FB1D0FB6,vDeltaD,Traced,864,116,858,116,275346448
979364024,,,,Orphan,26,9,26,9,10726744
979368408,FS3(FQ11)_C4_R,FB1d367SMP,FS3,Traced,568,66,529,9,205282477
979398348,vDeltaA_b_C7,FB1D0FB8,vDeltaA_b,Traced,422,56,416,56,172239372
979407092,,,,Orphan,28,7,28,7,7346986
979705031,,,,Assign,1,2,1,2,1761967
979709324,,,,Assign,5,2,5,2,707607
979709436,vDeltaA_b_C4,FB1D0FB8,vDeltaA_b,Traced,344,74,331,74,214754998
979717680,,,,Orphan,15,1,15,1,494827
979734955,,,,Orphan,16,10,16,10,10440218
979752365,PFL2(PB12b)_L3_C7,PB1-4FB1245LAL,PFL2,Traced,2750,307,2071,8,1104413493
980089353,FS3(FQ10)_C7_R,FB1d367SMP,FS3,Traced,534,51,500,12,178220035
980391392,FS4A(AB)(FQ12)_C3_R,FB38ABSMP,FS4A,Traced,378,46,300,6,125689883
980391580,FB8A_R,SLPSMPFB8_1,FB8A,Traced,635,187,362,182,481411729
980395586,,,,Assign,5,2,5,2,968859
980737209,FB5S_R,FB5d6v,FB5S,Traced,1336,160,1326,159,380762992
981362334,FB2G_a_R,SMPSIPFB2,FB2G_a,Traced,1198,487,825,482,923511507
982684196,CL341_R,pIP9 candidates,CL341,Traced,1769,34,14,1,1775606795
983067799,FS1A(FQ9)_C3_L,FB2-6SMPSMP,FS1A,Traced,1179,85,1097,2,270617598
983093876,FS1A(FQ9)_C8_L,FB2-6SMPSMP,FS1A,Traced,450,86,355,2,224772800
983430664,FS1A(FQ9)_C3_R,FB2-6SMPSMP,FS1A,Traced,1310,95,1243,3,317376276
983767602,FS1B(FQ9)_C2_L,FB25SMPSMP,FS1B,Traced,1232,105,1167,1,298117787
987877232,FB4K_L,CRESMPFB4_3,FB4K,Traced,2078,415,1052,414,1341902381
988269593,FB4E_L,CRELALFB4_1,FB4E,Traced,928,168,516,167,354461974
988567837,FB4G_R,CRELALFB4_3,FB4G,Traced,3861,785,2161,592,1567841591
988909130,FB5V_R,CRELALFB5,FB5V,Traced,1745,269,360,226,714290599
989228019,FB5V_R,CRELALFB5,FB5V,Traced,2006,322,505,260,747593114
1002507159,EPG(PB08)_R7,EPG,EPG,Traced,4220,545,38,10,1316105284
1002507170,PFL1(PB12a)_R7_C1,PFLC,PFL1,Traced,1392,85,873,11,1127535523
1002848124,PFNd(PB04)_R7_C3,PFNd,PFNd,Traced,1443,299,371,209,682555606
1002848661,PEG(PB07)_R7,PEG,PEG,Traced,1004,139,4,3,574633074
1002852791,EPG(PB08)_R7,EPG,EPG,Traced,4112,504,28,4,1209456657
1002999221,PFR_b(PB11b)_L6_C7,PFR_b,PFR_b,Traced,1293,288,946,70,625872511
1003249888,hDeltaK_07_C6a,EBFB34D5FB6,hDeltaK,Traced,886,269,758,247,658035288
1003318634,PFNd(PB04)_L7_C6,,PFNd,Traced,1336,307,343,196,637846497
1003564889,hDeltaK_05_C5,EBFB34D5FB6,hDeltaK,Traced,1105,283,1015,280,761899684
1003659595,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,196,84,28,39,175868484
1003672766,PFL1(PB12a)_L7_C9,PFLC,PFL1,Traced,1149,312,746,4,964632002
1004014587,PEG(PB07)_L7,PEG,PEG,Traced,935,211,5,2,413950685
1004017998,EPG(PB08)_L7,EPG,EPG,Traced,3073,414,12,2,965411401
1004700437,PFL3(PB12c)_L7_C9,PB1-7FB1245LAL,PFL3,Traced,2588,513,2170,6,1092150568
1005261219,hDeltaL_05_C5,FB26D5FB6d,hDeltaL,Traced,3294,355,3278,355,814000915
1005261469,PFR_b(PB11b)_R3_C6,PFR_b,PFR_b,Traced,2356,222,2073,112,761416202
1005308608,EL(EQ5)_L,EBGAs,EL,Traced,4381,729,25,3,1157310567
1005710800,ExR7(ring)_L,,ExR7,Traced,2301,841,9,13,1439854944
1008024276,FB5N_R,SMPCREFB5_4,FB5N,Traced,2011,499,1028,470,1211500058
1008028537,PFL3(PB12c)_R3_C5,PB1-7FB1245LAL,PFL3,Traced,1979,8,1272,5,805860997
1008037566,FB5U_L,FB5d,FB5U,Traced,1551,238,1540,238,453727294
1008041810,vDeltaG_C5,FB12D0FB5d,vDeltaG,Traced,683,129,677,129,293742565
1008041892,hDeltaJ_01_C1b,FB1234D5FB45,hDeltaJ,Traced,1185,215,1184,215,609507440
1008041969,PFR_a(PB11a)_L5_C5,PFR_a,PFR_a,Traced,1345,416,1222,369,513227795
1008361585,,,,Orphan,20,5,20,5,1947020
1008369709,hDeltaJ_14_C12a,FB1234D5FB45,hDeltaJ,Traced,1209,267,1208,267,561795742
1008369816,FB6V_L,SMPCREFB6_3,FB6V,Traced,2061,520,1718,451,652061578
1008378448,FB4Y(EB/NO1)_R,EBCREFB45,FB4Y,Traced,6301,1791,2988,1406,2716937442
1008378609,FB5Y_R,SMPSIPFB5d_2,FB5Y,Traced,2070,525,998,524,1127175118
1008391068,FC2B(FQ7)_C6_L,FB1d356CRE,FC2B,Traced,2174,219,2135,167,459251728
1008395737,FC3(FQ8)_C6_R,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,640,161,630,160,343129864
1008693462,FC2C(FQ7)_C4_R,FB1d367CRE,FC2C,Traced,1275,146,1234,107,315516713
1008693605,FC2C(FQ7)_C7_L,FB1d367CRE,FC2C,Traced,1088,126,1051,91,261049840
1008697906,,,,Orphan,2,2,1,2,328955
1008710589,,,,Assign,5,2,5,2,561696
1008714834,FC3(FQ8)_C5_L,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,363,139,357,137,293593384
1008714991,FC3(FQ8)_C5_L,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,503,142,498,141,281922646
1008727784,FC3(FQ8)_C6_L,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,631,147,626,146,279378822
1009030186,vDeltaE_C4,FB123D0FB6v,vDeltaE,Traced,893,142,891,142,359622032
1009030250,vDeltaF_C4,FB123D0FB5d,vDeltaF,Traced,882,144,881,144,314007482
1009038430,FS2(FQ10)_C4_R,FB36SMP,FS2,Traced,1183,118,1130,55,282080512
1009038739,FC3(FQ8)_C4_R,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,860,172,848,171,331955979
1009039113,,,,Assign,2,2,2,2,66780
1009043211,hDeltaK_13_C11,EBFB34D5FB6,hDeltaK,Traced,1266,368,1196,367,759629172
1009051653,vDeltaE_C5,FB123D0FB6v,vDeltaE,Traced,769,137,765,137,312392846
1009068880,FB6T_L,SIPSMPFB6_7,FB6T,Traced,624,219,421,142,515810574
1009371416,hDeltaC_13_C11,FB26D7FB6,hDeltaC,Traced,1639,313,1639,312,636370715
1009371529,hDeltaL_12_C10,FB26D5FB6d,hDeltaL,Traced,2086,325,2084,324,701093889
1009371535,FC2B(FQ7)_C3_L,FB1d356CRE,FC2B,Traced,2082,169,2051,130,396807579
1009375310,FB7H_R,SMPFB7,FB7H,Traced,2114,431,1973,429,842366522
1009375497,FC2B(FQ7)_C4_R,FB1d356CRE,FC2B,Traced,2018,159,1985,119,399244653
1009375668,FS2(FQ10)_C4_R,FB36SMP,FS2,Traced,1026,98,968,29,245760922
1009379708,,,,Assign,3,2,3,2,21709
1009409823,hDeltaC_10_C8,FB26D7FB6,hDeltaC,Traced,1352,249,1352,249,585931316
1009704231,vDeltaC_C4,FB1D0FB7_2,vDeltaC,Traced,674,103,668,103,271699679
1009708586,FB6K_L,SMPSIPFB6_6,FB6K,Traced,1251,409,1156,406,1057438942
1009708603,hDeltaL_04_C4,FB26D5FB6d,hDeltaL,Traced,2884,323,2882,323,792263996
1009721053,FS3(FQ11)_C4_R,FB1d367SMP,FS3,Traced,392,47,353,4,181306356
1009759779,FB6J_R,FB6_1,FB6J,Traced,1433,214,1430,211,458183342
1009768220,FS2(FQ10)_C7_R,FB36SMP,FS2,Traced,1079,98,1038,36,263026366
1010044978,FS3(FQ11)_C3_R,FB1d367SMP,FS3,Traced,479,56,446,8,172774622
1010065938,,,,Orphan,7,2,7,2,1581233
1010402703,,,,Assign,1,2,1,2,11077
1010433144,,,,Orphan,9,3,9,3,3080364
1010437434,FC2C(FQ7)_C7_L,FB1d367CRE,FC2C,Traced,1015,118,980,83,245307806
1010722557,vDeltaA_b(AB)_C2,AF,vDeltaA_b,Traced,262,64,179,63,159242932
1010731508,FS4A(FQ12)_C3_L,FB138SMP,FS4A,Traced,553,67,511,16,178207538
1010740063,FS3(FQ11)_C3_R,FB1d367SMP,FS3,Traced,214,43,175,4,147297482
1010748004,,,,Orphan,8,3,8,3,1686377
