id,instance,notes,type,status,inputs (#post),outputs (#pre),FB #post,FB #pre,#voxels
1132487921,vDeltaI_C3,FB1D0FB5,vDeltaI,Traced,529,87,526,87,221571807
1132488293,hDeltaI_05_C4,FB2345D5FB45v,hDeltaI,Traced,1825,160,1824,160,423907689
1132492026,,,,Assign,1,2,1,2,27894
1132492441,,,,Assign,10,1,10,1,1333558
1132526832,FB4F_b_R,CRELALFB4_2,FB4F_b,Traced,1715,297,833,284,697617700
1132530992,FB5W_L,SMPCREFB5_7,FB5W,Traced,853,276,565,267,481095862
1132535520,vDeltaK_C6,FB1vD0FB4d5v,vDeltaK,Traced,366,50,364,50,183677495
1132539492,hDeltaI_03_C3,FB2345D5FB45v,hDeltaI,Traced,1749,166,1746,166,445222461
1132824528,FS2(FQ10)_C3_R,FB36SMP,FS2,Traced,880,100,844,40,254198808
1132829002,vDeltaG_C3,FB12D0FB5d,vDeltaG,Traced,944,129,944,129,281045356
1132829058,vDeltaG_C3,FB12D0FB5d,vDeltaG,Traced,869,132,866,132,278980982
1132846376,FB5M_L,CRESMPFB5_5,FB5M,Traced,1654,445,1035,438,676094561
1132867790,,,,Assign,2,2,2,2,89401
1132884644,FB5R_R,FB5,FB5R,Traced,1234,182,1223,181,408579739
1133152394,,,,Assign,1,2,1,2,102288
1133161694,hDeltaJ_12_C10,FB1234D5FB45,hDeltaJ,Traced,952,213,951,213,463693581
1133191339,vDeltaI_C4,FB1D0FB5,vDeltaI,Traced,862,124,855,123,256763520
1133208889,vDeltaK_C5,FB1vD0FB4d5v,vDeltaK,Traced,293,50,291,50,153952287
1133484841,FC3(FQ8)_C2_R,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,965,161,958,160,331102252
1133484977,hDeltaK_11_C9,EBFB34D5FB6,hDeltaK,Traced,939,276,901,274,700047297
1133566834,PFR_a(PB11a)_R3_C7,PFR_a,PFR_a,Traced,1379,356,1274,352,484929565
1133571702,vDeltaH_C7,FB12D0FB5,vDeltaH,Traced,674,83,666,83,216637336
1133825915,vDeltaE_C3,FB123D0FB6v,vDeltaE,Traced,893,132,890,132,316178633
1133839001,,,,Orphan,10,1,10,1,172656
1133839128,FS3(FQ10)_C3_R,FB1d367SMP,FS3,Traced,619,69,585,14,181889605
1133886295,,,,Assign,10,1,10,1,180257
1133890586,PFGs(PB10)_L5_C5,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2149,393,1903,364,1020071695
1133920966,hDeltaK_04_C4,EBFB34D5FB6,hDeltaK,Traced,924,241,835,240,691410102
1133925083,FC2B(FQ7)_C8_R,FB1d356CRE,FC2B,Traced,2327,195,2290,141,420557112
1134162552,FS3(FQ10)_C2_R,FB1d367SMP,FS3,Traced,739,92,693,20,272887722
1134167069,hDeltaK_11_C9,EBFB34D5FB6,hDeltaK,Traced,793,261,752,261,683458334
1134171410,hDeltaI_11_C9,FB2345D5FB45v,hDeltaI,Traced,1372,179,1372,179,426372344
1134175769,hDeltaK_11_C9,EBFB34D5FB6,hDeltaK,Traced,937,274,866,274,688630569
1134179739,,,,Assign,1,2,1,2,64222
1134192807,,,,Orphan,22,1,22,1,886167
1134201762,FC1B(FQ6)_C4_R,FB2CRE,FC1B,Traced,908,177,900,171,321807621
1134201840,,,,Assign,1,2,1,2,12580
1134253374,PFL3(PB12c)_R1_C7,PB1-7FB1245LAL,PFL3,Traced,2066,2,1826,2,610434384
1134261861,,,,Assign,3,2,3,2,163785
1134262292,,,,Assign,1,3,1,3,444953
1134503860,vDeltaC_C0,FB1D0FB7_2,vDeltaC,Traced,587,104,583,103,238913574
1134555401,,,,Assign,4,2,4,2,356807
1134572571,,,,Orphan,4,2,4,2,231331
1134576988,,,,Assign,1,2,1,2,31867
1134581674,vDeltaE_C7,FB123D0FB6v,vDeltaE,Traced,946,163,941,162,280231596
1134603145,,,,Assign,4,2,4,2,963765
1134607058,,,,Orphan,8,3,8,3,539481
1134836131,,,,Orphan,20,1,20,1,1426661
1134840743,FS3(FQ11)_C2_R,FB1d367SMP,FS3,Traced,408,42,368,3,191602047
1134849005,FC2C(FQ7)_C1_R,FB1d367CRE,FC2C,Traced,1226,123,1194,87,334048801
1134849078,FC2B(FQ7)_C1_L,FB1d356CRE,FC2B,Traced,2299,170,2241,124,438632336
1134935312,,,,Orphan,21,7,21,7,5434087
1135173449,FS3(FQ11)_C1_R,FB1d367SMP,FS3,Traced,272,47,233,6,172950166
1135203141,,,,Orphan,17,1,17,1,316057
1135224457,,,,Assign,1,2,1,2,77619
1135285035,,,,Assign,2,2,2,2,141658
1135294306,FC2C(FQ7)_C9_R,FB1d367CRE,FC2C,Traced,974,128,932,95,276156197
1135518161,vDeltaA_b_C0,FB1D0FB8,vDeltaA_b,Traced,182,83,162,78,177730173
1135518409,,,,Orphan,53,28,53,28,37697323
1135565521,,,,Assign,1,2,1,2,44538
1135566210,,,,Orphan,3,3,3,3,2834935
1135570023,,,,Orphan,5,3,5,3,3216844
1135570320,,,,Assign,3,2,3,2,128055
1135604705,,,,Orphan,33,1,33,1,981045
1135625912,,,,Assign,3,2,3,2,347382
1135648698,,,,Assign,6,2,6,2,663664
1135652993,,,,Orphan,3,3,3,3,714518
1135859119,,,,Orphan,49,15,49,15,12439270
1135863959,FS3(FQ11)_C2_R,FB1d367SMP,FS3,Traced,211,35,180,4,169551188
1135872491,vDeltaA_b_C0,FB1D0FB8,vDeltaA_b,Traced,267,82,261,82,184004352
1135880757,,,,Assign,2,2,2,2,291443
1135881013,FS3(FQ11)_C1_R,FB1d367SMP,FS3,Traced,338,44,298,3,178930316
1135898324,FS1B(FQ9)_C3_R,FB25SMPSMP,FS1B,Traced,1001,99,943,9,254515558
1135902716,FC1B(FQ6)_C3_R,FB2CRE,FC1B,Traced,867,156,859,152,281391905
1135902737,FC1C(FQ6)_C3_R,FB2CRE,FC1C,Traced,640,107,598,58,245638517
1135902749,FC1F(FQ6)_C3_R,FB2CRE,FC1F,Traced,716,141,713,137,242643691
1135902770,FC1A(FQ6)_C3_R,FB2CRE,FC1A,Traced,778,169,765,158,317552201
1135907207,PFR_b(PB11b)_R6_C3,PFR_b,PFR_b,Traced,2556,229,2245,129,704924127
1135941181,FC1E(FQ6)_C7_L,FB2CRE,FC1E,Traced,493,95,471,61,227469181
1135941581,FC2A(FQ7)_C7_L,FB1-5CRE,FC2A,Traced,1783,220,1735,181,357353035
1135967883,,,,Assign,3,2,3,2,195457
1135984965,FS3(FQ11)_C8_L,FB1d367SMP,FS3,Traced,322,56,285,4,138165256
1136200534,vDeltaA_b_C2,FB1D0FB8,vDeltaA_b,Traced,342,86,339,86,243993045
1136204852,PFGs(PB10)_R9_C1,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2154,464,2003,452,971124055
1136213460,vDeltaC_C1,FB1D0FB7_2,vDeltaC,Traced,562,79,558,79,238374135
1136248041,FC1D(FQ6)_C3_R,FB2CRE,FC1D,Traced,695,143,677,125,308788529
1136252169,FC1C(FQ6)_C3_R,FB2CRE,FC1C,Traced,888,113,855,65,272759821
1136252170,FS1A(FQ9)_C3_R,FB2-6SMPSMP,FS1A,Traced,929,80,847,3,260539295
1136273393,PFGs(PB10)_L7_C7,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2394,381,2163,359,592330392
1136312746,,,,Orphan,26,6,26,6,9518686
1136545605,,,,Orphan,59,16,59,16,11017783
1136545839,FS4A(FQ12)_C1_R,FB138SMP,FS4A,Traced,445,74,424,28,211172633
1136852640,CL343(PVM10)_R,pMP10 candidates,CL343,Traced,525,592,3,4,724540865
1136865339,ExR2(PPM3-EB-DAN/ring)_L,,ExR2,Traced,1873,1129,1,1,1198248632
1137219365,ER2_a(ring)_R,,ER2_a,Traced,1349,426,1,1,972567243
1137279454,FR1(FQ4)_C8_L,,FR1,Traced,1418,253,947,5,345464953
1137326978,FB2I_a_L,SMPATLFB2,FB2I_a,Traced,1554,723,1356,711,1197590811
1137590785,SIFa(PDM34),,SIFa,Traced,658,344,39,30,4308407118
1138259582,FC1E(FQ6)_C6_L,FB2CRE,FC1E,Traced,465,113,436,83,291335661
1138363720,FC1D(FQ6)_C8_R,FB2CRE,FC1D,Traced,595,137,572,122,287286087
1138601109,FC1B(FQ6)_C2_L,FB2CRE,FC1B,Traced,1016,184,1009,179,313211376
1143129698,FB5V_L,CRELALFB5,FB5V,Traced,932,209,220,202,401889647
1155302782,PFNm_a(PB02a)_R8_C3,PFNm_a,PFNm_a,Traced,546,119,43,63,319944629
1155652503,PFNa(PB03)_R9_C1,PFNa,PFNa,Traced,597,134,36,85,412774414
1156663078,PFNm_b(PB02b)_R8_C3,PFNm_b,PFNm_b,Traced,517,99,83,62,246283752
1156999846,PFNp_a(PB01a)_R8_C3,PFNp_a,PFNp_a,Traced,175,52,12,27,148449235
1157000178,PFNp_e(PB01a)_R8_C3,PFNp_e,PFNp_e,Traced,348,79,32,37,183649556
1158507458,PFNp_e(PB01a)_L8_C7,PFNp_e,PFNp_e,Traced,287,75,12,33,179574042
1158507467,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,168,57,25,26,123595201
1159123802,PFR_b(PB11b)_L1_C9_irreg,,PFR_b,Traced,1666,219,1345,111,639370086
1159403919,hDeltaB_03_C3,FB34vD5FB34v,hDeltaB,Traced,2235,399,2231,399,739061740
1159530101,PFNp_c(PB01c)_L8_C7,PFNp_c,PFNp_c,Traced,347,96,29,58,197650113
1160833169,PFNp_b(PB01b)_L2_C1,PFNp_b,PFNp_b,Traced,148,41,31,25,134082097
1162529693,FB3A_R,,FB3A,Traced,2547,449,1223,354,1488371650
1162857486,,,,Orphan,33,3,33,3,5992302
1162862472,FB3C_L,LALSMPFB3,FB3C,Traced,598,199,542,199,303383920
1162862710,FB4F_a_R,CRELALFB4_2,FB4F_a,Traced,1641,352,859,338,701323334
1162866390,FB3A_L,,FB3A,Traced,1682,474,1192,375,748100151
1162871168,FB4A_R,CRESMPFB4_1,FB4A,Traced,901,102,660,102,270952785
1162879471,vDeltaM_C6,FB1vD0FB4,vDeltaM,Traced,237,34,230,34,137918067
1163181423,vDeltaK_C4,FB1vD0FB4d5v,vDeltaK,Traced,465,70,463,70,191931248
1163181452,vDeltaK_C3,FB1vD0FB4d5v,vDeltaK,Traced,402,49,401,49,166028622
1163185731,vDeltaL_C4,FB1vD0FB4,vDeltaL,Traced,407,45,402,45,154227911
1163185756,vDeltaK_C4,FB1vD0FB4d5v,vDeltaK,Traced,463,67,461,67,178338468
1163185810,vDeltaK_C3,FB1vD0FB4d5v,vDeltaK,Traced,514,64,499,64,204417383
1163185997,hDeltaA_13_C11,FB4D5FB4,hDeltaA,Traced,3105,431,3099,431,721800043
1163190455,,,,Assign,11,1,11,1,808228
1163190900,FB5V_L,CRELALFB5,FB5V,Traced,968,282,458,237,462718318
1163194940,FB4I_L,LALCREFB4,FB4I,Traced,1454,320,721,309,578397680
1163198746,vDeltaL_C5,FB1vD0FB4,vDeltaL,Traced,300,31,297,31,141313535
1163199311,FB4P_b_L,CRESMPFB4_4,FB4P_b,Traced,1690,678,837,626,817671200
1163212068,FB3E_L,SMPLALFB3,FB3E,Traced,812,312,582,256,514265267
1163216190,,,,Orphan,11,4,11,4,2441246
1163228703,FB4F_a_L,CRELALFB4_2,FB4F_a,Traced,1231,361,836,351,540522164
1163522330,hDeltaM_13_C7,FB24D3FB5,hDeltaM,Traced,2100,345,2099,345,798606162
1163531324,hDeltaI_06_C5,FB2345D5FB45v,hDeltaI,Traced,1906,195,1898,194,535871069
1163552692,FC1D(FQ6)_C5_L,FB2CRE,FC1D,Traced,442,132,419,114,315573866
1163570493,FB5V_L,CRELALFB5,FB5V,Traced,1224,273,442,215,450487949
1163574511,vDeltaK_C5,FB1vD0FB4d5v,vDeltaK,Traced,319,52,317,52,168725430
1163846137,,,,Traced,39,32,1,1,54371153
1163855153,,,,Orphan,13,11,13,11,10947556
1163855431,,,,Assign,1,2,1,2,187030
1163868121,vDeltaH_C3,FB12D0FB5,vDeltaH,Traced,648,99,644,99,233722737
1163880830,vDeltaK_C5,FB1vD0FB4d5v,vDeltaK,Traced,346,52,346,52,168596714
1163889808,FC1B(FQ6)_C5_R,FB2CRE,FC1B,Traced,667,177,664,167,299590001
1163894164,hDeltaI_07_C6,FB2345D5FB45v,hDeltaI,Traced,1786,232,1782,232,521318968
1163898298,FB5V_R,CRELALFB5,FB5V,Traced,1695,274,525,199,661211274
1164187272,FC2C(FQ7)_C3_R,FB1d367CRE,FC2C,Traced,1377,116,1344,84,277145376
1164196230,FS1B(FQ9)_C3_L,FB25SMPSMP,FS1B,Traced,1096,96,1036,2,266589655
1164200688,vDeltaH_C3,FB12D0FB5,vDeltaH,Traced,825,130,825,130,282860608
1164209179,hDeltaJ_13_C11,FB1234D5FB45,hDeltaJ,Traced,837,184,836,184,432686310
1164217481,FC1C(FQ6)_C4_L,FB2CRE,FC1C,Traced,600,86,536,27,256940785
1164234826,FC1E(FQ6)_C5_R,FB2CRE,FC1E,Traced,468,119,449,87,282138569
1164235156,FC1F(FQ6)_C5_L,FB2CRE,FC1F,Traced,617,153,614,153,241761740
1164235179,FC1A(FQ6)_C5_L,FB2CRE,FC1A,Traced,704,187,693,173,343527555
1164243389,,,,Orphan,160,17,160,17,27053337
1164260554,vDeltaI_C7,FB1D0FB5,vDeltaI,Traced,528,78,526,78,188641842
1164269666,PFR_a(PB11a)_R3_C7,PFR_a,PFR_a,Traced,1443,390,1386,380,474982361
1164528411,,,,Orphan,1,3,1,3,179543
1164545788,FC2B(FQ7)_C2_L,FB1d356CRE,FC2B,Traced,2870,246,2808,184,505184719
1164580066,,,,Orphan,16,9,16,9,7452280
1164597572,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,140,50,21,28,113308724
1164615491,hDeltaI_04_C3,FB2345D5FB45v,hDeltaI,Traced,1515,130,1515,130,373273821
1164615563,,,,Assign,3,2,3,2,868283
1164882751,FC2A(FQ7)_C3_L,FB1-5CRE,FC2A,Traced,2339,259,2290,225,446648494
1164917156,FC1E(FQ6)_C5_L,FB2CRE,FC1E,Traced,300,95,282,72,248594439
1164925502,,,,Assign,10,1,10,1,1585211
1164951941,,,,Assign,8,2,8,2,1365115
1165206460,hDeltaK_10_C8,EBFB34D5FB6,hDeltaK,Traced,1135,350,1026,350,837985614
1165210479,,,,Assign,1,2,1,2,74978
1165210713,,,,Assign,2,2,2,2,20367
1165232356,,,,Orphan,6,2,6,2,2655506
1165236314,FC1A(FQ6)_C4_R,FB2CRE,FC1A,Traced,714,191,695,175,365983232
1165301494,FC3(FQ8)_C8_R,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,436,139,432,137,282524834
1165314688,hDeltaC_04_C4,FB26D7FB6,hDeltaC,Traced,2316,239,2315,239,593936111
1165542823,hDeltaC_11_C9,FB26D7FB6,hDeltaC,Traced,1318,235,1317,235,570346222
1165551524,hDeltaJ_11_C9,FB1234D5FB45,hDeltaJ,Traced,858,202,855,202,460604539
1165551788,,,,Orphan,15,1,15,1,582972
1165638053,,,,Assign,3,2,3,2,16696
1165660061,,,,Orphan,19,1,19,1,388119
1165870993,,,,Orphan,24,1,24,1,737438
1165875511,,,,Orphan,26,4,26,4,5602321
1165879455,,,,Orphan,7,2,7,2,1558550
1165957387,,,,Assign,1,2,1,2,17487
1165961664,FC3(FQ8)_C7_R,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,636,140,620,139,345959623
1165974429,,,,Orphan,14,8,14,8,3585701
1166259592,,,,Orphan,12,1,12,1,355729
1166328873,FS3(FQ10)_C8_L,FB1d367SMP,FS3,Traced,486,74,440,12,187146797
1166328916,,,,Assign,1,2,1,2,82627
1166341869,,,,Assign,5,2,5,2,1115768
1166341902,,,,Orphan,12,5,12,5,3038244
1166549457,,,,Orphan,3,2,3,2,2066489
1166566237,vDeltaD_C1,FB1D0FB6,vDeltaD,Traced,846,111,842,111,302428784
1166587490,,,,Assign,1,2,1,2,49948
1166592211,,,,Unimportant,2,2,2,2,7052361
1166592256,FS1B(FQ9)_C3_R,FB25SMPSMP,FS1B,Traced,897,88,860,1,248904231
1166592315,FS4B(AB)(FQ12)_C3_R,FB128SMP,FS4B,Traced,224,31,104,3,135169336
1166630625,,,,Assign,2,2,2,2,34113
1166674437,FC2C(FQ7)_C9_L,FB1d367CRE,FC2C,Traced,847,134,796,100,175162270
1166686904,,,,Orphan,25,12,25,12,5671261
1166885674,hDeltaF_08_C4,FB16d7D2FB67,hDeltaF,Traced,2919,369,2918,369,942562327
1166890100,FC2C(FQ7)_C1_R,FB1d367CRE,FC2C,Traced,1096,118,1059,86,285576386
1166907043,,,,Assign,2,3,2,3,569098
1167002306,,,,Assign,1,2,1,2,406021
1167019934,,,,Orphan,27,8,27,8,5499653
1167235473,FS3(FQ10)_C1_R,FB1d367SMP,FS3,Traced,758,70,704,7,234377908
1167235569,FS4B(FQ12)_C1_R,FB128SMP,FS4B,Traced,530,68,491,2,240415389
1167235720,FS3(FQ10)_C1_R,FB1d367SMP,FS3,Traced,742,74,702,16,238463870
1167252270,,,,Assign,1,2,1,2,59724
1167282562,PFL2(PB12b)_R4_C2,PB1-4FB1245LAL,PFL2,Traced,3100,376,2093,6,1481422725
1167339041,,,,Assign,11,1,11,1,905556
1167343077,,,,Assign,2,2,2,2,24083
1167343752,,,,Orphan,20,2,20,2,1424491
1167369213,,,,Orphan,21,6,21,6,2803078
1167593263,FS2(FQ10)_C1_R,FB36SMP,FS2,Traced,1284,109,1232,43,297264932
1167706312,,,,Assign,3,2,2,2,759524
1167921326,,,,Assign,1,2,1,2,23277
1167956458,PFR_a(PB11a)_R7_C3,PFR_a,PFR_a,Traced,1518,464,1458,452,507060988
1167965225,EL(EQ5)_R,EBGAs,EL,Traced,4003,873,4,2,1203007342
1167969032,FC1F(FQ6)_C2_R,FB2CRE,FC1F,Traced,763,151,758,149,283932470
1167969148,FC3(FQ8)_C2_R,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,559,141,553,140,332536266
1168283924,FB2G_b_R,SIPLALFB2,FB2G_b,Traced,1412,460,592,457,1191477333
1168302280,FS2(FQ10)_C9_L,FB36SMP,FS2,Traced,500,92,446,30,242124120
1168314368,PFR_a(PB11a)_R8_C2,PFR_a,PFR_a,Traced,1351,412,1291,405,501206113
1168331947,FR2(FQ4)_C9_L_small,,FR2,Traced,329,88,313,1,137690027
1168340507,EL(EQ5)_L,EBGAs,EL,Traced,4541,813,45,3,1175399808
1168387674,FB1B_L,SMPSLPFB1d,FB1B,Traced,952,265,549,256,421526260
1168603800,FB4Q_b_R,CRESMPFB4_5,FB4Q_b,Traced,1694,468,1082,466,702668915
1168625046,FB2E_R,SCLSMPFB2,FB2E,Traced,1362,552,1124,551,1254587611
1168660275,FR1(FQ4)_C9_L,,FR1,Traced,1157,213,705,4,320804774
1168664374,FR1(FQ4)_C1_R,,FR1,Traced,1915,230,1504,1,493648860
1168664447,EPGt(PB09)_L9,EPGt,EPGt,Traced,610,167,28,5,390899085
1168664495,EPG(PB08)_L8,EPG,EPG,Traced,3858,468,20,2,1000269781
1168664512,FC1C(FQ6)_C9_L,FB2CRE,FC1C,Traced,488,110,438,53,223552690
1168733095,FB2D_L,LALCREFB2_2,FB2D,Traced,2813,526,2644,520,865382524
1169397759,FC1A(FQ6)_C1_R,FB2CRE,FC1A,Traced,658,170,649,155,323959395
1169739559,FB2K_L,LALSMPFB2,FB2K,Traced,752,138,545,138,272803307
1187693355,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,162,44,32,28,142162178
1187831582,PFNa(PB03)_L9_C9,PFNa,PFNa,Traced,682,181,45,113,384194515
1187844616,PFNd(PB04)_L9_C8,,PFNd,Traced,1212,301,292,191,502728141
1188043606,PFNp_d(PB01a)_R8_C3,PFNp_d,PFNp_d,Traced,114,29,34,23,107834774
1188163963,PFNm_a(PB02a)_L9_C9,PFNm_a,PFNm_a,Traced,580,121,72,72,251157582
1188181261,PFNd(PB04)_L9_C8,,PFNd,Traced,1132,276,260,157,489974838
1188371481,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,151,53,16,34,139693719
1188504924,vDeltaM_C0,FB1vD0FB4,vDeltaM,Traced,205,34,201,33,139424020
1188509405,vDeltaK_C0,FB1vD0FB4d5v,vDeltaK,Traced,468,65,465,65,163286801
1188716311,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,152,31,29,19,127026545
1189549476,PFNm_b(PB02b)_L9_C9,PFNm_b,PFNm_b,Traced,375,88,77,53,200887917
1189882785,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,135,48,24,32,111933746
1189887646,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,160,43,31,25,116529422
1189891402,PFGs(PB10)_L8_C8,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,1643,285,1418,241,588763195
1192152791,EL(EQ5)_R,EBGAs,EL,Traced,4261,825,12,4,1162425268
1192588945,,,,Traced,58,54,10,2,129657055
1192606191,hDeltaB_12_C10,FB34vD5FB34v,hDeltaB,Traced,2152,549,2147,549,846272668
1193560072,FB3A_L,,FB3A,Traced,1702,444,1228,366,733766372
1193560469,FB3C_R,LALSMPFB3,FB3C,Traced,761,249,563,247,546908679
1193879608,vDeltaM_C4,FB1vD0FB4,vDeltaM,Traced,272,40,269,40,149569430
1193884219,vDeltaM_C4,FB1vD0FB4,vDeltaM,Traced,204,32,200,32,129167207
1193884233,vDeltaL_C4,FB1vD0FB4,vDeltaL,Traced,294,38,292,38,147678624
1193910358,,,,Assign,6,2,6,2,1704520
1194220763,vDeltaK_C4,FB1vD0FB4d5v,vDeltaK,Traced,429,55,421,55,164036498
1194225537,,,,Assign,1,2,1,2,825576
1194242354,FB4E_L,CRELALFB4_1,FB4E,Traced,754,194,618,191,306159092
1194246820,FB2D_R,LALCREFB2_2,FB2D,Traced,3232,590,2863,568,1089666921
1194268237,,,,Orphan,18,4,18,4,5111777
1194558092,hDeltaI_12_C10,FB2345D5FB45v,hDeltaI,Traced,1340,208,1338,208,450738571
1194562300,,,,Orphan,63,7,63,7,8980396
1194562363,FB5V_L,CRELALFB5,FB5V,Traced,772,185,109,176,389750439
1194566202,,,,Assign,10,1,10,1,448385
1194885788,,,,Orphan,20,1,20,1,1973563
1194912241,vDeltaK_C5,FB1vD0FB4d5v,vDeltaK,Traced,298,47,294,47,168021697
1194937249,vDeltaK_C5,FB1vD0FB4d5v,vDeltaK,Traced,325,42,322,42,163149050
1194937327,vDeltaL_C5,FB1vD0FB4,vDeltaL,Traced,224,31,224,31,147860536
1194937507,vDeltaM_C5,FB1vD0FB4,vDeltaM,Traced,167,32,166,32,130494202
1194942043,FC1F(FQ6)_C6_R,FB2CRE,FC1F,Traced,804,165,799,164,308854754
1194946557,FC1B(FQ6)_C6_R,FB2CRE,FC1B,Traced,834,170,825,167,299157722
1194958916,vDeltaM_C6,FB1vD0FB4,vDeltaM,Traced,305,36,300,36,155219403
1195222133,,,,Assign,2,3,2,3,28695
1195235619,vDeltaI_C3,FB1D0FB5,vDeltaI,Traced,716,103,716,103,220777463
1195235620,vDeltaH_C3,FB12D0FB5,vDeltaH,Traced,823,98,819,98,249535617
1195256943,vDeltaM_C5,FB1vD0FB4,vDeltaM,Traced,209,27,208,27,126554539
1195287289,FC1A(FQ6)_C6_R,FB2CRE,FC1A,Traced,588,166,576,150,332659025
1195308770,,,,Assign,10,1,10,1,1905427
1195554644,vDeltaE_C1,FB123D0FB6v,vDeltaE,Traced,875,115,875,115,282943755
1195559184,FR1(FQ4)_C2_L,,FR1,Traced,2696,275,2149,3,603464119
1195606601,PFR_a(PB11a)_L5_C5,PFR_a,PFR_a,Traced,1159,385,991,332,454288161
1195619486,,,,Orphan,8,2,8,2,1691509
1195632413,vDeltaH_C7,FB12D0FB5,vDeltaH,Traced,737,89,735,89,202938344
1195658585,FS4A(AB)(FQ12)_C8_R,FB38ABSMP,FS4A,Traced,189,44,143,2,155663144
1195891557,FS1A(FQ9)_C2_R,FB2-6SMPSMP,FS1A,Traced,768,94,704,3,301492405
1195913021,FC3(FQ8)_C3_L,FB2356CRE; Tdc2-PB1/2 candidates,FC3,Traced,816,186,815,186,321119325
1195917506,FC1F(FQ6)_C3_L,FB2CRE,FC1F,Traced,980,199,973,199,344105976
1195934803,,,,Orphan,31,1,31,1,3502462
1195947727,vDeltaL_C5,FB1vD0FB4,vDeltaL,Traced,268,30,268,30,138581767
1195956133,,,,Orphan,13,2,13,2,2241024
1195960707,,,,Orphan,2,2,2,2,505173
1195973360,vDeltaG_C8,FB12D0FB5d,vDeltaG,Traced,724,141,719,140,249900302
1195990680,,,,Assign,2,2,2,2,116440
1195995275,,,,Assign,1,2,1,2,100560
1195999722,FC2B(FQ7)_C8_L,FB1d356CRE,FC2B,Traced,1827,190,1784,143,253119785
1196003957,,,,Orphan,11,1,11,1,585974
1196232789,hDeltaJ_11_C9,FB1234D5FB45,hDeltaJ,Traced,994,191,993,191,455105674
1196249431,,,,Assign,1,2,1,2,7407
1196331633,,,,Assign,1,2,1,2,494583
1196340728,,,,Orphan,19,7,19,7,5987116
1196573432,FC2B(FQ7)_C2_R,FB1d356CRE,FC2B,Traced,2444,215,2402,160,461150884
1196573821,FC2B(FQ7)_C1_R,FB1d356CRE,FC2B,Traced,1861,155,1821,114,373280577
1196673506,hDeltaJ_04_C4,FB1234D5FB45,hDeltaJ,Traced,1385,172,1384,172,480226230
1196936035,,,,Assign,1,2,1,2,36644
1196953630,,,,Assign,1,2,1,2,435045
1196953639,,,,Assign,1,2,1,2,403069
1197013780,,,,Assign,2,3,2,3,369035
1197018694,,,,Orphan,13,4,13,4,2921470
1197036006,,,,Assign,4,2,4,2,551042
1197242965,vDeltaG_C2,FB12D0FB5d,vDeltaG,Traced,1019,133,1018,133,330433073
1197243068,vDeltaA_a(AB)_C2,AF,vDeltaA_a,Traced,446,80,187,57,185457238
1197246979,FS4C(FQ12)_C2_R,FB267SMP,FS4C,Traced,506,87,471,2,152971303
1197251489,FS2(FQ10)_C2_R,FB36SMP,FS2,Traced,1604,140,1548,55,403693207
1197255453,,,,Orphan,49,7,49,7,7425770
1197260134,vDeltaC_C0,FB1D0FB7_2,vDeltaC,Traced,793,106,784,106,263589804
1197273038,,,,Orphan,32,9,32,9,6186139
1197333495,,,,Orphan,12,1,12,1,295561
1197354803,,,,Assign,4,2,4,2,283706
1197376339,,,,Orphan,5,4,5,4,2601632
1197390448,,,,Traced,138,167,1,1,203540091
1197609784,,,,Assign,11,1,11,1,238089
1197967828,FB4Z_L,FB4d5v,FB4Z,Traced,823,106,816,105,204536979
1197972213,FB4Z_L,FB4d5v,FB4Z,Traced,1312,147,1306,147,312648905
1198041835,hDeltaK_05_C5,EBFB34D5FB6,hDeltaK,Traced,897,263,787,250,673457383
1198049989,FC2C(FQ7)_C9_R,FB1d367CRE,FC2C,Traced,1073,142,1020,102,304289885
1198062894,,,,Orphan,15,5,15,5,2741711
1198266283,,,,Orphan,12,8,12,8,6857501
1198300122,,,,Assign,1,2,1,2,19920
1198330286,ExR2(PPM3-EB-DAN/ring)_R,,ExR2,Traced,2590,1152,1,1,1472264855
1198373719,,,,Assign,3,2,3,2,505376
1198373874,vDeltaD_C9,FB1D0FB6,vDeltaD,Traced,823,114,820,114,264752956
1198400149,,,,Orphan,12,5,12,5,2762884
1198404304,,,,Assign,1,2,1,2,89830
1198654537,FC1A(FQ6)_C2_R,FB2CRE,FC1A,Traced,688,179,680,161,325182742
1198658803,hDeltaL_01_C1,FB26D5FB6d,hDeltaL,Traced,2906,402,2901,401,935130773
