id,instance,notes,type,status,inputs (#post),outputs (#pre),EB #post,EB #pre,#voxels
1291422275,,,,Orphan,20,1,20,1,2145196
1291426529,,,,Orphan,7,5,7,5,2390165
1291435551,ER1_a(ring)_R,,ER1_a,Traced,633,214,402,209,443295583
1291435693,ER1_b(ring)_R,,ER1_b,Traced,821,242,587,232,512500871
1291435776,ER3p_a(ring)_R,,ER3p_a,Traced,824,289,724,280,694712883
1291444314,ER1_a(ring)_L,,ER1_a,Traced,502,215,494,211,283673444
1291780631,ER3m(ring)_L,,ER3m,Traced,957,340,907,326,467326307
1291780675,ER3m(ring)_R,,ER3m,Traced,968,295,869,287,616393513
1291780710,ER3m(ring)_L,,ER3m,Traced,980,339,972,331,434835505
1292113218,ER3d_a(ring)_L,,ER3d_a,Traced,1092,352,1037,338,483972181
1292121433,ER3d_d(ring)_R,,ER3d_d,Traced,1138,310,993,300,638846821
1292134581,,,,Orphan,16,5,16,5,5258344
1292134867,,,,Orphan,8,3,8,3,4189573
1292151746,,,,Orphan,22,5,22,5,3266280
1292445517,ER3d_b(ring)_L,,ER3d_b,Traced,975,291,868,283,389186608
1292458303,ER3d_b(ring)_L,,ER3d_b,Traced,1010,304,900,297,429372106
1292458366,ER3d_d(ring)_L,,ER3d_d,Traced,1078,292,998,288,394513936
1292466818,ER3d_d(ring)_R,,ER3d_d,Traced,1084,311,951,303,601214765
1292794996,ER3m(ring)_R,,ER3m,Traced,959,277,886,268,589899242
1292799162,ER3m(ring)_L,,ER3m,Traced,882,261,863,255,383854750
1292799346,ER3m(ring)_L,,ER3m,Traced,924,333,901,327,449128238
1292803650,ER3m(ring)_R,,ER3m,Traced,1017,336,909,309,660582381
1292807819,ER3m(ring)_R,,ER3m,Traced,1018,282,936,266,601265310
1292816565,ER3m(ring)_R,,ER3m,Traced,1029,333,901,311,680157635
1292846965,ER4d(ring)_L,,ER4d,Traced,1823,554,1808,552,793818583
1292847181,ER4m(ring)_R,,ER4m,Traced,1702,921,1558,916,1630290346
1292882359,EL(EQ5)_R,EBGAs,EL,Traced,3977,685,3966,680,1041443302
1293135946,ER3m(ring)_L,,ER3m,Traced,838,241,819,230,364686080
1293136062,ER3a_a(ring)_R,,ER3a_a,Traced,706,206,583,194,462829419
1293157840,,,,Orphan,10,3,10,3,3302601
1294082002,ER1_b(ring)_R,,ER1_b,Traced,793,250,507,242,516623909
1294414279,ER1_a(ring)_R,,ER1_a,Traced,758,214,487,212,494773963
1318109929,PEN_b(PB06b)_L7,PEN2,PEN_b(PEN2),Traced,1781,438,792,301,839952860
1321140852,EL(EQ5)_R,EBGAs,EL,Traced,3982,769,3927,754,1082336887
1321801086,,,,Orphan,5,2,5,2,1325423
1321805826,,,,Orphan,1,2,1,2,324621
1322129437,ER1_a(ring)_L,,ER1_a,Traced,388,212,376,212,233168793
1322129610,ER1_b(ring)_R,,ER1_b,Traced,778,218,548,209,452235801
1322129724,ER1_b(ring)_L,,ER1_b,Traced,482,201,474,198,244246188
1322129730,ER1_b(ring)_L,,ER1_b,Traced,509,202,504,200,235331267
1322129781,ER1_a(ring)_R,,ER1_a,Traced,560,178,378,174,406611685
1322133296,ER1_a(ring)_L,,ER1_a,Traced,431,210,428,210,235581142
1322133531,ER1_b(ring)_L,,ER1_b,Traced,468,189,462,186,234150609
1322133768,ER1_a(ring)_L,,ER1_a,Traced,396,193,395,192,226388062
1322133825,ER1_a(ring)_L,,ER1_a,Traced,351,195,346,195,222447989
1322133858,ER1_a(ring)_R,,ER1_a,Traced,567,200,330,195,392635236
1322133891,ER1_b(ring)_L,,ER1_b,Traced,499,203,495,201,282370839
1322137688,ER1_b(ring)_R,,ER1_b,Traced,754,199,478,193,429097545
1322138079,ER1_b(ring)_R,,ER1_b,Traced,669,216,477,202,455746964
1322142457,,,,Orphan,22,8,22,8,7939425
1322142525,,,,Orphan,18,1,18,1,2015311
1322142804,ER1_b(ring)_L,,ER1_b,Traced,158,88,154,83,103711026
1322466938,ER1_a(ring)_R,,ER1_a,Traced,714,215,412,211,447031577
1322470368,ER1_a(ring)_R,,ER1_a,Traced,703,211,488,210,508046690
1322470462,ER1_a(ring)_R,,ER1_a,Traced,631,212,401,210,459913953
1322470509,ER3p_a(ring)_L,,ER3p_a,Traced,888,311,825,308,483419657
1322470594,ER3p_a(ring)_L,,ER3p_a,Traced,839,301,725,292,454009178
1322474586,ER3p_a(ring)_R,,ER3p_a,Traced,873,293,787,283,639550959
1322488048,,,,Orphan,5,3,5,3,2817731
1322811128,ER3p_b(ring)_L,,ER3p_b,Traced,1031,348,891,335,432036907
1322811160,ER3p_b(ring)_L,,ER3p_b,Traced,1038,317,902,309,424647554
1322811232,ER3p_b(ring)_L,,ER3p_b,Traced,973,340,833,330,453208049
1322811240,ER3p_a(ring)_R,,ER3p_a,Traced,925,314,816,303,697431632
1323156554,ER3p_b(ring)_R,,ER3p_b,Traced,1065,335,903,323,611348841
1323536416,,,,Orphan,9,4,9,4,2647325
1324145475,ER4d(ring)_R,,ER4d,Traced,1999,555,1876,536,1148479791
1324209745,FB3B(EB)_L,EBCREFB3,FB3B,Traced,696,244,220,41,346714067
1324430237,ER6(ring)_R,,ER6,Traced,2216,550,487,314,1016271341
1324529361,,,,Orphan,19,1,19,1,1153401
1352810681,,,,Orphan,2,3,2,3,1362883
1352823209,ER1_a(ring)_L,,ER1_a,Traced,466,207,459,205,269107299
1352823345,,,,Orphan,18,8,18,8,5342620
1353168228,ER1_b(ring)_L,,ER1_b,Traced,211,82,203,69,105050398
1353544607,PEN_b(PB06b)_L8,PEN2,PEN_b(PEN2),Traced,1807,490,691,318,619565622
1354571194,,,,Orphan,10,4,10,4,3260779
1354951374,,,,Traced,68,78,38,23,211741494
1355223044,,,,Orphan,12,8,12,8,4357467
1355806197,ER1_a(ring)_R,,ER1_a,Traced,599,203,351,197,432332703
1355810793,ER3a_a(ring)_R,,ER3a_a,Traced,649,194,538,185,461317053
1380495496,PEN_a(PB06a)_L6,PEN1,PEN_a(PEN1),Traced,1285,367,553,275,467834236
1383533958,,,,Orphan,4,3,4,3,648730
1383844852,,,,Orphan,4,2,4,2,1072164
1384237751,,,,Orphan,11,2,11,2,1769517
1384527762,,,,Orphan,12,3,12,3,1181430
1384531894,,,,Orphan,19,13,19,13,8150242
1384553069,,,,Orphan,2,3,2,3,1735231
1384562079,,,,Orphan,10,1,10,1,268965
1384566288,,,,Orphan,44,8,44,8,5378630
1384583729,,,,Orphan,8,3,8,3,1197802
1385550131,,,,Orphan,9,4,9,4,1449240
1385895306,,,,Orphan,8,4,8,4,2017873
1385921430,,,,Orphan,2,2,2,2,309745
1386577828,,,,Traced,73,58,62,19,241189567
1389029837,,,,Traced,136,59,1,1,41342448
1414534861,,,,Unimportant,1,2,1,2,15709036
1414560523,,,,Orphan,14,2,14,2,910411
1414897117,,,,Orphan,15,1,15,1,829848
1414910624,,,,Orphan,6,2,6,2,637093
1415592152,,,,Orphan,3,4,3,4,1741165
1415592424,,,,Orphan,22,6,22,6,4090291
1415618434,,,,Orphan,5,3,5,3,1339960
1415903220,,,,Orphan,19,1,19,1,439790
1415963809,,,,Orphan,3,3,3,3,1349461
1415963820,,,,Orphan,13,4,13,4,2650758
1416636722,,,,Orphan,5,2,5,2,832362
1416900410,ER4d(ring)_L,,ER4d,Traced,1931,562,1891,553,783143047
1417643125,,,,Orphan,23,8,7,3,6819040
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,57,34,6190229391
1445957861,,,,Orphan,1,2,1,2,5135023
1446247177,,,,Orphan,21,1,21,1,388291
1446299350,,,,Orphan,42,2,42,2,3783252
1446601305,,,,Orphan,16,10,16,10,4497130
1446601889,,,,Orphan,7,2,7,2,1314322
1446938019,,,,Orphan,24,1,24,1,807072
1447253749,EL(EQ5)_R,EBGAs,EL,Traced,3970,668,3953,661,1208330340
1447576662,EPG(PB08)_L1,,EPG,Traced,5107,676,4615,321,1568187447
1447675979,,,,Orphan,69,4,69,4,5403731
1449247522,ExR2(PPM3-EB-DAN/ring)_R,,ExR2,Traced,2389,1124,1505,598,1184449527
1450408873,,,,Traced,66,40,1,1,18213981
1451440550,,,,Traced,93,47,1,1,24892528
1477320738,,,,Orphan,15,3,15,3,2162358
1477330081,,,,Orphan,13,1,13,1,238574
1477618840,,,,Assign,1,2,1,2,610330
1477956102,,,,Unimportant,1,2,1,2,1739722
1478034219,,,,Orphan,2,4,2,4,1129009
1478370546,,,,Orphan,20,1,20,1,771293
1478663427,,,,Orphan,9,2,9,2,874491
1478732596,,,,Traced,34,37,23,11,63289660
1479051822,,,,Orphan,6,5,6,5,2424297
1479367478,,,,Orphan,18,9,18,9,8024115
1480019168,,,,Orphan,14,2,14,2,1163730
1480027860,,,,Orphan,7,2,7,2,3242696
1480735753,,,,Traced,85,26,1,1,20417995
1508330520,,,,Orphan,21,9,21,9,3955785
1508334312,PEN_a(PB06a)_L3,PEN1,PEN_a(PEN1),Traced,1937,604,831,481,945241267
1508369047,EL(EQ5)_R,EBGAs,EL,Traced,4309,796,4196,771,1112317868
1508667014,,,,Orphan,8,3,8,3,2419878
1508697249,,,,Orphan,12,3,12,3,3077208
1509025172,,,,Orphan,17,1,17,1,681660
1509332104,,,,Orphan,12,1,12,1,362283
1509336684,,,,Orphan,16,1,16,1,547178
1509344907,,,,Orphan,19,1,19,1,1444734
1509750127,,,,Orphan,5,2,5,2,1969369
1510065481,,,,Orphan,23,8,23,8,10069662
1510700140,,,,Orphan,20,17,20,17,8546982
1510708693,,,,Orphan,19,9,19,9,7810177
1513674176,ER4d(ring)_R,,ER4d,Traced,1993,588,1847,565,1182276480
1539373839,,,,Orphan,24,6,24,6,3828246
1539731924,,,,Orphan,6,2,6,2,469939
1540047157,,,,Orphan,10,1,10,1,866456
1540375089,,,,Orphan,12,1,12,1,507414
1540392384,,,,Orphan,26,4,26,4,2478619
1540392647,,,,Orphan,44,10,44,10,7743977
1540414041,,,,Orphan,2,3,2,3,1847824
1540785255,,,,Orphan,12,6,12,6,5583518
1541406772,,,,Orphan,2,2,2,2,770414
1541437092,,,,Orphan,21,9,21,9,3886104
1541437144,,,,Orphan,16,2,16,2,2649483
1541752014,,,,Orphan,13,1,13,1,321549
1542110412,,,,Orphan,24,1,24,1,1555856
1542114796,,,,Orphan,61,6,61,6,7215701
1542434383,,,,Orphan,10,1,10,1,319657
1571078393,,,,Orphan,11,5,11,5,4182228
1571086301,,,,Orphan,27,2,27,2,1464235
1571419246,,,,Orphan,5,2,5,2,592645
1571479015,,,,Assign,3,2,3,2,1696833
1572096433,,,,Orphan,61,12,61,12,10917547
1572471780,,,,Orphan,9,2,9,2,2571539
1573123683,,,,Orphan,17,1,17,1,372094
1573154205,,,,Orphan,18,6,18,6,8054347
1600083889,PEN_b(PB06b)_L9,PEN2,PEN_b(PEN2),Traced,1513,328,535,215,535483990
1601715638,ExR8(ring)_R,,ExR8,Traced,1685,441,931,3,1111869658
1601771527,PEN_b(PB06b)_R9,PEN2,PEN_b(PEN2),Traced,1585,330,596,235,695171696
1601802595,,,,Orphan,8,2,8,2,2415071
1602112842,,,,Orphan,22,10,22,10,7549613
1602458776,,,,Orphan,6,4,6,4,2728590
1602799144,,,,Orphan,8,6,8,6,5353366
1603135534,,,,Orphan,22,2,22,2,1144684
1603135744,,,,Orphan,12,3,12,3,3254131
1604525567,,,,Orphan,14,1,14,1,1387295
1604871150,,,,Orphan,17,2,17,2,1791207
1631450739,PEN_b(PB06b)_L5,PEN2,PEN_b(PEN2),Traced,1969,454,659,325,883989562
1634218160,,,,Orphan,5,7,5,6,3979016
1634511801,,,,Orphan,14,1,14,1,549562
1634874200,,,,Orphan,8,5,8,5,2763976
1664532068,,,,Orphan,16,6,16,6,3038956
1664890981,,,,Orphan,28,10,28,10,11907770
1664899310,,,,Orphan,27,11,27,11,12273913
1665231140,,,,Orphan,13,6,13,6,4988140
1665231340,,,,Orphan,21,7,21,7,5817131
1665896164,,,,Orphan,19,7,19,7,8644721
1665913443,,,,Orphan,30,7,30,7,6173293
1730608428,ExR4(ring)_R,,ExR4,Traced,8268,1288,5133,1250,3333716175
5812979082,ER2_d(ring)_L,,ER2_d,Traced,1176,428,1087,425,572310338
5812979222,ER4d(ring)_R,,ER4d,Traced,2007,573,1846,559,1089870136
5812979230,ER3w_b(ring)_R,,ER3w_b,Traced,893,285,831,275,672398766
5812979459,ER3p_a(ring)_L,,ER3p_a,Traced,944,326,788,315,496722478
5812979604,ER5(ring)_R,,ER5,Traced,1065,603,958,600,1229144757
5812979684,ER3m(ring)_L,,ER3m,Traced,847,262,826,247,417567563
5812979686,ER3d_b(ring)_L,,ER3d_b,Traced,1090,304,1008,295,405691680
5812983734,ER6(ring)_R,,ER6,Traced,2158,537,447,320,901469199
5812983887,ER3d_a(ring)_L,,ER3d_a,Traced,1275,348,1193,341,497496720
5812984024,ER3a_a(ring)_R,,ER3a_a,Traced,783,222,635,210,469401707
5812987684,ExR7(ring)_L,,ExR7,Traced,2886,822,2589,399,1478126146
5812993400,,,,Orphan,55,13,55,13,9323155
5813012006,EPG(PB08)_L7,EPG,EPG,Traced,3883,539,3503,255,1075949177
5813014873,EPG(PB08)_R1,EPG,EPG,Traced,4099,507,3775,268,1255365813
5813014882,PEG(PB07)_R5,PEG,PEG,Traced,1147,143,273,140,613166421
5813014952,,,,Orphan,18,10,18,10,5931565
5813014953,,,,Assign,4,2,4,2,734614
5813017566,,,,Orphan,2,2,2,2,2897199
5813020409,ER2_c(ring)_R,,ER2_c,Traced,1517,475,1388,472,919409180
5813020453,ER5(ring)_R,,ER5,Traced,1006,549,917,543,1210868532
5813020455,ER3w_b(ring)_R,,ER3w_b,Traced,978,297,923,291,632754362
5813020568,ER3p_a(ring)_R,,ER3p_a,Traced,875,339,732,305,643107472
5813020585,ER3p_a(ring)_R,,ER3p_a,Traced,919,300,831,296,758859295
5813020587,ER3d_c(ring)_L,,ER3d_c,Traced,1097,301,1005,290,492947812
5813022281,EPG(PB08)_L4,EPG,EPG,Traced,3272,543,2836,253,1213503168
5813022925,FB4L(PPM3-FB3/4-DAN)_L,LALSIPFB4,FB4L,Traced,987,561,10,1,1147606193
5813027016,FB4Y(EB/NO1)_R,EBCREFB45,FB4Y,Traced,6508,1720,1047,304,2846693400
5813027103,EPG(PB08)_R5,EPG,EPG,Traced,3574,491,3286,259,1188874706
5813037887,,,,Orphan,12,10,12,10,7185725
5813038224,ER3w_a(ring)_L,,ER3w_a,Traced,1008,315,933,314,475632101
5813040233,EPG(PB08)_R8,EPG,EPG,Traced,3384,433,3118,246,1239795168
5813041180,FB4L(PPM3-FB3/4-DAN)_R,LALSIPFB4,FB4L,Traced,1595,546,9,5,1501021625
5813045050,ER3w_b(ring)_L,,ER3w_b,Traced,902,296,817,290,460800179
5813047157,PEN_b(PB06b)_L2,PEN2,PEN_b(PEN2),Traced,1966,434,679,317,809851972
5813047446,ER2_a(ring)_L,,ER2_a,Traced,1217,465,1216,465,570239945
5813047626,hDeltaK_03_C3,EBFB34D5FB6,hDeltaK,Traced,1385,282,60,1,742773766
5813047647,ER2_c(ring)_R,,ER2_c,Traced,1683,504,1559,503,964961055
5813047793,ER4m(ring)_L,,ER4m,Traced,1530,906,1522,905,982538865
5813048896,ER2_c(ring)_R,,ER2_c,Traced,1420,471,1305,469,1013861975
5813049931,ER5(ring)_L,,ER5,Traced,839,589,796,589,623438805
5813049948,ER4m(ring)_L,,ER4m,Traced,1563,917,1562,917,982268889
5813050767,ER4m(ring)_R,,ER4m,Traced,1786,916,1630,908,1556793027
5813053866,ER4m(ring)_R,,ER4m,Traced,1856,997,1685,997,1738139052
5813053983,ER3w_b(ring)_R,,ER3w_b,Traced,847,304,778,302,711144862
5813053988,ER3w_a(ring)_R,,ER3w_a,Traced,1230,346,1146,342,758610895
5813055913,FB1C(NO1/NO3)_R,LALNOmFB1,FB1C,Traced,2965,1290,108,56,1798572771
5813056953,PEN_a(PB06a)_R4,PEN1,PEN_a(PEN1),Traced,1497,424,657,315,766389254
5813057274,FB4Y(EB/NO1)_L,EBCREFB45,FB4Y,Traced,5089,2001,1033,320,2082213746
5813057963,FB3B(EB)_R,EBCREFB3,FB3B,Traced,838,222,424,94,521205033
5813059834,PEG(PB07)_R8,PEG,PEG,Traced,1060,99,169,92,598312740
5813059835,ER1_a(ring)_L,,ER1_a,Traced,459,217,449,216,220990482
5813060726,ExR5(ring)_R,,ExR5,Traced,2822,985,1331,348,1931391198
5813061251,EPG(PB08)_R8,EPG,EPG,Traced,2853,373,2649,206,1102701348
5813061991,,,,Orphan,124,19,124,19,15123690
5813063280,PAM06_a(B'2m)_R,,PAM06_a,Traced,1358,335,1,1,467187303
5813070465,PEN_b(PB06b)_L3,PEN2,PEN_b(PEN2),Traced,2254,425,745,298,904493834
5813077544,EPG(PB08)_R1,EPG,EPG,Traced,5176,601,4842,360,1546927969
5813077556,ER2_b(ring)_R,,ER2_b,Traced,1131,324,1027,322,743357121
5813080269,ER3a_a(ring)_L,,ER3a_a,Traced,525,172,516,171,237365875
5813080272,ER3d_d(ring)_L,,ER3d_d,Traced,1216,325,1104,316,460745975
5813080838,EPG(PB08)_R3,EPG,EPG,Traced,4198,552,3831,267,1248939309
5813080979,PEN_a(PB06a)_L5,PEN1,PEN_a(PEN1),Traced,1655,544,748,439,931602278
5813088939,FB6P_L,SMPCREFB6_1,FB6P,Traced,1862,285,152,33,600756468
5813128230,,,,Orphan,21,1,21,1,1675945
5813130648,,,,Orphan,10,4,10,4,1963425
5813132036,,,,Orphan,4,3,4,3,1758668
5901196432,,,,Orphan,3,2,3,2,1442692
5901196631,,,,Orphan,22,7,16,7,5288520
5901208334,,,,Orphan,59,15,59,15,12967243
5901222026,,,,Assign,1,2,1,2,451986
5901227201,,,,Orphan,36,13,36,13,9216970
5901227237,,,,Assign,7,2,7,2,1049362
7112616069,,,,Orphan,11,4,11,4,3834058
7112616070,,,,Orphan,3,2,3,2,2992428
