1.368681890186354382e-04,7.794864170857949623e-05,2.629459837752498523e-05,3.687303969885234907e-04,1.241284453396636345e-02,3.132412426825754970e-05,1.423016278877163761e-02,3.282876733940862102e-01,2.117546285161521664e-03,6.132084807770247711e-03,2.929661043114105022e-04,1.933772331967811419e-05,6.300083748590265022e-03,1.729553648285409376e-02,8.231931468518345618e-02,3.949359769887303417e-02,1.615087676925694549e+00,5.410849855804857889e-01,1.112996966001386667e+01
3.623017228314811254e-04,3.657183866815645325e-05,3.928037361556254987e-04,8.041449160173285218e-03,6.413076960217653499e-02,5.609826201150861424e-04,6.744621066511865548e-01,1.393882762053306079e+00,1.731996118920779877e-03,3.772416540798945346e-03,1.324924317778698377e-04,1.729191713000607271e-04,7.459923496336978710e-03,2.816371984846365289e-03,2.240956987040889183e-04,1.226393717960045900e-04,1.578479952363296968e-01,1.417051856484426509e+01,4.128552819910549787e-02
8.908448079204296446e-06,1.626645594240146194e-05,5.325061099125945156e-05,7.448632823976727513e-04,7.997555095990021429e-03,7.491667926306309669e-06,2.638368171139554921e-02,1.604945688065000153e+00,2.198339002758576029e-03,5.766562134722494695e-03,5.412973776241421253e-05,1.567815568466638309e-03,1.189265426785845146e-02,6.492388799125997645e-02,6.443874044106112468e-03,3.394002639679707337e-03,1.952450702415963635e+00,1.002318820769240171e-01,1.203960318663197943e-01
4.925297339094014801e-07,0.000000000000000000e+00,8.909377143187495179e-09,5.115182679980616944e-05,1.653693233747273103e-02,1.434914452012873450e-07,2.151288394322043232e-03,2.508296527810111726e-02,1.934096902417585875e-02,5.191832102995401488e-02,3.127000839091117340e-02,6.676892103637042768e-04,2.610693766017041506e-02,1.101568031182108692e-01,5.911909558787697971e-01,1.902191636571567424e+00,6.451540476942171053e-03,4.262933856779342568e-04,1.703798691575835952e-02
2.014619383075644601e-03,6.230989852803391445e-07,5.279315107298897768e-03,5.603229099551609513e-03,3.533014768493172864e-01,1.863891453230546633e-04,1.268208104777087016e-02,5.311390769502851578e-02,2.782983466134639552e-02,2.093152959532135482e-01,1.535019397706962607e-01,9.736020494466779765e-03,5.336867989155105046e-02,2.493293314262570726e-01,1.784376923081987698e+00,3.180932772522156449e-01,1.258405675630981831e-02,2.139892696456615262e-04,9.533949573554365356e-03
1.561022229219816864e-04,6.719131193015516858e-05,7.392162480403523684e-05,3.773530924979299735e-04,5.413825861570553677e-02,3.590595488752788378e-05,1.073153598078566660e-02,1.467751184788290975e-01,1.931791030325855432e-02,6.594188590197461175e-02,1.381626388226309989e-02,6.505676850465346751e-03,2.465280046573575246e-01,5.412063695190396651e+00,2.094423979275940595e-01,7.793621974566050659e-02,1.971408558735161451e-02,5.211542846400231584e-04,1.355467838786734470e-03
5.929001120515025626e-04,1.578422862592679691e-04,5.199338816847402290e-05,3.242801748328074003e-03,2.651224843759113908e-02,1.537357291012835024e-04,4.425133922510279122e-02,4.516121657212875395e-01,2.154527787645945935e-01,2.313516928734202505e-01,1.080226426398451720e-02,9.833145550296247539e-03,9.045093187623800546e-01,1.638234235730694766e-01,4.805332950855073504e-02,1.438313178156380365e-02,3.822632496993962764e-03,1.407987808056792439e-02,1.966448151559827169e-03
2.404448102252137071e-05,0.000000000000000000e+00,5.759703697016703764e-05,2.686448855296632698e-03,1.131767248234421819e-01,1.890388701923136350e-01,1.712849412244763642e-02,1.173913489793099452e-01,7.795139464902620108e-02,7.988144472423099052e-02,1.663323191458967662e-02,1.340334126958752758e+00,6.143104158547451135e-03,2.920068524873993283e-03,4.379886445914662335e-03,3.683391015841147890e-05,2.676224164451753915e-03,1.157405518593467887e-03,3.397553724976796086e-05
1.103908168701980353e-04,2.874537682675883278e-05,1.695506924028198394e-06,5.915687003592829361e-04,1.153010669650565700e-01,2.925931022893952789e-04,1.683691780590288335e-03,4.059762273457129950e-03,3.919468063929121282e-02,4.942183811404166627e-01,7.055369177364891886e-01,7.367030736540596848e-03,7.690762851653513629e-03,9.700170901036472143e-03,1.415985021094646745e-01,1.352783460095724651e-02,1.179885476340967847e-04,7.297088300622094515e-05,2.494363323125439800e-04
3.626242112952841098e-03,1.876299569659565722e-02,3.929196598306315766e-04,8.298395790246472503e-03,2.244005673497433129e-01,5.525009053455559420e-03,2.450956361001809664e-02,1.128783712940421569e-01,4.206348467938542113e-01,1.683160792898970248e+00,5.675013925339859044e-01,3.445746166140654237e-02,2.082003250794379479e-01,5.008651411163838468e-02,1.623182045616771985e-01,2.207877866391563457e-02,2.527333757442083544e-03,1.441776097905275982e-03,3.945550976170405719e-03
4.554740058482430534e-03,5.644167306012416035e-02,8.039732576488752794e-05,8.097822353338342272e-03,1.068616669230522398e-01,3.522391760850832575e-03,4.315074339166444922e-02,2.249374850936194381e-01,1.342058703611060277e+00,4.857811921594630822e-01,5.930666323859764416e-02,4.232889872762300026e-02,1.604848447386616195e-01,1.454566578750110181e-02,3.695713820315067732e-02,8.945763590679086177e-03,1.085722347678600222e-03,8.183280031242584499e-04,8.619851921483066056e-04
1.326182674952964408e-02,3.986038902547492922e-04,7.655209276199806574e-03,8.721418620906468133e-01,4.580830457582377169e-01,4.336817629107179300e-03,1.132329324859491226e+00,1.786110829583313020e+01,4.781070896304414619e-01,1.916445401961555384e-01,1.733189948799952057e-02,1.563374671612966227e-01,5.289392270605565161e-01,7.263579672875955517e-02,4.254631333487957079e-02,7.845247690058152618e-03,7.116600449503226455e-01,5.061237306183710150e-01,3.380059252500582784e-02
2.119826302419725028e-02,1.162056526094982969e-03,1.577120383778250409e-02,4.530076013782006195e-01,3.734819676280735079e-01,5.722021664004622648e-04,9.415621351903432634e-01,1.105272389466194216e+00,7.899268395801244125e-02,2.490251805652050204e-02,3.691992163513415758e-03,7.094616020906799499e-03,2.084905689077427501e-02,4.880095863583898928e-03,9.314595121155415727e-03,1.319937373863385539e-03,2.452362033651287257e-02,1.668678822892757097e-01,4.566439777353110095e-03
1.361895964757753597e-01,3.865949210215567461e-06,1.331410690671562416e-04,4.634556309254133331e-03,2.630496510748274366e-03,3.005632095821028638e-02,3.007457955054259040e-04,8.634192753227987746e-04,8.119366663975890477e-05,7.227409818906804795e-05,1.977962635825401545e-05,3.075790521067784528e-03,5.263992292329232380e-05,9.024209367178654203e-06,3.222734933661784869e-05,3.586989958267814792e-06,5.861550677564985840e-06,1.595927909396822246e-04,9.544446528937437465e-06
1.719570527410546057e-01,1.071055070487953419e-02,1.270099472845085120e-01,1.937243888029586691e-01,2.390772307208944625e+00,7.114007802370976401e-03,3.316131905214564357e-01,2.891018214792654417e-01,9.945434531326627359e-02,2.431777510471644921e-01,1.319067810222001036e-01,2.482835916418318217e-02,2.260158507021662114e-02,4.756428053675242074e-02,2.845728324290576206e-01,9.124283315360200153e-03,3.015182101274483089e-03,1.206051663111259650e-02,7.240036508776785500e-03
8.715164230222845199e-02,5.775033501470951819e-02,1.243881475482625648e-01,1.214586568311180947e+01,3.648418130914116708e-01,1.013837742198174692e-02,3.958373697124045743e-01,5.897593736928102848e-01,8.682933755514424994e-04,4.598193276086743296e-04,8.356356085242423531e-05,1.134288653431746001e-03,2.309784804443399970e-03,7.657618156911302299e-05,3.055630484153880767e-03,4.720230295451390576e-05,1.392487089024312856e-03,3.761327363274581496e-03,5.934263566307079090e-04
1.300267833695308017e-01,1.904594832509047195e-02,6.285508705458283663e-01,5.888007795483534146e-01,4.482923518278115506e-03,1.773971136577787546e-05,2.102622493632438916e-03,4.244521749868845201e-03,4.442084074258267456e-05,5.760505286955147110e-04,3.020895811930964740e-03,5.145574140117662320e-06,4.751402440901125778e-04,1.399860075901379478e-04,3.463183385995880544e-03,7.220609835676775248e-07,1.065278365826315707e-04,3.690953507621220413e-04,6.242503183182463767e-06
