id,instance,notes,type,status,inputs (#post),outputs (#pre),BU(L) #post,BU(L) #pre,aL(R) #post,aL(R) #pre,#voxels
977710985,AOTU046(PDM21)_L,,AOTU046,Traced,1349,602,112,172,,6,1622607507
