id,instance,notes,type,status,inputs (#post),outputs (#pre),PB #post,PB #pre,FB #post,FB #pre,#voxels
1534616158,PFNp_d(PB01a)_R2_C9,PFNp_d,PFNp_d,Traced,158,26,21,,56,24,108758119
1534616361,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,178,51,39,,32,28,147308921
1535298439,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,209,45,72,,14,20,123385803
1535298460,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,195,53,54,,26,24,139280020
1535652862,PFNm_a(PB02a)_R4_C7,PFNm_a,PFNm_a,Traced,575,103,130,,67,62,253886838
1536006733,PFNm_b(PB02b)_L8_C7,PFNm_b,PFNm_b,Traced,448,114,121,1,107,76,203606131
1536326457,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,171,34,57,,48,23,118546130
1537634396,PFNa(PB03)_L3_C2,PFNa,PFNa,Traced,902,187,416,2,56,129,505576414
1566333075,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,202,49,54,,17,25,141172075
1566644645,PFNa(PB03)_R8_C3,PFNa,PFNa,Traced,701,145,310,1,57,96,391422300
1567020107,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,158,31,33,,33,19,109321887
1567028669,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,150,51,10,,27,28,138155182
1567382512,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,119,39,6,,16,22,98135066
1567728102,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,108,42,5,,17,22,102928213
1568047319,PFNm_a(PB02a)_R3_C8,PFNm_a,PFNm_a,Traced,856,139,228,,127,95,296164753
1570806389,PFNp_d(PB01a)_R2_C9,PFNp_d,PFNp_d,Traced,122,30,4,,58,30,116522957
1597683387,PFNm_a(PB02a)_R8_C3,PFNm_a,PFNm_a,Traced,565,102,127,,55,55,262180032
1597722005,PFNp_d(PB01a)_R3_C8,PFNp_d,PFNp_d,Traced,230,28,57,,77,28,142964593
1598067695,PFNp_a(PB01a)_R3_C8,PFNp_a,PFNp_a,Traced,180,51,51,,30,30,152877171
1598382541,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,198,63,24,,27,33,140325507
1599069164,PFNm_a(PB02a)_L8_C7,PFNm_a,PFNm_a,Traced,488,107,81,,53,58,240044244
1599410380,PFNp_c(PB01c)_L8_C7,PFNp_c,PFNp_c,Traced,422,100,79,,35,60,214370701
1599431888,PFNp_c(PB01c)_R3_C8,PFNp_c,PFNp_c,Traced,752,139,176,,47,76,341634908
1599436552,PFNp_c(PB01c)_R3_C8,PFNp_c,PFNp_c,Traced,628,115,187,2,38,68,328505069
1599747200,PFNp_c(PB01c)_L9_C9,PFNp_c,PFNp_c,Traced,479,96,117,,43,56,210163048
1599772916,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,246,58,91,,45,38,165987725
1599773239,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,150,61,21,,31,32,122231439
1600079770,PFNv(PB05)_L9_C9,PFNv,PFNv,Traced,864,336,237,45,106,150,532651939
1600083889,PEN_b(PB06b)_L9,PEN2,PEN_b(PEN2),Traced,1513,328,446,1,5,9,535483990
1601771527,PEN_b(PB06b)_R9,PEN2,PEN_b(PEN2),Traced,1585,330,600,2,2,11,695171696
1628743785,PFNp_a(PB01a)_R3_C8,PFNp_a,PFNp_a,Traced,252,64,111,,28,38,167605436
1628744095,PFNp_e(PB01a)_R3_C8,PFNp_e,PFNp_e,Traced,466,97,166,1,34,47,280875421
1629085008,PFNp_c(PB01c)_R5_C6,PFNp_c,PFNp_c,Traced,656,124,153,1,41,81,331263439
1629093706,PFNp_e(PB01a)_R2_C9,PFNp_e,PFNp_e,Traced,350,72,92,,11,41,204894048
1629426306,PFNp_a(PB01a)_R5_C6,PFNp_a,PFNp_a,Traced,241,72,71,,28,36,156111033
1630462217,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,99,46,22,1,21,30,105277069
1630765418,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,180,33,43,,54,24,130690698
1631131487,PFNm_a(PB02a)_R9_C1,PFNm_a,PFNm_a,Traced,674,123,169,1,89,73,288470315
1631450739,PEN_b(PB06b)_L5,PEN2,PEN_b(PEN2),Traced,1969,454,852,1,7,10,883989562
1631486122,PFNp_a(PB01a)_R2_C9,PFNp_a,PFNp_a,Traced,217,50,60,,18,22,162685111
1660776511,PFNp_e(PB01a)_L3_C2,PFNp_e,PFNp_e,Traced,437,88,160,1,28,43,276339951
1660789784,PFNp_d(PB01a)_L8_C7,PFNp_d,PFNp_d,Traced,103,22,5,,37,18,94494479
1661121263,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,128,42,16,,3,20,124330307
1661122416,PFNp_e(PB01a)_L5_C4,PFNp_e,PFNp_e,Traced,387,84,149,1,20,41,219305166
1661458144,PFNa(PB03)_L2_C1,PFNa,PFNa,Traced,670,139,284,,54,87,412398787
1661458883,PFNp_c(PB01c)_L9_C9,PFNp_c,PFNp_c,Traced,333,83,80,,34,45,174136721
1661799601,PFNm_a(PB02a)_L3_C2,PFNm_a,PFNm_a,Traced,635,118,177,1,76,71,280208936
1662166202,PFNa(PB03)_R2_C9,PFNa,PFNa,Traced,643,128,243,,37,76,357462658
5812983764,PFR_a(PB11a)_R4_C6,PFR_a,PFR_a,Traced,1416,415,75,4,1336,407,471231362
5812987321,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,184,47,51,,15,21,156819058
5812987327,PFNp_c(PB01c)_R8_C3,PFNp_c,PFNp_c,Traced,509,115,122,1,43,72,298644545
5812987334,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,223,52,86,,32,28,160166182
5812987339,PFNp_a(PB01a)_R8_C3,PFNp_a,PFNp_a,Traced,181,46,60,,25,24,134167203
5812987803,PFNv(PB05)_R9_C1,PFNv,PFNv,Traced,1222,322,394,44,80,115,474139473
5812988091,PFR_a(PB11a)_R2_C8,PFR_a,PFR_a,Traced,1204,383,43,,1151,374,419931376
5812988707,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,259,59,121,,18,28,109100056
5812991545,PFNp_d(PB01a)_R4_C7,PFNp_d,PFNp_d,Traced,157,34,23,,58,31,113834107
5812991632,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,197,49,44,,36,28,137725873
5812994148,PFNm_a(PB02a)_L9_C9,PFNm_a,PFNm_a,Traced,428,86,89,1,47,48,218173027
5812994149,PFNp_c(PB01c)_L3_C2,PFNp_c,PFNp_c,Traced,627,122,167,,53,77,293427757
5813010807,PFGs(PB10)_R4_C6,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2149,418,111,13,2022,402,991423371
5813012006,EPG(PB08)_L7,EPG,EPG,Traced,3883,539,223,197,11,2,1075949177
5813012311,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,144,41,30,,34,23,129936927
5813014062,PFNd(PB04)_R2_C8,,PFNd,Traced,1159,247,404,,244,157,524009057
5813014505,PFNv(PB05)_L7_C7,PFNv,PFNv,Traced,1009,326,246,40,89,128,508396228
5813014573,PFNp_a(PB01a)_L3_C2,PFNp_a,PFNp_a,Traced,213,71,100,1,28,45,143082748
5813014859,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,140,23,37,,41,18,116924312
5813014873,EPG(PB08)_R1,EPG,EPG,Traced,4099,507,288,236,20,1,1255365813
5813014882,PEG(PB07)_R5,PEG,PEG,Traced,1147,143,863,1,4,2,613166421
5813015999,PFNa(PB03)_L8_C8,PFNa,PFNa,Traced,486,128,157,2,35,79,325456392
5813016167,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,152,48,30,,31,30,60654937
5813016724,,,,Traced,29,57,4,1,1,4,277132717
5813016830,PFR_a(PB11a)_R6_C3,PFR_a,PFR_a,Traced,1753,429,99,3,1644,411,506356008
5813023615,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,197,44,44,,54,34,128844580
5813026993,PFNp_a(PB01a)_R2_C9,PFNp_a,PFNp_a,Traced,133,37,38,,11,20,153566491
5813027103,EPG(PB08)_R5,EPG,EPG,Traced,3574,491,273,227,10,3,1188874706
5813037879,PFNp_d(PB01a)_L7_C6,PFNp_d,PFNp_d,Traced,102,21,3,,16,20,99971345
5813040300,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,183,44,23,,43,32,136684038
5813041365,PFL1(PB12a)_L4_C5,PFLC,PFL1,Traced,1254,313,769,4,416,5,1163111797
5813041556,PFNp_c(PB01c)_L2_C1,PFNp_c,PFNp_c,Traced,439,85,133,,22,50,260268918
5813044670,PFNv(PB05)_L8_C7,PFNv,PFNv,Traced,853,335,172,46,88,129,481368357
5813048755,PFGs(PB10)_R3_C7,PFGs; Tdc2-PB1/2 candidates,PFGs,Traced,2264,458,205,26,2032,419,996211860
5813050000,PFNa(PB03)_R3_C8,PFNa,PFNa,Traced,939,161,487,2,58,115,445076007
5813056012,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,165,32,11,,49,23,109796673
5813056934,PFNa(PB03)_R3_C8,PFNa,PFNa,Traced,1087,193,553,,61,121,498402908
5813059834,PEG(PB07)_R8,PEG,PEG,Traced,1060,99,874,4,9,1,598312740
5813061251,EPG(PB08)_R8,EPG,EPG,Traced,2853,373,177,164,19,3,1102701348
5813062805,PFR_a(PB11a)_L7_C7,PFR_a,PFR_a,Traced,1191,380,67,1,1040,310,333743157
5813062866,SIFa(PDM34),,SIFa,Traced,506,308,45,44,2,4,4029314519
5813070464,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,181,57,49,,18,28,165182721
5813077698,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,125,47,15,,41,36,126224096
5813080838,EPG(PB08)_R3,EPG,EPG,Traced,4198,552,350,284,7,1,1248939309
5813081494,PFR_b(PB11b)_R1_C8,PFR_b,PFR_b,Traced,1908,118,226,18,1661,98,591660901
5813081686,PFNa(PB03)_L8_C7,PFNa,PFNa,Traced,510,121,164,,40,77,284299919
5813095667,PFNm_a(PB02a)_L8_C7,PFNm_a,PFNm_a,Traced,499,117,88,,79,69,217483754
5813122799,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,115,24,31,,25,19,101041151
5813127525,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,198,61,56,,33,34,163818262
5813127581,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,130,53,24,1,18,27,64677170
5813128240,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,168,42,27,,30,24,128117994
5813128308,PFNp_a(PB01a)_L7_C6,PFNp_a,PFNp_a,Traced,310,71,165,1,33,42,187284000
5813128416,PFNp_b(PB01b)_L6_C5_irreg,PFNp_b,PFNp_b,Traced,188,44,73,,22,27,134233317
5813128537,PFNm_b(PB02b)_L6_C5,PFNm_b,PFNm_b,Traced,326,82,65,1,62,44,187604491
