id,instance,notes,type,status,inputs (#post),outputs (#pre),gL(R) #post,gL(R) #pre,b'L(R) #post,b'L(R) #pre,#voxels
5812981553,KCa'b'-m_R,,KCa'b'-m,Traced,647,237,19,5,310,125,409831606
5812981563,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,224,5,3,356,130,453767469
5812981564,KCa'b'-m_R,,KCa'b'-m,Traced,642,232,16,7,329,122,391061782
5812981582,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,688,233,1,,329,117,413897094
5812981586,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,598,237,17,9,322,136,424512481
5812981590,KCa'b'-m_R,,KCa'b'-m,Traced,622,196,6,1,313,82,404873540
5812981602,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,621,231,1,,303,122,417470359
5812981641,PAM08_d(y4)_L,,PAM08_d,Traced,1423,333,247,59,57,21,253723732
5812981689,KCa'b'-m_R,,KCa'b'-m,Traced,744,219,3,6,396,101,328939713
5812981796,KCa'b'-m_R,,KCa'b'-m,Traced,665,226,3,,316,112,478708280
5812981858,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,261,6,3,323,158,481499224
5812981924,KCg-m_R,,KCg-m,Traced,756,254,447,202,1,1,345875249
5812981960,KCa'b'-m_R,,KCa'b'-m,Traced,721,226,13,6,299,106,331043517
5812981961,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,637,239,3,1,270,119,464186591
5812982086,KCa'b'-m_R,,KCa'b'-m,Traced,649,253,11,10,294,140,425938168
5812982087,KCa'b'-m_R,,KCa'b'-m,Traced,572,208,10,7,320,111,414845645
5812982088,KCa'b'-m_R,,KCa'b'-m,Traced,684,234,8,3,294,103,399100731
5812982329,KCa'b'-m_R,,KCa'b'-m,Traced,677,234,7,5,295,114,365482537
5812982350,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,555,210,25,17,329,121,408201604
5812982436,KCg-m_R,,KCg-m,Traced,779,249,474,203,8,5,354659380
5812982442,KCg-m_R,,KCg-m,Traced,828,258,501,200,6,1,382934901
5812982514,KCab-s_R,,KCab-s,Traced,589,237,3,1,1,1,363758686
5812982579,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,492,173,30,20,322,125,410959307
5812982694,KCa'b'-m_R,,KCa'b'-m,Traced,684,207,4,4,347,101,430418695
5812982706,KCa'b'-m_R,,KCa'b'-m,Traced,672,231,8,4,315,119,418473741
5812982779,PAM01_b(y5)_R,,PAM01_b,Traced,1442,163,603,99,321,27,343660367
5812982780,KCab-p_R,,KCab-p,Traced,700,235,3,1,4,1,384605451
5812982823,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,568,212,16,13,316,126,396676348
5812982832,KCg-m_R,,KCg-m,Traced,727,231,456,187,1,1,351930359
5812983009,KCg-m_R,,KCg-m,Traced,757,230,450,176,2,1,354509134
5812983101,KCg-m_R,,KCg-m,Traced,712,239,436,188,,1,357805367
5812983174,KCa'b'-m_R,,KCa'b'-m,Traced,681,235,8,4,306,114,386511183
5812983451,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,634,262,10,4,300,124,436809854
5812983544,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,675,237,17,8,335,128,426100093
5812983569,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,559,251,7,4,305,138,392759583
5812983571,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,579,248,23,11,310,151,294590390
5812983645,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,651,257,9,8,395,153,449532868
5812983646,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,595,256,15,12,353,176,453811862
5812983866,KCa'b'-m_R,,KCa'b'-m,Traced,596,208,6,1,301,115,415440030
5812983871,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,603,209,10,5,320,111,408605251
5812983899,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,641,216,11,6,331,106,347569779
5812983903,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,554,225,20,15,308,110,444087728
5812984045,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,679,240,11,4,319,119,439989491
5812987762,KCg-m_R,,KCg-m,Traced,705,198,445,172,2,1,325691310
5813020041,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,613,209,26,10,325,122,434014408
5813020047,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,607,259,1,,305,138,437076621
5813020061,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,656,278,17,13,356,169,472995790
5813020132,KCg-m_R,,KCg-m,Traced,778,236,418,175,5,1,345391815
5813020271,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,710,232,3,2,318,122,452528827
5813020996,SMP384(PDM09)_L,,SMP384,Traced,4802,2862,11,7,3,2,2685199565
5813021033,KCab-p_R,,KCab-p,Traced,804,252,1,,12,3,410859481
5813021174,KCa'b'-m_R,,KCa'b'-m,Traced,605,262,4,3,277,136,441153613
5813021261,PAM11(a1)_L,,PAM11,Traced,395,160,3,,20,6,248528210
5813021659,KCg-m_R,,KCg-m,Traced,772,220,416,172,2,1,353080116
5813021736,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,605,219,12,2,290,112,454869357
5813021748,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,644,195,3,1,326,99,447453187
5813021766,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,649,240,1,,323,127,394506432
5813021805,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,704,267,7,7,386,160,478993126
5813021806,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,627,237,3,2,343,143,475435410
5813021808,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,591,274,14,5,331,167,455112693
5813021809,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,663,276,17,9,327,161,467946092
5813021812,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,594,252,20,9,307,154,464717750
5813021822,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,663,265,17,14,372,153,482821942
5813021844,PAM08_c(y4)_L,,PAM08_c,Traced,1573,280,367,84,1,2,241663552
5813021848,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,575,201,1,,282,115,424646555
5813021856,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,668,254,9,8,346,154,485815034
5813021865,KCg-m_R,,KCg-m,Traced,911,250,562,199,15,4,390695586
5813022037,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,655,236,17,7,365,150,431474709
5813022424,PPL103(y2a'1)_R,,PPL103,Traced,15227,3375,5741,2062,443,96,5444071374
5813022811,CRE080_R,pMP6b candidates,CRE080,Traced,1131,236,80,,10,2,1038235689
5813022896,MBON21(y4y5)_R,,MBON21,Traced,12515,1168,10458,28,44,2,3288021127
5813027518,PAM15_b(y5B'2a)_L,,PAM15_b,Traced,1273,158,202,33,18,2,240799955
5813032771,KCg-s2(super)_R,,KCg-s2,Traced,1845,589,1010,471,54,44,975624467
5813032811,KCa'b'-m_R,,KCa'b'-m,Traced,616,210,5,3,311,94,388570181
5813032813,PAM13(B'1ap)_L,,PAM13,Traced,680,241,1,,245,130,279564061
5813032874,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,585,223,6,3,326,120,455255692
5813032876,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,656,232,8,5,349,124,519684879
5813032887,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,598,197,26,14,296,113,419825635
5813032896,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,689,216,12,8,377,117,404784077
5813032900,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,692,249,10,6,321,126,435011106
5813032943,KCab-p_R,,KCab-p,Traced,734,252,3,6,4,2,339903729
5813032997,PAM02(B'2a)_L,,PAM02,Traced,1282,155,45,11,369,70,281021176
5813033208,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,704,219,13,7,380,107,435229410
5813033215,PAM01_a(y5)_L,,PAM01_a,Traced,1079,170,51,15,60,21,288587422
5813035267,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,644,259,7,8,319,157,511057661
5813035613,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,568,252,25,15,318,148,463866310
5813040941,PAM02(B'2a)_L,,PAM02,Traced,1132,136,54,7,180,27,231301005
5813042659,MBON22(calyx)_R,,MBON22,Traced,14118,810,37,4,9,6,3046434158
5813047220,KCa'b'-m_R,,KCa'b'-m,Traced,683,245,6,4,265,120,427955175
5813047662,KCg-m_R,,KCg-m,Traced,764,261,488,205,,2,364278076
5813047790,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,580,209,10,5,321,125,431318660
5813049834,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,516,228,19,6,292,145,420504766
5813050765,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,702,265,11,4,337,142,452964728
5813055914,KCab-s_R,,KCab-s,Traced,650,235,3,,1,1,322349102
5813056183,KCg-d_R,,KCg-d,Traced,600,223,418,186,16,9,360853469
5813056299,KCa'b'-m_R,,KCa'b'-m,Traced,714,228,1,1,322,110,424133459
5813056300,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,692,271,10,7,345,143,436927867
5813056309,KCg-m_R,,KCg-m,Traced,825,283,523,218,25,8,395923682
5813056313,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,653,200,9,1,321,102,403944266
5813056372,KCa'b'-m_R,,KCa'b'-m,Traced,651,228,2,,281,110,396399147
5813056414,KCg-m_R,,KCg-m,Traced,673,211,415,159,29,8,349509259
5813057239,KCa'b'-m_R,,KCa'b'-m,Traced,724,228,17,6,359,103,405376444
5813057867,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,587,246,5,3,349,171,399817341
5813057942,KCa'b'-m_R,,KCa'b'-m,Traced,759,278,7,3,412,162,450117799
5813058048,MBON29(y4y5)_R,,MBON29,Traced,8512,761,6392,21,14,1,2345461437
5813058215,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,642,248,6,6,341,129,430406202
5813059951,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,579,240,13,7,250,107,422392882
5813060643,KCab-p_R,,KCab-p,Traced,681,264,2,2,7,2,369871738
5813060663,KCg-m_R,,KCg-m,Traced,687,206,426,166,4,1,376076661
5813061260,OA-VPM3(NO2/NO3)_L,,OA-VPM3,Traced,5122,4069,84,55,12,10,3486100136
5813061597,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,640,250,8,8,342,148,475789178
5813062565,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,590,257,8,5,333,167,425676562
5813062862,KCg-m_R,,KCg-m,Traced,738,194,415,150,,1,350295983
5813063224,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,611,232,14,5,314,127,445344768
5813063527,KCa'b'-m_R,,KCa'b'-m,Traced,634,267,12,8,300,145,436486264
5813064427,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,652,297,20,13,356,187,430438345
5813067826,KCg-d_R,,KCg-d,Traced,869,324,570,268,5,3,380946615
5813068692,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,682,233,1,1,328,113,431484345
5813068984,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,583,252,25,18,293,140,437165853
5813069385,KCa'b'-m_R,,KCa'b'-m,Traced,605,229,10,5,331,116,364741205
5813069977,PAM08_c(y4)_L,,PAM08_c,Traced,1536,294,368,72,2,3,332652814
5813070581,KCg-m_R,,KCg-m,Traced,763,244,483,198,4,1,352307064
5813070672,KCg-m_R,,KCg-m,Traced,719,237,456,194,21,3,398858277
5813077575,KCg-d_R,,KCg-d,Traced,625,242,470,205,3,2,361698810
5813077583,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,661,230,11,8,337,124,453604666
5813078179,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,628,267,8,13,331,129,438465584
5813078323,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,509,224,8,7,276,117,472655195
5813078679,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,697,252,30,15,364,150,446899629
5813079050,KCg-m_R,,KCg-m,Traced,688,239,460,196,5,2,334513328
5813080766,KCg-m_R,,KCg-m,Traced,853,271,528,225,3,1,275053843
5813084505,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,463,222,1,1,241,140,360084803
5813091021,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,574,258,20,15,330,158,416182724
5813096260,KCa'b'-ap2_R,,KCa'b'-ap2,Traced,561,238,11,6,300,135,434717676
5813096699,PAM15_a(y5B'2a)_R,,PAM15_a,Traced,1305,188,463,82,194,51,309670626
5813098776,PAM02(B'2a)_R,,PAM02,Traced,1545,215,34,5,703,155,340231907
5813104096,KCg-m_R,,KCg-m,Traced,793,251,469,209,6,5,248289962
5813105172,DPM_R,,DPM,Traced,77269,17628,24376,5774,13555,3386,15191654896
5813110459,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,606,264,27,22,284,149,432471519
5813111042,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,501,225,5,6,287,131,388725384
5813112511,KCa'b'-ap1_R,,KCa'b'-ap1,Traced,592,268,5,7,349,186,434542432
5901193671,CRE080_R,pMP6b candidates,CRE080,Traced,1561,277,121,4,16,1,1200274635
