id,instance,notes,type,status,inputs (#post),outputs (#pre),FB #post,FB #pre,NO #post,NO #pre,#voxels
1629085008,PFNp_c(PB01c)_R5_C6,PFNp_c,PFNp_c,Traced,656,124,41,81,459,41,331263439
1629093706,PFNp_e(PB01a)_R2_C9,PFNp_e,PFNp_e,Traced,350,72,11,41,244,31,204894048
1629426306,PFNp_a(PB01a)_R5_C6,PFNp_a,PFNp_a,Traced,241,72,28,36,142,36,156111033
1630462217,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,99,46,21,30,54,14,105277069
1630765418,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,180,33,54,24,78,9,130690698
1631131487,PFNm_a(PB02a)_R9_C1,PFNm_a,PFNm_a,Traced,674,123,89,73,415,49,288470315
1631450739,PEN_b(PB06b)_L5,PEN2,PEN_b(PEN2),Traced,1969,454,7,10,450,112,883989562
1631486122,PFNp_a(PB01a)_R2_C9,PFNp_a,PFNp_a,Traced,217,50,18,22,138,28,162685111
1660776511,PFNp_e(PB01a)_L3_C2,PFNp_e,PFNp_e,Traced,437,88,28,43,249,43,276339951
1660789784,PFNp_d(PB01a)_L8_C7,PFNp_d,PFNp_d,Traced,103,22,37,18,59,3,94494479
1661121263,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,128,42,3,20,108,22,124330307
1661122416,PFNp_e(PB01a)_L5_C4,PFNp_e,PFNp_e,Traced,387,84,20,41,218,39,219305166
1661458144,PFNa(PB03)_L2_C1,PFNa,PFNa,Traced,670,139,54,87,319,52,412398787
1661458883,PFNp_c(PB01c)_L9_C9,PFNp_c,PFNp_c,Traced,333,83,34,45,215,37,174136721
1661799601,PFNm_a(PB02a)_L3_C2,PFNm_a,PFNm_a,Traced,635,118,76,71,376,46,280208936
1662166202,PFNa(PB03)_R2_C9,PFNa,PFNa,Traced,643,128,37,76,361,52,357462658
5812987321,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,184,47,15,21,114,26,156819058
5812987327,PFNp_c(PB01c)_R8_C3,PFNp_c,PFNp_c,Traced,509,115,43,72,344,42,298644545
5812987334,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,223,52,32,28,104,24,160166182
5812987339,PFNp_a(PB01a)_R8_C3,PFNp_a,PFNp_a,Traced,181,46,25,24,92,22,134167203
5812987803,PFNv(PB05)_R9_C1,PFNv,PFNv,Traced,1222,322,80,115,745,163,474139473
5812988707,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,259,59,18,28,118,29,109100056
5812991545,PFNp_d(PB01a)_R4_C7,PFNp_d,PFNp_d,Traced,157,34,58,31,74,3,113834107
5812991632,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,197,49,36,28,116,21,137725873
5812994148,PFNm_a(PB02a)_L9_C9,PFNm_a,PFNm_a,Traced,428,86,47,48,286,35,218173027
5812994149,PFNp_c(PB01c)_L3_C2,PFNp_c,PFNp_c,Traced,627,122,53,77,407,44,293427757
5813012311,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,144,41,34,23,79,17,129936927
5813014062,PFNd(PB04)_R2_C8,,PFNd,Traced,1159,247,244,157,510,90,524009057
5813014505,PFNv(PB05)_L7_C7,PFNv,PFNv,Traced,1009,326,89,128,662,154,508396228
5813014573,PFNp_a(PB01a)_L3_C2,PFNp_a,PFNp_a,Traced,213,71,28,45,76,24,143082748
5813014859,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,140,23,41,18,61,5,116924312
5813015999,PFNa(PB03)_L8_C8,PFNa,PFNa,Traced,486,128,35,79,289,46,325456392
5813016167,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,152,48,31,30,89,18,60654937
5813023615,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,197,44,54,34,98,10,128844580
5813026993,PFNp_a(PB01a)_R2_C9,PFNp_a,PFNp_a,Traced,133,37,11,20,83,17,153566491
5813027016,FB4Y(EB/NO1)_R,EBCREFB45,FB4Y,Traced,6508,1720,3007,1327,449,62,2846693400
5813037879,PFNp_d(PB01a)_L7_C6,PFNp_d,PFNp_d,Traced,102,21,16,20,80,1,99971345
5813040300,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,183,44,43,32,115,12,136684038
5813041556,PFNp_c(PB01c)_L2_C1,PFNp_c,PFNp_c,Traced,439,85,22,50,284,35,260268918
5813044670,PFNv(PB05)_L8_C7,PFNv,PFNv,Traced,853,335,88,129,584,154,481368357
5813050000,PFNa(PB03)_R3_C8,PFNa,PFNa,Traced,939,161,58,115,394,44,445076007
5813055913,FB1C(NO1/NO3)_R,LALNOmFB1,FB1C,Traced,2965,1290,1051,891,449,170,1798572771
5813056012,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,165,32,49,23,103,8,109796673
5813056934,PFNa(PB03)_R3_C8,PFNa,PFNa,Traced,1087,193,61,121,472,71,498402908
5813056953,PEN_a(PB06a)_R4,PEN1,PEN_a(PEN1),Traced,1497,424,1,,436,108,766389254
5813057274,FB4Y(EB/NO1)_L,EBCREFB45,FB4Y,Traced,5089,2001,3695,1599,323,56,2082213746
5813061260,OA-VPM3(NO2/NO3)_L,,OA-VPM3,Traced,5122,4069,3071,1745,144,95,3486100136
5813062858,FB1H(NO2/3)_R,CRENO23FB1-4,FB1H,Traced,9598,3733,3717,2821,770,331,3621432113
5813070464,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,181,57,18,28,114,29,165182721
5813077698,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,125,47,41,36,68,11,126224096
5813081686,PFNa(PB03)_L8_C7,PFNa,PFNa,Traced,510,121,40,77,304,44,284299919
5813095667,PFNm_a(PB02a)_L8_C7,PFNm_a,PFNm_a,Traced,499,117,79,69,325,47,217483754
5813122799,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,115,24,25,19,58,5,101041151
5813127522,PFNp_d(PB01a)_L9_C8,PFNp_d,PFNp_d,Traced,141,38,69,34,71,4,100805069
5813127525,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,198,61,33,34,108,27,163818262
5813127581,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,130,53,18,27,86,24,64677170
5813128240,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,168,42,30,24,110,18,128117994
5813128308,PFNp_a(PB01a)_L7_C6,PFNp_a,PFNp_a,Traced,310,71,33,42,107,27,187284000
5813128416,PFNp_b(PB01b)_L6_C5_irreg,PFNp_b,PFNp_b,Traced,188,44,22,27,93,17,134233317
5813128537,PFNm_b(PB02b)_L6_C5,PFNm_b,PFNm_b,Traced,326,82,62,44,187,37,187604491
