id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(L) #post,LAL(L) #pre,#voxels
1788983330,LAL174_R,,LAL174,Traced,1514,183,25,21,591951947
1789068824,,,,Traced,25,5,25,5,6528710
1789095689,,,,Orphan,1,2,1,2,709131
1789100051,,,,Traced,8,57,8,57,34627467
1789103665,,,,Traced,4,5,4,5,2547445
1789104913,,,,Traced,68,31,63,27,23924267
1789107537,,,,Traced,5,2,5,2,1754221
1789108764,,,,Traced,20,7,20,7,8709843
1789432076,,,,Orphan,65,3,65,3,25089755
1789432480,,,,Traced,9,3,9,3,6036067
1789432543,,,,Traced,21,11,21,11,12939749
1789432684,,,,Traced,7,9,7,9,8280523
1789432753,,,,Traced,7,6,7,6,6220055
1789436811,,,,Traced,26,5,26,5,7656728
1789439919,,,,Traced,18,5,18,5,10607472
1789444682,,,,Traced,34,5,34,5,10582816
1789448899,,,,Traced,1,2,1,2,1289935
1789449121,,,,Traced,53,57,53,57,46846997
1789613296,LAL074(AVM07)_L,SpVeL-LSpIp(c)1,LAL074,Traced,835,996,453,10,1959631131
1789764514,,,,Traced,4,30,4,30,12200240
1789773384,,,,Traced,35,109,35,109,75248751
1789773841,,,,Traced,24,7,24,7,8870338
1789778073,,,,Traced,30,10,30,10,7885423
1789778300,,,,Traced,183,9,183,9,28259895
1789778309,,,,Traced,20,29,20,29,16302285
1789778500,,,,Traced,13,3,13,3,4060312
1789781930,,,,Traced,31,15,31,15,10877088
1790096243,,,,Traced,73,1,73,1,20389280
1790097661,,,,Traced,18,49,17,48,21942995
1790115043,,,,Traced,11,1,11,1,2527255
1790115425,,,,Traced,23,13,23,13,15538818
1790123081,,,,Traced,3,7,3,7,3442932
1790131034,,,,Traced,1,7,1,7,4076684
1790131595,,,,Traced,3,16,3,16,7250175
1790437799,,,,Traced,34,2,34,2,5711960
1790438457,,,,Assign,1,2,1,2,29622
1790467663,,,,Traced,283,29,283,29,101057150
1790472169,,,,Traced,2,10,2,10,4317491
1790473243,,,,Traced,2,5,2,5,2626900
1790473314,,,,Traced,3,2,3,2,597930
1790782918,,,,Traced,11,10,10,10,5558848
1790792230,,,,Traced,54,61,53,52,43291708
1790792552,,,,Traced,7,2,7,2,1771700
1790796974,,,,Traced,25,119,25,119,53604147
1790804994,,,,Traced,18,5,18,5,3025529
1790812944,,,,Traced,5,10,5,10,5675795
1790813599,,,,Traced,2,2,2,2,2096491
1790814102,,,,Traced,26,5,26,5,3140647
1791132656,,,,Traced,4,12,4,12,9403116
1791133648,,,,Traced,66,22,66,22,30202622
1791137036,,,,Traced,166,48,166,47,59602266
1791149929,,,,Traced,54,6,54,6,6577067
1791150599,,,,Traced,11,1,11,1,1612446
1791150655,,,,Traced,21,20,21,20,20054255
1791151014,,,,Traced,189,44,189,44,58376753
1791154009,,,,Traced,33,6,33,6,4698135
1791154412,,,,Traced,1,21,1,21,13601024
1791154931,,,,Traced,5,4,5,4,1895819
1791154972,,,,Traced,1,3,1,3,1599647
1791155007,,,,Orphan,1,4,1,4,1226905
1791473775,,,,Traced,16,19,16,19,8974408
1791478813,,,,Traced,35,44,35,44,26676507
1791482956,,,,Traced,36,40,36,40,26255002
1791492248,,,,Traced,10,4,10,4,2740743
1791495409,,,,Traced,34,4,34,4,7309473
1791495560,,,,Traced,9,12,9,12,6841518
1791818766,,,,Traced,17,10,17,10,6444737
1791823389,,,,Orphan,4,7,4,7,3235912
1791828461,,,,Traced,17,10,17,10,6487506
1791831777,,,,Traced,61,42,61,42,29765750
1791832153,,,,Traced,5,10,5,10,4338600
1791832208,,,,Traced,8,9,8,9,4899919
1791832542,,,,Traced,7,12,7,12,6042027
1791832619,,,,Traced,10,3,10,3,3006138
1791832816,,,,Traced,4,16,4,16,7039996
1791836061,,,,Traced,3,2,3,2,708471
1791836089,,,,Traced,2,2,2,2,604525
1791836126,,,,Traced,7,2,7,2,2027836
1791836213,,,,Traced,1,6,1,6,2076685
1791836342,,,,Traced,7,9,7,9,8523930
1791836628,,,,Traced,4,19,4,19,14420038
1791836663,,,,Traced,7,2,7,2,2817399
1791836691,,,,Traced,2,3,2,3,1889276
1791996293,,,,Traced,225,240,6,10,235118352
1792169072,,,,Traced,5,3,5,3,3181466
1792172697,,,,Traced,21,16,21,16,8291194
1792173614,,,,Traced,34,8,34,8,10813525
1792177781,,,,Traced,2,3,2,3,2572398
1816352441,,,,Traced,161,27,8,2,33876265
1816366197,,,,Traced,130,32,59,8,29038125
1816667958,,,,Traced,433,3,88,1,490215566
1816698951,,,,Traced,128,39,26,18,32207174
1817064711,,,,Traced,27,14,3,1,21713188
1817371089,,,,Traced,49,39,18,11,36495615
1817375844,,,,Traced,38,10,11,3,16381512
1817381435,,,,Traced,97,19,3,1,20464022
1817389127,,,,Traced,6,28,2,7,23609030
1817389623,,,,Traced,66,110,18,42,159433352
1817389983,,,,Traced,75,29,22,5,21081383
1817405873,,,,Traced,20,19,2,2,11966873
1817406593,,,,Traced,23,30,4,2,27997326
1817712927,SMP148_R,,SMP148,Traced,5243,358,228,328,1602010559
1817742469,,,,Traced,5,6,1,1,5231210
1817742874,,,,Traced,45,19,7,5,10762895
1818053550,,,,Orphan,2,2,2,2,705339
1818075814,,,,Traced,20,49,7,7,38481933
1818083956,,,,Orphan,13,1,13,1,1036555
1818092206,,,,Traced,9,13,6,2,7001793
1818092362,,,,Traced,17,31,3,2,14366457
1818093049,,,,Traced,21,32,8,11,22842057
1818093307,,,,Traced,60,3,12,1,6092745
1818411897,,,,Orphan,1,2,1,2,1634042
1818429454,,,,Traced,26,104,6,29,153955740
1818437798,,,,Traced,11,37,8,33,18718625
1818766263,,,,Traced,77,59,77,59,32668212
1818769802,,,,Orphan,5,2,5,2,1442469
1818774002,,,,Orphan,8,2,8,2,1695272
1818775239,,,,Traced,6,6,6,6,2684206
1818775413,,,,Traced,4,11,4,11,6879018
1818775509,,,,Traced,24,9,23,7,8322775
1819093865,,,,Orphan,12,1,12,1,890506
1819094401,,,,Traced,1,32,1,32,13141065
1819102805,LAL180_R,,LAL180,Traced,114,56,22,55,348368213
1819116056,,,,Traced,18,1,18,1,6687446
1819119669,,,,Orphan,12,2,12,2,863476
1819120071,,,,Traced,1,5,1,5,1863084
1819120283,,,,Traced,5,7,5,7,11283227
1819430670,,,,Traced,15,13,15,11,6365442
1819434519,,,,Orphan,12,22,12,22,11087119
1819434923,,,,Traced,17,9,17,9,7363070
1819451927,,,,Traced,11,52,11,52,27634289
1819456195,,,,Traced,5,4,5,4,2081573
1819456558,,,,Traced,8,15,8,15,15321671
1819780635,,,,Orphan,1,2,1,2,1108363
1819783969,,,,Traced,22,23,22,23,12714122
1819785467,,,,Orphan,21,2,21,2,2011280
1819789341,,,,Traced,8,11,8,11,4615946
1819793095,,,,Traced,1,7,1,7,3777789
1819793535,,,,Orphan,23,2,23,2,3377674
1819793731,,,,Traced,3,8,3,8,3605527
1819794091,,,,Traced,13,3,13,3,2875949
1819797766,,,,Traced,26,2,26,2,7261594
1820113174,,,,Traced,15,4,15,4,3436163
1820117178,,,,Traced,19,7,19,7,5519745
1820117607,,,,Traced,17,2,17,2,6587364
1820138853,,,,Traced,15,18,15,18,12704802
1820139052,,,,Traced,56,6,56,6,15822589
1820143466,,,,Traced,9,2,9,2,1702878
1820475575,,,,Traced,37,4,37,4,11350792
1820475612,,,,Traced,9,3,9,3,1306527
1820479689,,,,Traced,4,2,4,2,987015
1820483428,,,,Traced,10,10,10,10,5904628
1820790186,,,,Traced,7,42,7,40,21181529
1820790972,,,,Traced,28,6,28,6,6663486
1820794849,,,,Traced,28,4,28,4,5460650
1820795080,,,,Traced,28,58,19,45,35997563
1820807476,,,,Traced,8,33,8,33,17514827
1820812149,,,,Traced,15,14,15,14,7021992
1820812644,,,,Traced,11,4,11,4,4306976
1820816487,,,,Traced,56,11,53,11,28269415
1820816722,,,,Assign,2,2,2,2,847824
1820821363,,,,Traced,3,22,3,22,10649339
1821132630,,,,Traced,83,50,80,49,31914303
1821144315,,,,Traced,11,5,11,5,11474938
1821148545,,,,Traced,21,2,21,2,5454659
1821148999,,,,Orphan,5,2,5,2,1300318
1821153824,,,,Traced,18,2,18,2,5050136
1821154284,,,,Traced,7,7,7,7,4083700
1821154285,,,,Traced,36,18,36,18,18932828
1821157773,,,,Traced,3,16,3,16,11604273
1821161861,,,,Orphan,5,2,5,2,1257531
1821165713,,,,Orphan,6,3,6,3,1006479
1821166692,,,,Traced,1,3,1,3,3170297
1821491219,,,,Traced,32,4,32,4,5821756
1821491220,,,,Traced,9,13,9,13,6788097
1821494915,,,,Traced,11,5,11,5,4615174
1821497906,,,,Traced,4,8,4,8,4548031
1821498327,,,,Traced,14,10,14,10,4620620
1821499165,,,,Traced,3,16,3,16,6296896
1821506786,,,,Traced,4,4,4,4,2605781
1821507186,,,,Traced,1,2,1,2,1071249
1821507341,,,,Traced,2,4,2,4,2945198
1821507347,,,,Traced,4,4,4,4,2154588
1821507870,,,,Traced,2,16,2,16,11958439
1821831167,,,,Traced,4,3,4,3,3617008
1821831535,,,,Traced,17,4,17,4,8400218
1821840323,,,,Traced,59,41,59,41,23067336
1821843483,,,,Traced,4,10,4,10,3762793
1821844140,,,,Traced,26,10,26,10,8112142
1821844386,,,,Traced,5,9,5,9,6872681
1821844671,,,,Traced,6,7,6,7,2507203
1821844720,,,,Traced,63,18,63,18,21001905
1821844760,,,,Traced,16,16,16,16,11359240
1821848703,,,,Traced,1,6,1,6,1486493
1821848722,,,,Traced,1,3,1,3,2342265
1822167461,,,,Assign,11,1,11,1,2385740
1822180924,,,,Traced,18,1,18,1,2067259
1822185974,,,,Traced,3,7,3,7,4751968
1822186146,,,,Traced,12,1,12,1,2823473
1822189873,,,,Traced,5,5,5,5,2276707
1822512580,,,,Traced,14,3,14,3,7315116
1822512850,,,,Traced,9,4,9,4,8451201
1822512897,,,,Orphan,18,5,18,5,4979899
1822517769,,,,Traced,14,16,14,16,21467202
1822518082,,,,Traced,13,11,13,11,8192077
1822518286,,,,Traced,6,15,6,15,7268989
1822521717,,,,Traced,25,8,25,8,8128167
1822522186,,,,Traced,11,7,11,7,4356500
1822526503,,,,Traced,33,33,33,33,20148323
1822529751,,,,Traced,19,6,19,6,4707504
1822529929,,,,Traced,20,12,20,12,6160045
1822530041,,,,Traced,4,6,4,6,3285609
1822530087,,,,Traced,2,3,2,3,1648500
1822530146,,,,Traced,4,2,4,2,2218199
1822530501,,,,Traced,2,5,2,5,2189748
1822858581,,,,Traced,6,33,6,33,18098584
1822866621,,,,Traced,2,7,2,7,4620705
1822867116,,,,Traced,3,3,3,3,2144588
1822867862,,,,Traced,6,7,6,7,4142436
1823211827,,,,Traced,6,6,6,6,2975401
1823211842,,,,Traced,1,2,1,2,2052533
1823212202,,,,Traced,2,2,1,2,1287821
1823212301,,,,Traced,8,9,8,9,6540583
1823212321,,,,Traced,1,12,1,12,5513971
1847041672,,,,Traced,110,22,15,3,87011387
1847042627,,,,Traced,41,95,9,28,85220036
1847050992,,,,Traced,36,71,3,3,98797904
1847051640,,,,Traced,92,44,21,8,44668384
1847379268,,,,Traced,69,12,2,1,41311851
1847388773,,,,Traced,44,5,3,1,12690868
1847733779,,,,Traced,66,31,13,3,33112117
1847984002,,,,Traced,247,638,1,12,815802551
1848066671,,,,Traced,212,49,84,22,91298974
1848069796,,,,Traced,36,237,21,104,202798863
1848074809,,,,Traced,45,10,9,3,12508026
1848087639,,,,Traced,41,84,7,17,65657307
1848424342,,,,Traced,1,11,1,3,7886929
1848747514,,,,Traced,34,23,20,18,20112604
1848747660,,,,Orphan,3,4,3,4,4141482
1848748322,,,,Traced,28,2,11,1,8181885
1848752128,,,,Traced,24,35,11,10,18694679
1848752770,,,,Traced,33,8,11,1,16420168
1848760586,,,,Traced,58,15,40,12,16917933
1848777140,,,,Traced,35,41,30,26,12650469
1848777337,,,,Traced,11,30,2,9,13664802
1848777743,,,,Traced,61,12,4,3,11591787
1849079861,,,,Orphan,6,4,5,4,5501782
1849088907,,,,Traced,25,13,20,10,13107870
1849113934,,,,Traced,11,5,10,4,5040478
1849122718,,,,Traced,7,9,3,8,3377998
1849127426,,,,Traced,15,6,7,3,4520084
1849429930,,,,Orphan,4,14,4,14,6815364
1849430267,,,,Orphan,4,7,4,7,3177509
1849472647,,,,Traced,6,2,2,2,1572901
1849472947,,,,Traced,24,3,6,1,3795118
1849787863,,,,Orphan,14,2,14,2,2162942
1849800356,,,,Traced,6,3,6,3,3544290
1849800465,,,,Traced,38,10,38,10,6670651
1849805078,,,,Traced,1,4,1,4,1989323
1849813399,,,,Traced,1,5,1,5,1411526
1849813809,,,,Traced,6,5,6,5,3650909
1849814343,,,,Traced,20,6,20,6,5919941
1849814492,,,,Traced,13,3,13,3,3871994
1850133156,,,,Traced,2,7,2,7,3504763
1850137739,,,,Traced,9,15,9,15,9125829
1850142161,,,,Traced,15,3,15,3,3315718
1850142163,,,,Orphan,6,4,6,4,1911746
1850142442,,,,Traced,6,11,6,11,6405818
1850142652,,,,Orphan,2,2,2,2,1219104
1850154934,,,,Traced,5,12,5,12,10174766
1850465325,,,,Traced,77,16,37,9,24355168
1850470555,,,,Traced,89,27,86,27,26715210
1850470592,,,,Traced,17,6,13,6,6713983
1850474091,,,,Traced,7,7,7,7,4053338
1850474632,,,,Traced,2,10,2,10,8237984
1850478108,,,,Traced,6,14,6,14,8017399
1850479327,,,,Traced,10,6,10,6,4670059
1850487375,,,,Traced,19,9,19,8,7780562
1850487445,,,,Traced,3,2,3,2,2144495
1850487471,,,,Traced,90,1,85,1,17554550
1850491542,,,,Traced,9,10,9,10,4370254
1850495332,,,,Traced,3,4,3,4,2066688
1850495574,,,,Traced,4,2,4,2,1313154
1850496115,,,,Traced,9,45,9,45,14579151
1850496309,,,,Traced,5,31,5,30,13546696
1850806840,,,,Traced,41,33,41,33,22782639
1850810642,,,,Traced,87,15,87,15,18010735
1850811180,,,,Traced,10,24,8,15,11930845
1850815720,,,,Traced,131,17,131,17,36340798
1850815753,,,,Traced,32,26,32,26,15915452
1850820086,,,,Traced,15,14,15,14,7202950
1850820198,,,,Traced,9,6,9,6,6028223
1850820204,,,,Orphan,2,2,2,2,559925
1850820475,,,,Traced,20,6,20,6,8615015
1850824215,,,,Traced,26,2,26,2,7088620
1850824367,,,,Traced,3,28,3,28,11064514
1850824746,,,,Traced,19,4,19,4,9795088
1850828882,,,,Traced,11,3,11,3,4059721
1850832367,,,,Orphan,1,2,1,2,1315934
1850832456,,,,Traced,1,33,1,33,10656003
1850832776,,,,Traced,11,3,11,3,4067549
1850836569,,,,Traced,4,5,4,4,2388172
1851483912,,,,Traced,109,20,108,19,20644225
1851484005,,,,Traced,24,25,22,23,12146551
1851492799,,,,Traced,31,34,28,30,23156569
1851505472,,,,Traced,12,6,12,3,10631634
1851505515,,,,Traced,11,62,11,62,27549217
1851509649,,,,Traced,10,67,10,67,30165018
1851510186,,,,Traced,18,68,18,68,27132002
1851510367,,,,Traced,40,7,39,7,13919711
1851510629,,,,Traced,7,38,7,38,14038442
1851510651,,,,Traced,9,3,9,3,3628226
1851514346,,,,Traced,17,1,15,1,4712250
1851514719,,,,Traced,7,4,7,4,3481810
1851825058,,,,Traced,2,7,2,7,4539813
1851825447,,,,Traced,8,3,8,3,2315800
1851829429,,,,Traced,29,29,29,29,11747319
1851842378,,,,Traced,9,27,9,27,12988949
1851842694,,,,Traced,11,29,11,29,15002175
1851843104,,,,Traced,7,24,7,24,15274519
1851843186,,,,Traced,12,1,12,1,2122429
1851843209,,,,Traced,10,16,10,16,7301825
1851843334,,,,Traced,9,12,9,12,7790813
1851843395,,,,Traced,32,34,31,34,18962220
1851846399,,,,Traced,8,31,8,31,12330051
1851847044,,,,Traced,2,16,2,16,7529562
1851847766,,,,Traced,7,12,7,12,5685344
1851855551,,,,Traced,4,2,4,2,2574399
1851855739,,,,Traced,6,2,6,2,2945051
1851855987,,,,Traced,4,2,4,2,1110697
1851856769,,,,Traced,8,15,8,15,7376289
1851859938,,,,Traced,9,4,9,4,3576933
1852192261,,,,Traced,4,4,4,4,1948288
1852197144,,,,Traced,1,2,1,2,1511883
1852197339,,,,Orphan,12,6,12,6,5399250
1852201293,,,,Traced,2,7,2,7,3293281
1852201528,,,,Traced,2,4,2,4,2396187
1852512021,,,,Traced,20,16,20,16,7745373
1852512284,,,,Traced,125,110,112,88,61620560
1852525420,,,,Traced,12,21,12,21,10171856
1852528967,,,,Traced,3,17,3,17,10721394
1852541722,,,,Traced,2,30,2,30,20311201
1852542350,,,,Traced,26,7,26,7,5122444
1852542627,,,,Traced,6,6,6,6,4231903
1852865683,,,,Traced,24,3,24,3,11939206
1852865943,,,,Traced,88,8,59,4,41030182
1852866284,,,,Traced,33,30,33,30,17208528
1852870017,,,,Traced,6,2,6,2,2902348
1852870428,,,,Traced,5,6,5,6,2874600
1852870528,,,,Traced,12,9,12,9,6473473
1852878996,,,,Traced,8,11,8,11,5356060
1852879170,,,,Orphan,4,3,4,3,1790558
1852883749,,,,Traced,1,9,1,9,7709149
1853202681,,,,Traced,16,8,16,8,8793887
1853207400,,,,Traced,13,31,13,31,16454611
1853207509,,,,Assign,2,2,2,2,989642
1853211633,,,,Traced,3,6,3,6,3477191
1853215870,,,,Traced,8,3,8,3,3841198
1853216564,,,,Traced,3,21,3,21,8005215
1853220145,,,,Traced,3,6,3,6,3118836
1853220485,,,,Traced,12,4,12,4,3809375
1853224154,,,,Traced,7,3,7,3,1265554
1853224159,,,,Traced,4,12,4,12,9693623
1853224638,,,,Traced,3,4,3,4,1972537
1853224706,,,,Traced,14,2,14,2,2087266
1853224985,,,,Traced,1,5,1,5,2035769
1853547742,,,,Traced,7,2,7,2,2510112
1853551898,,,,Traced,30,27,30,27,13153815
1853552743,,,,Traced,11,4,11,4,3053413
1853553033,,,,Traced,16,28,16,28,17812696
1853556545,,,,Traced,44,18,44,18,12514606
1853556949,,,,Traced,8,5,8,5,2862691
1853557573,,,,Traced,6,4,6,4,2264225
1853560690,,,,Traced,3,3,3,3,1348689
1853560901,,,,Traced,3,9,3,9,4379740
1853561483,,,,Traced,8,6,8,6,3877902
1853564865,,,,Traced,3,6,3,6,3491259
1853897731,,,,Traced,10,2,10,2,2662317
1853902178,,,,Traced,5,5,5,5,2711108
1853902222,,,,Traced,15,17,15,17,8663421
1853905609,,,,Traced,4,3,4,3,1623509
1853906256,,,,Traced,2,7,2,7,2788327
1853906329,,,,Traced,12,3,12,3,2215307
1853906666,,,,Traced,2,3,2,3,2157519
1871446097,(PVM03)_L,,,Traced,300,454,25,3,478376201
1875625119,VES027_R,,VES027,Traced,860,413,8,8,1224409175
1878090777,,,,Traced,21,59,2,3,36449682
1878427197,,,,Traced,36,48,3,3,38348374
1878764505,,,,Traced,98,13,53,1,28037877
1878768477,,,,Traced,14,51,1,6,28443548
1878772897,,,,Traced,17,24,9,13,14513927
1878776545,,,,Traced,7,31,1,7,17513909
1879095788,,,,Traced,128,234,18,26,361603980
1879100356,,,,Traced,16,32,1,3,16357211
1879114050,,,,Traced,37,10,12,4,15553101
1879114528,,,,Traced,53,24,32,17,30691913
1879385017,,,,Traced,192,324,19,31,695802278
1879437573,,,,Orphan,17,4,17,4,4659533
1879441497,,,,Traced,43,53,15,32,38653001
1879446043,,,,Traced,39,121,4,23,64540755
1879446117,,,,Traced,22,38,14,22,25143275
1879454898,,,,Traced,11,25,3,5,11382959
1879455733,,,,Traced,38,1,15,1,5684175
1879791104,,,,Traced,16,14,13,10,7480303
1879795263,,,,Traced,29,33,17,22,29661919
1879795927,,,,Traced,17,4,15,4,4487279
1879808655,,,,Traced,19,37,17,32,22996030
1879816461,,,,Traced,44,20,15,2,11638935
1879816949,,,,Traced,9,43,5,18,35440207
1880127922,,,,Orphan,2,2,2,2,656210
1880132806,,,,Traced,8,16,8,16,7736996
1880162948,,,,Traced,13,1,2,1,580366
1880482194,,,,Traced,14,22,14,22,12068775
1880489837,,,,Orphan,4,3,4,3,2291672
1880489967,,,,Orphan,2,2,2,2,1400524
1880490455,,,,Traced,3,3,3,3,3131093
1880494564,,,,Traced,3,11,3,11,4001756
1880503408,,,,Traced,14,44,13,40,26571056
1880507893,,,,Traced,4,2,4,2,1468728
1880831230,,,,Traced,8,2,8,2,1492674
1880832020,,,,Traced,7,3,7,3,1659276
1880835502,,,,Traced,47,21,47,21,15080347
1880835569,,,,Traced,10,9,10,9,5347910
1880848317,,,,Traced,9,2,9,2,3037206
1881155249,,,,Traced,90,18,75,14,30550804
1881172441,,,,Traced,30,1,30,1,4603949
1881172559,,,,Traced,45,14,45,14,12572106
1881176485,,,,Traced,2,4,2,4,2373548
1881176746,,,,Traced,4,5,4,5,2451038
1881176755,,,,Traced,16,3,16,3,4155009
1881181183,,,,Traced,16,17,16,17,9066439
1881181275,,,,Traced,3,3,3,3,2290461
1881185385,,,,Traced,4,4,4,4,4250620
1881185535,,,,Traced,5,4,5,4,3326580
1881189141,,,,Traced,10,1,10,1,1664959
1881189431,,,,Traced,8,2,8,2,3065626
1881189716,,,,Traced,1,7,1,7,3399635
1881500350,,,,Traced,29,6,28,6,13410385
1881500489,,,,Traced,31,65,31,50,46536539
1881509292,,,,Traced,11,13,11,13,6905099
1881509446,,,,Traced,33,4,33,4,4979912
1881513582,,,,Traced,10,37,10,37,15618958
1881513661,,,,Traced,9,5,9,5,3765924
1881517863,,,,Traced,12,3,12,3,2691070
1881518132,,,,Traced,19,7,19,7,9170568
1881518159,,,,Traced,8,4,8,4,3189197
1881518168,,,,Traced,24,5,24,5,6305364
1881518332,,,,Orphan,8,10,8,10,6449703
1881521616,,,,Traced,14,9,14,9,4803654
1881521627,,,,Traced,11,8,11,8,8576489
1881521657,,,,Traced,1,10,1,10,4461811
1881522003,,,,Traced,17,7,17,7,3127472
1881522576,,,,Traced,11,7,11,7,4597557
1881522728,,,,Traced,5,30,5,30,12324466
1881522961,,,,Traced,6,6,6,6,3341302
1881525854,,,,Traced,2,22,2,22,5548800
1881526011,,,,Traced,12,4,12,4,4357928
1881526980,,,,Traced,2,19,2,19,13495495
1881526987,,,,Traced,5,3,5,3,1327241
1881526990,,,,Traced,12,1,12,1,1559785
1881530499,,,,Traced,7,11,7,11,3254018
1881531059,,,,Traced,17,1,17,1,7751510
1881531294,,,,Traced,4,18,4,18,10669308
1881531982,,,,Traced,2,5,2,5,4166525
1881845597,,,,Traced,24,47,24,42,17375165
1881845618,,,,Traced,57,22,57,22,19015802
1881845962,,,,Traced,18,2,18,2,3796587
1881846161,,,,Traced,29,79,24,71,48710016
1881851033,,,,Traced,6,9,6,9,3737184
1881854499,,,,Traced,3,3,3,3,3972893
1881855495,,,,Traced,11,5,11,5,3548016
1881855860,,,,Traced,10,3,10,3,3134100
1881858585,,,,Traced,13,22,13,22,12543950
1881859433,,,,Traced,1,4,1,4,2946998
1881863538,,,,Traced,3,3,3,3,2318317
1881866867,,,,Traced,9,3,9,3,3382066
1881867884,,,,Traced,3,15,3,15,7705249
1881867955,,,,Traced,14,10,14,10,6598849
1881868420,,,,Traced,4,4,4,4,1784068
1881868564,,,,Traced,2,12,2,12,4829730
1881871697,,,,Traced,1,3,1,3,2158101
1881872632,,,,Traced,5,6,5,6,2820177
1882195925,,,,Traced,1,11,1,11,5581837
1882196240,,,,Traced,12,8,12,8,3406609
1882212760,,,,Traced,1,4,1,4,4889016
1882528298,,,,Traced,10,7,8,7,3387207
1882536381,,,,Traced,5,12,5,12,9253607
1882549281,,,,Traced,8,19,8,19,8186083
1882869647,,,,Traced,8,13,8,13,5347097
1882877726,,,,Traced,10,10,10,10,9374052
1882886558,,,,Traced,11,7,11,7,3369585
1882887397,,,,Orphan,2,3,2,3,1424843
1882887756,,,,Traced,3,2,3,2,837509
1882890781,,,,Traced,6,2,6,2,1413886
1882891081,,,,Traced,1,3,1,3,874978
1883210539,,,,Traced,8,2,8,2,2450902
1883214585,,,,Orphan,5,4,5,4,2911158
1883218587,,,,Traced,10,8,10,8,3481934
1883218848,,,,Traced,3,3,3,3,3296797
1883227063,,,,Orphan,1,3,1,3,1698346
1883232427,,,,Traced,4,6,4,6,2381251
1883232549,,,,Traced,2,5,2,5,2157785
1883236049,,,,Traced,2,3,2,3,3301183
1883555134,,,,Traced,4,5,4,5,2609757
1883555708,,,,Traced,25,4,23,3,4215583
1883559794,,,,Traced,2,4,2,4,1926160
1883568548,,,,Traced,1,9,1,9,4346971
1883572338,,,,Traced,4,2,4,2,1820517
1883572455,,,,Traced,10,2,10,2,1618415
1883576953,,,,Traced,2,7,2,7,2605789
1883577192,,,,Traced,13,2,13,2,4028873
1883577486,,,,Traced,6,19,6,19,9867044
1883891705,,,,Orphan,2,3,2,3,1888870
1883900482,,,,Traced,30,9,30,9,14013474
1883900832,,,,Traced,13,1,13,1,2158397
1883904966,,,,Traced,14,7,14,7,3694800
1883905046,,,,Traced,3,14,3,14,5898508
1883905415,,,,Traced,5,16,5,16,8874700
1883909227,,,,Traced,13,2,13,2,2988571
1883913981,,,,Traced,1,10,1,10,3782502
1883917480,,,,Traced,8,4,8,4,2890192
1883917742,,,,Traced,2,4,2,4,4158326
1883918100,,,,Orphan,6,3,6,3,1584044
1884241875,,,,Traced,2,5,2,5,1758689
1884246709,,,,Traced,5,9,5,9,5960150
1884246718,,,,Traced,10,1,10,1,1887060
1884246953,,,,Traced,2,2,2,2,782518
1884250302,,,,Traced,19,23,19,23,12356285
1884250833,,,,Traced,1,2,1,2,1526091
1884254543,,,,Traced,9,2,9,2,4922530
1884254882,,,,Traced,4,7,4,7,2333761
1884258494,,,,Traced,10,28,10,28,25680060
1884258751,,,,Traced,1,5,1,5,2459969
1884258757,,,,Traced,10,8,10,8,3564274
1884258954,,,,Traced,14,8,14,8,7030376
1884259437,,,,Traced,2,3,2,3,2564633
1884259657,,,,Traced,1,11,1,11,5635979
1884586526,,,,Traced,10,9,10,9,5072464
1884591079,,,,Traced,3,4,3,4,2201523
1884592056,,,,Traced,13,3,13,3,3015901
1884592077,,,,Traced,6,4,6,4,2397407
1884595903,,,,Traced,5,4,5,4,2202142
1884599544,,,,Traced,3,2,3,2,3039312
1884600191,,,,Traced,5,9,5,9,2669721
1884600359,,,,Traced,9,2,9,2,3068564
1884932033,,,,Traced,8,7,8,7,3362197
1884936779,,,,Traced,30,3,30,3,4296429
1884936802,,,,Traced,5,4,5,4,2380215
1884936923,,,,Traced,5,5,5,5,2696468
1884937212,,,,Orphan,2,2,2,2,819142
1884937227,,,,Traced,18,13,18,13,5644402
1884941142,,,,Traced,2,10,2,10,4970190
1884941712,,,,Traced,13,2,13,2,10661398
1884941746,,,,Traced,5,20,5,20,11209359
1908776117,,,,Traced,151,13,53,4,68226952
1909121279,,,,Traced,122,39,7,2,98781028
1910148639,,,,Traced,58,71,2,11,54524059
1910488803,,,,Traced,5,7,3,2,2882372
1910825825,,,,Traced,12,41,9,23,25449219
1910834195,,,,Traced,3,6,2,4,4265588
1910834612,,,,Traced,46,20,18,4,18075264
1910838974,,,,Traced,5,7,4,5,4735548
1911162903,,,,Traced,20,4,11,4,7579544
1911166562,,,,Traced,87,26,26,11,30599518
1911167176,,,,Traced,14,43,10,25,22169363
1911176004,,,,Traced,11,20,11,20,9684741
1911188041,,,,Traced,4,4,4,4,2900571
1911521485,,,,Traced,6,7,6,7,7105195
1911521726,,,,Traced,28,8,13,2,20069979
1911525104,,,,Traced,10,36,9,29,20372359
1911529694,,,,Traced,4,4,4,4,1880813
1911533748,,,,Traced,2,5,2,5,1435885
1911538232,,,,Traced,1,3,1,3,1121253
1911542386,,,,Traced,2,5,1,3,2009514
1911542457,,,,Traced,3,12,2,11,4627393
1911542603,,,,Traced,2,5,2,5,3417556
